ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class
AS/NZS 2007.2:2003 (Legacy),BOSCH,14,369,Single,Poland,,,,,SGU43E15AU,AS/NZS 2007.1:2005,2.6778,2.5,,,Normal 45,130.0,"Australia,New Zealand",,23746,Expired,18.0,Freestanding,True,,2010-12-18,,
AS/NZS 2007.2:2003 (Legacy),BOSCH,14,369,Single,Poland,,,,,SGS44E32AU,AS/NZS 2007.1:2005,2.6778,2.5,,,Normal 45,130.0,"Australia,New Zealand",,23746,Expired,18.0,Freestanding,True,,2010-12-18,,
AS/NZS 2007.2:2003 (Legacy),MILANO,12,387,Single,China,,600.0,850.0,normal with ECO selected,DW101S-MI,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,15726,Expired,14.6,Freestanding,False,600.0,2009-09-01,,
AS/NZS 2007.2:2003 (Legacy),LINEA,12,554,Single,Spain,,590.0,840.0,Program 3 Normal cycle,LDW2SS,AS/NZS 2007.1:2005,1.10918,1.0,,,Program 3 Normal Cycle,81.0,"Australia,New Zealand",,13867,Expired,19.1,Freestanding,False,595.0,2008-11-18,,
AS/NZS 2007.2:2003 (Legacy),LINEA,12,554,Single,Spain,,590.0,840.0,Program 3 Normal cycle,LDW1W,AS/NZS 2007.1:2005,1.10918,1.0,,,Program 3 Normal Cycle,81.0,"Australia,New Zealand",,13867,Expired,19.1,Freestanding,False,595.0,2008-11-18,,
AS/NZS 2007.2:2003 (Legacy),SAGI,12,382,Single,China,,580.0,850.0,Normal Wash,SADW4W,AS/NZS 2007.1:2005,2.15,2.0,,,normal,114.0,"Australia,New Zealand",,20545,Expired,17.4,Freestanding,False,600.0,2010-07-10,,
AS/NZS 2007.2:2003 (Legacy),SAGI,12,382,Single,China,,580.0,850.0,Normal Wash,SADW4SS,AS/NZS 2007.1:2005,2.15,2.0,,,normal,114.0,"Australia,New Zealand",,20545,Expired,17.4,Freestanding,False,600.0,2010-07-10,,
AS/NZS 2007.2:2003 (Legacy),HELLER,4,243,Single,China,,500.0,480.0,Normal / Hot,DWHB4,AS/NZS 2007.1:2005,0.339,1.0,,,Normal,77.0,"Australia,New Zealand",,19055,Expired,10.53,On Bench,False,570.0,2010-02-23,,
AS/NZS 2007.2:2003 (Legacy),IQ,12,382,Single,China,,580.0,850.0,Normal,IQDW12,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,113.0,Australia,,17018,Expired,17.53,Freestanding,True,600.0,2009-10-18,,
AS/NZS 2007.2:2003 (Legacy),MEZZO,12,373,Single,China,,580.0,850.0,,MDW012,AS/NZS 2007.1:2005,2.22,2.0,,,Normal wash,138.0,"Australia,New Zealand",,23204,Expired,16.5,Freestanding,True,600.0,2010-11-29,,
AS/NZS 2007.2:2003 (Legacy),MAYTAG,15,428,Single,Italy,,573.0,850.0,ECO 45C,MJD2005AAS,AS/NZS 2007.1:2005,2.45,2.0,,,NORMAL,147.0,"Australia,New Zealand",,19681,Expired,16.7,Freestanding,True,597.0,2010-04-20,,
AS/NZS 2007.2:2003 (Legacy),MAYTAG,15,428,Single,Italy,,573.0,850.0,ECO 45C,MJD2005AAW,AS/NZS 2007.1:2005,2.45,2.0,,,NORMAL,147.0,"Australia,New Zealand",,19681,Expired,16.7,Freestanding,True,597.0,2010-04-20,,
AS/NZS 2007.2:2003 (Legacy),BOMPANI,12,391,Single,China,,,,NORMAL WASH,DW201**-BOM,AS/NZS 2007.1:2005,2.093323005,2.0,,,NORMAL WASH,116.0,"Australia,New Zealand",,20398,Expired,12.83,Freestanding,False,,2010-06-05,,
AS/NZS 2007.2:2003 (Legacy),OMEGA,14,275,Single,Italy,,,,Normal ECO,PI2003-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17909,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),OMEGA,14,275,Single,Italy,,,,Normal ECO,DW2003-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17909,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),ASKO,14,366,Single,Sweden,,550.0,890.0,Normal Wash 50c Normal Drying,D3110   D3230  Professional,AS/NZS 2007.1:2005,2.7,2.5,,,Normal Wash 50c Normal Drying,97.0,"Australia,New Zealand",,15620,Expired,13.8,Built-in,False,595.0,2009-07-04,,
AS/NZS 2007.2:2003 (Legacy),ASKO,14,366,Single,Sweden,,550.0,890.0,Normal Wash 50c Normal Drying,DW20.1,AS/NZS 2007.1:2005,2.7,2.5,,,Normal Wash 50c Normal Drying,97.0,"Australia,New Zealand",,15620,Expired,13.8,Built-in,False,595.0,2009-07-04,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,270,Single,Italy,,,,NORMAL ECO,ST663-1,AS/NZS 2007.1:2005,3.556,3.5,,,NORMAL ECO,123.0,Australia,,17905,Expired,16.9,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,270,Single,Italy,,,,NORMAL ECO,PL614-1,AS/NZS 2007.1:2005,3.556,3.5,,,NORMAL ECO,123.0,Australia,,17905,Expired,16.9,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,270,Single,Italy,,,,NORMAL ECO,SA614-1,AS/NZS 2007.1:2005,3.556,3.5,,,NORMAL ECO,123.0,Australia,,17905,Expired,16.9,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,275,Single,Italy,,,,Normal ECO,SA628-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17908,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,275,Single,Italy,,,,Normal ECO,SA623-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17908,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,275,Single,Italy,,,,Normal ECO,PL623-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17908,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,275,Single,Italy,,,,Normal ECO,SA663-1 PL663-1,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17908,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),SMEG,14,275,Single,Italy,,,,Normal ECO,SA626,AS/NZS 2007.1:2005,3.505,3.5,,,Normal ECO,126.0,Australia,,17908,Expired,21.4,Freestanding,False,,2009-11-15,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,12,392,Single,France,,,,Normal,BSDW6X,AS/NZS 2007.1:2005,2.07898,2.0,,,Normal,104.0,Australia,,15046,Expired,16.14,Freestanding,True,,2009-04-18,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,12,392,Single,France,,,,Normal,BFDW6X,AS/NZS 2007.1:2005,2.07898,2.0,,,Normal,104.0,Australia,,15046,Expired,16.14,Freestanding,True,,2009-04-18,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,12,392,Single,France,,,,Normal,BSDW6X,AS/NZS 2007.1:2005,2.07898,2.0,,,Normal,104.0,Australia,,15046,Expired,16.14,Freestanding,True,,2009-04-18,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,12,392,Single,France,,,,Normal,BFDW6X,AS/NZS 2007.1:2005,2.07898,2.0,,,Normal,104.0,Australia,,15046,Expired,16.14,Freestanding,True,,2009-04-18,,
AS/NZS 2007.2:2003 (Legacy),BLANCO,12,392,Single,France,,,,Normal,BFDW6W,AS/NZS 2007.1:2005,2.07898,2.0,,,Normal,104.0,Australia,,15046,Expired,16.14,Freestanding,True,,2009-04-18,,
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,382,Single,China,,580.0,850.0,Normal wash,WQP12-9011,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,114.0,"Australia,New Zealand",,19152,Approved,17.6,Freestanding,True,600.0,,,
AS/NZS 2007.2:2003 (Legacy),SAGI,12,474,Single,Italy,,570.0,815.0,Program No 2 + Eco,SADW3,AS/NZS 2007.1:2005,1.54644,1.5,,,Program No 2 + Eco,120.0,"Australia,New Zealand",,13853,Expired,28.2,Freestanding,True,595.0,2008-11-18,,
AS/NZS 2007.2:2003 (Legacy),AEG,12,415,Single,Germany,,600.0,850.0,Energy Saving 50*C,F88050,AS/NZS 2007.1:2005,1.91913,1.5,,,Energy Saving 50*C,166.0,Australia,,13632,Expired,16.53,Freestanding,False,600.0,2008-10-05,,
AS/NZS 2007.2:2003 (Legacy),PLATINUM,12,387,Single,China,,600.0,850.0,normal with ECO selected,DW101W-P,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,15786,Expired,14.6,Freestanding,False,600.0,2009-09-01,,
AS/NZS 2007.2:2003 (Legacy),PLATINUM,12,387,Single,China,,600.0,850.0,normal with ECO selected,DW101S-P,AS/NZS 2007.1:2005,2.114973099,2.0,,,Normal and Economy,128.0,"Australia,New Zealand",,15786,Expired,14.6,Freestanding,False,600.0,2009-09-01,,
AS/NZS 2007.2:2003 (Legacy),AEG,12,435,Single,Germany,,600.0,850.0,Eco 50*C,F40730,AS/NZS 2007.1:2005,1.787,1.5,,,Eco 50*C,120.0,"Australia,New Zealand",,13306,Expired,17.29,Freestanding,False,600.0,2008-09-07,,
AS/NZS 2007.2:2003 (Legacy),Haier,12,402,Single,China,,,,NORMAL & ECONOMY PROGRAM,HDW201WH,AS/NZS 2007.1:2005,2.064713846,2.0,,,NORMAL WASH,161.0,"Australia,New Zealand",,13264,Expired,12.2,Freestanding,False,,2008-09-04,,
AS/NZS 2007.2:2003 (Legacy),EURO,12,395,Single,China,,,,normal wash,EDTEL60W,AS/NZS 2007.1:2005,2.064713846,2.0,,,normal wash,161.0,"Australia,New Zealand",,14929,Expired,12.2,Freestanding,False,,2009-03-28,,
AS/NZS 2007.2:2003 (Legacy),MIELE,9,242,Single,Germany,,600.0,850.0,UNIVERSAL,G611SC Plus-3,AS/NZS 2007.1:2005,2.6247,2.5,,,UNIVERSAL,112.0,"Australia,New Zealand",,13301,Expired,16.92,Freestanding,True,600.0,2008-09-07,,
AS/NZS 2007.2:2003 (Legacy),BRANDT,13,212,Single,France,,,,,AX545FXZ1,AS/NZS 2007.1:2005,4.0267,4.0,,,Normal,97.0,"Australia,New Zealand",,23329,Approved,15.1,Freestanding,True,,,,
AS/NZS 2007.2:2003 (Legacy),PARMCO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6W-F1,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,14243,Approved,18.2,Freestanding,False,,,,
AS/NZS 2007.2:2003 (Legacy),PARMCO,14,448,Single,Turkey,,,,Program No 4 Eco ,TD6S-F1,AS/NZS 2007.1:2005,2.1369,2.0,,,Program No 4 Eco ,153.0,New Zealand,,14243,Approved,18.2,Freestanding,False,,,,
AS/NZS 2007.2:2003 (Legacy),MIELE,14,326,Single,Germany,,600.0,840.0,UNIVERSAL,G863 SC Vi PLUS-3,AS/NZS 2007.1:2005,3.0281,3.0,,,UNIVERSAL,123.0,"Australia,New Zealand",,13763,Expired,24.4,Built-in,True,600.0,2008-10-16,,
AS/NZS 2007.2:2003 (Legacy),LG,14,256,Single,"""Korea, Republic of""",,600.0,850.0,Economy with option rinse,LD-14AT3,AS/NZS 2007.1:2005,3.7,3.5,,,Economy with option rinse,97.0,"Australia,New Zealand",,15719,Expired,18.0,Freestanding,False,600.0,2009-09-21,,
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,387,Single,China,,600.0,850.0,Normal wash ,HDW101,AS/NZS 2007.1:2005,2.0,2.0,,,Normal,126.0,"Australia,New Zealand",,21343,Approved,14.6333,Freestanding,False,600.0,,,
AS/NZS 2007.2:2003 (Legacy),NOUVEAU,12,387,Single,China,,600.0,850.0,Normal wash ,Hd,AS/NZS 2007.1:2005,2.0,2.0,,,Normal,126.0,"Australia,New Zealand",,21343,Approved,14.6333,Freestanding,False,600.0,,,
AS/NZS 2007.2:2003 (Legacy),HELLER,8,312,Single,China,,580.0,850.0,Normal,DWH16,AS/NZS 2007.1:2005,1.58,1.5,,,Normal,102.0,Australia,,15037,Expired,12.7,Freestanding,True,450.0,2009-04-05,,
AS/NZS 2007.2:2003 (Legacy),LG,14,256,Single,"""Korea, Republic of""",,600.0,850.0,Economy with option rinse,LD-4050W,AS/NZS 2007.1:2005,3.7,3.5,,,Economy with option rinse,97.0,"Australia,New Zealand",,14334,Expired,18.0,Freestanding,False,600.0,2009-01-20,,
AS/NZS 2007.2:2003 (Legacy),AEG,12,397,Dual,Germany,,600.0,850.0,Energy Saving 50*C,F44060i*,AS/NZS 2007.1:2005,2.043447,2.0,,,Energy Saving 50*C,150.0,"Australia,New Zealand",,14046,Expired,17.52,Freestanding,False,600.0,2008-12-17,,
AS/NZS 2007.2:2003 (Legacy),AEG,12,397,Dual,Germany,,600.0,850.0,Energy Saving 50*C,F44050**,AS/NZS 2007.1:2005,2.043447,2.0,,,Energy Saving 50*C,150.0,"Australia,New Zealand",,14046,Expired,17.52,Freestanding,False,600.0,2008-12-17,,
AS/NZS 2007.2:2003 (Legacy),LG,14,256,Single,"""Korea, Republic of""",,600.0,850.0,Economy with option rinse,LD-14AW2,AS/NZS 2007.1:2005,3.7,3.5,,,Economy with option rinse,97.0,"Australia,New Zealand",,14335,Expired,18.0,Freestanding,False,600.0,2009-01-20,,
AS/NZS 2007.2:2003 (Legacy),DOME,8,291,Single,China,,500.0,435.0,"Normal Wash: Supply-240V 50Hz, Ambient Air Temp.21.2deg C, Relative Humidity 63.5%, Cold Water Pressure 320KPa, Water Hardness 43ppm",C62080,AS/NZS 2007.1:2005,0.1519,1.0,,,Normal Wash,60.0,"Australia,New Zealand",,15208,Expired,10.6,On Bench,True,570.0,2009-05-09,,
AS/NZS 2007.2:2003 (Legacy),MIELE,12,304,Single,Germany,,600.0,820.0,UNIVERSAL,G643Vi PLUS,AS/NZS 2007.1:2005,2.79,2.5,,,UNIVERSAL,110.0,"Australia,New Zealand",,13758,Expired,19.5,Built-in,True,600.0,2008-10-16,,
AS/NZS 2007.2:2003 (Legacy),HELLER,12,382,Single,China,,580.0,850.0,Normal,HDW12,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,113.0,Australia,,15003,Expired,17.53,Freestanding,True,600.0,2009-06-28,,
AS/NZS 2007.2:2003 (Legacy),CELSIUS,12,382,Single,China,,580.0,850.0,Normal,CDW12,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,113.0,Australia,,14994,Expired,17.53,Freestanding,True,600.0,2009-03-28,,
AS/NZS 2007.2:2003 (Legacy),KLEENMAID ST GEORGE,12,401,Single,France,,,,PROGRAM 4,DW20X,AS/NZS 2007.1:2005,2.01,2.0,,,NORMAL,106.0,"Australia,New Zealand",,14884,Expired,16.0,Built-in,False,,2009-04-05,,
AS/NZS 2007.2:2003 (Legacy),KLEENMAID ST GEORGE,12,401,Single,France,,,,PROGRAM 4,DW20W,AS/NZS 2007.1:2005,2.01,2.0,,,NORMAL,106.0,"Australia,New Zealand",,14884,Expired,16.0,Built-in,False,,2009-04-05,,
AS/NZS 2007.2:2003 (Legacy),BAUMATIC,12,268,Single,Italy,,550.0,820.0,Program 5 Normal wash + A3 drying,BADW10,AS/NZS 2007.1:2005,3.14515,3.0,,,Program 5 Normal Wash + A3 drying,110.0,"Australia,New Zealand",,13855,Expired,14.0,Built-in,True,595.0,2008-11-18,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX302ISJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX403IWJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX403SJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX403WJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX302SJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX302WJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,Regular Eco,DX,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19947,Expired,16.8,Built-in,False,595.0,2010-03-15,,
AS/NZS 2007.2:2003 (Legacy),INDESIT,12,431,Single,Italy,,,,"No 4, Eco",DVG 621,AS/NZS 2007.1:2005,1.81306,1.5,,,"No 4, Eco",140.0,"Australia,New Zealand",,18774,Expired,18.7,Built-in,False,,2009-12-19,,
AS/NZS 2007.2:2003 (Legacy),INDESIT,12,431,Single,Italy,,,,"No 4, Eco",DI 620,AS/NZS 2007.1:2005,1.81306,1.5,,,"No 4, Eco",140.0,"Australia,New Zealand",,18774,Expired,18.7,Built-in,False,,2009-12-19,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,565,Single,Italy,,575.0,818.0,Normal,ESL 6180,AS/NZS 2007.1:2005,1.05,1.0,,,Normal,94.0,"Australia,New Zealand",,15604,Expired,19.37,Built-in,True,596.0,2009-06-16,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,565,Single,Italy,,575.0,818.0,Normal,ESI 6180X,AS/NZS 2007.1:2005,1.05,1.0,,,Normal,94.0,"Australia,New Zealand",,15604,Expired,19.37,Built-in,True,596.0,2009-06-16,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,565,Single,Italy,,575.0,818.0,Normal,ESI 6180U,AS/NZS 2007.1:2005,1.05,1.0,,,Normal,94.0,"Australia,New Zealand",,15604,Expired,19.37,Built-in,True,596.0,2009-06-16,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,353,Single,Australia,,570.0,820.0,Regular Eco,DX102SJ,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19800,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,353,Single,Australia,,570.0,820.0,Regular Eco,DX102WJ,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19800,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,353,Single,Australia,,570.0,820.0,Regular Eco,DX102,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19800,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),SIMPSON,12,353,Single,Australia,,570.0,820.0,Regular Eco,52B850SJ,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19801,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),SIMPSON,12,353,Single,Australia,,570.0,820.0,Regular Eco,52B850WJ,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19801,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),SIMPSON,12,353,Single,Australia,,570.0,820.0,Regular Eco,52B850,AS/NZS 2007.1:2005,2.38,2.0,,,Regular Eco,79.0,"Australia,New Zealand",,19801,Expired,20.12,Built-in,False,595.0,2010-03-13,,
AS/NZS 2007.2:2003 (Legacy),MISTRAL,12,382,Single,China,,580.0,850.0,Normal,MDW12M,AS/NZS 2007.1:2005,2.15,2.0,,,Normal,116.0,"Australia,New Zealand",,16649,Expired,17.7,Built-in,True,600.0,2009-09-02,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX403SB,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX403IWB,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX403WB,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX302SB,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX302WB,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),DISHLEX,12,233,Single,Australia,,570.0,820.0,REGULAR ECO,DX,AS/NZS 2007.1:2005,3.54,3.5,,,REGULAR ECO,98.0,"Australia,New Zealand",,13404,Expired,16.8,Built-in,False,595.0,2008-09-28,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX403IWJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX403SJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX403WJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX302ISJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX302SJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX302WJ,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,233,Single,Australia,,570.0,820.0,Regular Eco,EX,AS/NZS 2007.1:2005,3.54,3.5,,,Regular Eco,98.0,"Australia,New Zealand",,19949,Expired,16.8,Built-in,False,595.0,2010-03-14,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,235,Single,Australia,,575.0,818.0,Normal,EX500ISB,AS/NZS 2007.1:2005,3.51,3.5,,,Normal,92.0,"Australia,New Zealand",,20400,Expired,14.5,Built-in,False,596.0,2010-05-11,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,235,Single,Australia,,575.0,818.0,Normal,EX600ISB,AS/NZS 2007.1:2005,3.51,3.5,,,Normal,92.0,"Australia,New Zealand",,20400,Expired,14.5,Built-in,False,596.0,2010-05-11,,
AS/NZS 2007.2:2003 (Legacy),ELECTROLUX,12,235,Single,Australia,,575.0,818.0,Normal,EX500/600,AS/NZS 2007.1:2005,3.51,3.5,,,Normal,92.0,"Australia,New Zealand",,20400,Expired,14.5,Built-in,False,596.0,2010-05-11,,
AS/NZS 2007.2:2003 (Legacy),INDESIT,8,343,Single,Italy,,,,,IDL 40,AS/NZS 2007.1:2005,1.3166,1.0,,,Eco Wash,154.0,"Australia,New Zealand",,23459,Expired,15.8,Freestanding,False,,2010-12-07,,
AS/NZS 2007.2:2003 (Legacy),ARISTON,12,426,Single,Italy,,600.0,850.0,,LZ 700,AS/NZS 2007.1:2005,1.84578,1.5,,,Eco Auto,160.0,"Australia,New Zealand",,23097,Expired,19.4,Freestanding,False,600.0,2010-11-20,,
AS/NZS 2007.2:2003 (Legacy),ARISTON,8,343,Single,Italy,,,,Eco Wash,LL 42,AS/NZS 2007.1:2005,1.3166,1.0,,,Eco Wash,154.0,"Australia,New Zealand",,19087,Expired,15.8,Freestanding,False,,2010-02-01,,
AS/NZS 2007.2:2003 (Legacy),INDESIT,8,343,Single,Italy,,,,Eco Wash,DI 450 A,AS/NZS 2007.1:2005,1.3166,1.0,,,Eco Wash,154.0,"Australia,New Zealand",,20099,Expired,15.8,Freestanding,False,,2010-04-25,,
AS/NZS 2007.2:2003 (Legacy),ARISTON,8,352,Single,Italy,,,,Eco Wash,LL 43 S,AS/NZS 2007.1:2005,1.24395,1.0,,,Eco Wash,155.0,"Australia,New Zealand",,19061,Expired,16.1,Freestanding,False,,2010-02-01,,
AS/NZS 2007.2:2003 (Legacy),INDESIT,12,410,Single,Italy,,,,No 3 ECO,IDL75,AS/NZS 2007.1:2005,1.95311,1.5,,,No 3 ECO,136.0,"Australia,New Zealand",,17561,Expired,19.9,Built-in,False,,2009-10-13,,
AS/NZS 2007.2:2003 (Legacy),SIMPSON,12,400,Single,Australia,,570.0,820.0,REGULAR ECO,52B850SJ,AS/NZS 2007.1:2005,2.02,2.0,,,REGULAR ECO,79.0,"Australia,New Zealand",,13428,Expired,20.08,Built-in,False,595.0,2008-09-28,,
