ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class
AS/NZS 2442.2:2000/Amdt 2:2007,OMEGA,5.5,,Timer,,850.0,600.0,Each individual model number listed above,OCD120,AS/NZS 2442.1:1996,246,2.0526,2.0,Hot cotton,130.0,Australia,Expired,12452,4.291,,Vented,600.0,2008-05-16,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,3.5,,Timer,China,425.0,685.0,Each individual model number listed above,HDM3.5-1,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,19149,2.71,,Vented,630.0,2010-01-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,6,,Autosensing,France,,,Each individual model number listed above,AWZ3413,AS/NZS 2442.1:1996,267,2.0756,2.0,"Cotton, Ready to Wear",142.0,"Australia,New Zealand",Expired,21185,4.891,,Vented,,2010-07-11,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,5,,Timer,France,,,Each individual model number listed above,AWZ320,AS/NZS 2442.1:1996,224,2.0342,2.0,Cotton Extra Dry,130.0,"Australia,New Zealand",Expired,21178,3.901,,Vented,,2010-07-11,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,5,,Timer,Australia,,,Each individual model number listed above,LD503,AS/NZS 2442.1:1996,247,1.433,1.0,Hot,150.0,"Australia,New Zealand",Expired,14383,3.89,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,TELMANN,4.5,False,Timer,China,,,Each individual model number listed above,TEL45D,AS/NZS 2442.1:1996,221,1.48179,1.0,COTTON 150 MIN,150.0,"Australia,New Zealand",Expired,26156,3.513,,Vented,,2011-06-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,TELMANN,4.5,False,Timer,China,,,Each individual model number listed above,TEL45D,AS/NZS 2442.1:1996,221,1.48179,1.0,COTTON 150 MIN,150.0,"Australia,New Zealand",Expired,26156,3.513,,Vented,,2011-06-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,AWARD,5,False,Timer,United Kingdom,,,Each individual model number listed above,T44AW,AS/NZS 2442.1:1996,248,1.408,1.0,"140 minutes, Heat setting Full",124.0,"Australia,New Zealand",Approved,38884,3.897,,Vented,,2013-07-24,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,5,False,Timer,"Australia,Thailand",,,Each individual model number listed above,LD500,AS/NZS 2442.1:1996,231,1.845,1.5,Hot,117.0,"Australia,New Zealand",Expired,24497,3.903,,Vented,,2011-03-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,5,,Autosensing,Poland,570.0,850.0,Each individual model number listed above,EDE 420E,AS/NZS 2442.1:1996,213,2.33,2.0,Store Dry,150.0,"Australia,New Zealand",Expired,15371,3.923,,Vented,600.0,2009-05-25,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,6,,Autosensing,Italy,600.0,850.0,Each individual model number listed above,EDC 510 E,AS/NZS 2442.1:1996,273,1.93,1.5,Ready to Wear,172.0,"Australia,New Zealand",Expired,14940,4.685,,Condenser,600.0,2009-03-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,5,,Timer,Australia,,,Each individual model number listed above,39S500L,AS/NZS 2442.1:1996,244,1.508,1.5,Regular,146.0,"Australia,New Zealand",Expired,14380,3.89,,Vented,,2009-01-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIMPSON,5,False,Autosensing,"Australia,Thailand",,,Each individual model number listed above,39S505E,AS/NZS 2442.1:1996,224,2.03,2.0,Hot,133.0,"Australia,New Zealand",Expired,24550,3.957,,Vented,,2011-03-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,6,False,Autosensing,"Australia,Thailand",,,Each individual model number listed above,LD605E,AS/NZS 2442.1:1996,267,2.076,2.0,Normal dry,157.0,"Australia,New Zealand",Expired,24500,4.787,,Vented,,2011-03-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,AEG,5.5,,Autosensing,Germany,,,Each individual model number listed above,WP,AS/NZS 2442.1:1996,121,6.41,6.0,Extra Dry,131.0,,Expired,3747,4.29,0.0,Condenser,,2005-08-31,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,5,,Autosensing,Australia,,,Each individual model number listed above,LD504,AS/NZS 2442.1:1996,238,1.661,1.5,"Sensordry, Normal Setting",150.0,"Australia,New Zealand",Expired,13458,3.993,,Vented,,2008-09-29,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,5,False,Autosensing,"Australia,Thailand",,,Each individual model number listed above,LD505E,AS/NZS 2442.1:1996,222,2.089,2.0,Normal dry,130.0,"Australia,New Zealand",Expired,24498,3.993,,Vented,,2011-03-01,,
AS/NZS 2442.2:2000/Amdt 2:2007,AEG,5.5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,57720,AS/NZS 2442.1:1996,249,1.9802,1.5,Cottons Extra Dry,160.0,Australia,Expired,15118,4.312,,Condenser,600.0,2009-05-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,WESTINGHOUSE,5,,Autosensing,Australia,,,Each individual model number listed above,LD505,AS/NZS 2442.1:1996,232,1.818,1.5,"Sensordry, Normal Setting",155.0,"Australia,New Zealand",Expired,13459,3.987,,Vented,,2008-09-29,,
AS/NZS 2442.2:2000/Amdt 2:2007,GALANZ,3.5,True,Timer,China,,,Each individual model number listed above,XQG70-DA112PE,AS/NZS 2442.1:1996,148,2.38964,2.0,Cottons Drying 198 min,235.0,"Australia,New Zealand",Approved,52319,2.721,0.0,Vented,,2015-08-31,,
AS/NZS 2442.2:2000/Amdt 2:2007,TRIESTE,6,False,Autosensing,China,870.0,650.0,Each individual model number listed above,TR-GDZ60-09E,AS/NZS 2442.1:1996,265,2.0,2.0,Extra Dry Full Load,230.0,New Zealand,Approved,52233,4.702,,Vented,600.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,6.5,False,Autosensing,Poland,,,single,WTW84360AU,AS/NZS 2442.1:1996,117,7.65,6.0,Cottons Cupboard Dry Extra,200.0,"Australia,Fiji,New Zealand",Approved,52098,5.194,,Condenser,,2015-08-10,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T230C,AS/NZS 2442.1:1996,209,2.46,2.0,Cottons Normal,117.0,"Australia,New Zealand",Expired,3794,3.92,0.0,Condenser,600.0,2007-05-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T253C,AS/NZS 2442.1:1996,212,2.37,2.0,Cottons Normal+,114.0,"Australia,New Zealand",Expired,3795,3.97,0.0,Condenser,600.0,2007-05-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4.5,True,Autosensing,"""Korea, Republic of""",640.0,850.0,Each individual model number listed above,WD14130FD6,AS/NZS 2442.1:1996/Amdt 4:2006,215,1.6382720002,1.5,"Dry Only, 1400 rpm, Eco dry",261.0,"Australia,New Zealand",Approved,63978,3.608,23.8,Condenser,600.0,2017-03-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4.5,True,Autosensing,"""Korea, Republic of""",640.0,850.0,Each individual model number listed above,WD14130RD6,AS/NZS 2442.1:1996/Amdt 4:2006,215,1.6382720002,1.5,"Dry Only, 1400 rpm, Eco dry",261.0,"Australia,New Zealand",Approved,63978,3.608,23.8,Condenser,600.0,2017-03-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,5,,Autosensing,Germany,600.0,850.0,Each individual model number listed above,T220,AS/NZS 2442.1:1996,206,2.54,2.5,Cottons Normal,111.0,"Australia,New Zealand",Expired,3797,3.95,0.0,Vented,600.0,2007-05-20,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6.5,False,Autosensing,Slovenia,,,Each individual model number listed above,KED501,AS/NZS 2442.1:1996,247,3.04,3.0,Hot cotton program,147.0,"Australia,New Zealand",Expired,33974,5.086,,Vented,,2012-05-30,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",645.0,850.0,single,WD-1458RD,AS/NZS 2442.1:1996,177,2.1102,2.0,Cupboard Dry,200.0,"Australia,New Zealand",Expired,29468,3.168,41.0,Condenser,600.0,2011-08-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",645.0,850.0,single,WD-1457RD,AS/NZS 2442.1:1996,177,2.1102,2.0,Cupboard Dry,200.0,"Australia,New Zealand",Expired,29468,3.168,41.0,Condenser,600.0,2011-08-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,TECHNIKA,5,False,Timer,China,515.0,685.0,Each individual model number listed above,T50DM,AS/NZS 2442.1:1996,220,2.145,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,32840,3.9,,Vented,630.0,2012-02-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,TECHNIKA,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,T35DM,AS/NZS 2442.1:1996,147,2.41,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,32841,2.72,,Vented,630.0,2012-02-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,MEZZO,4.5,,Timer,China,,,Each individual model number listed above,MDM4500,AS/NZS 2442.1:1996,221,1.478,1.0,Cotton 150 min,150.0,"Australia,New Zealand",Expired,20003,3.513,,Vented,,2010-04-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",850.0,850.0,Each individual model number listed above,WD-1435 RD,AS/NZS 2442.1:1996,174,2.2154,2.0,AutoDry More,236.0,"Australia,New Zealand",Expired,22668,3.169,58.0,Condenser,600.0,2010-12-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,TELMANN,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,TEL35D,AS/NZS 2442.1:1996,155,2.1,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,23430,2.71,,Vented,630.0,2010-12-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,5,False,Timer,China,515.0,685.0,Each individual model number listed above,GDZA5-61,AS/NZS 2442.1:1996,220,2.145,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,33043,3.9,,Vented,630.0,2012-03-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,5,False,Timer,China,515.0,685.0,Each individual model number listed above,GDZ5.0-61,AS/NZS 2442.1:1996,220,2.145,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,33043,3.9,,Vented,630.0,2012-03-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,OMEGA,2.5,True,Timer,Italy,530.0,850.0,Each individual model number listed above,WD1052,AS/NZS 2442.1:1996,114,1.92,1.5,"No.5, 140min program",121.0,Australia,Expired,33407,1.96,52.0,Condenser,596.0,2012-07-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,GDZ3.5-61,AS/NZS 2442.1:1996,147,2.41,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,33042,2.72,,Vented,630.0,2012-03-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,3.5,False,Timer,China,425.0,685.0,Each individual model number listed above,GDZA3.5-61,AS/NZS 2442.1:1996,147,2.41,2.0,Strong Dry,220.0,"Australia,New Zealand",Expired,33042,2.72,,Vented,630.0,2012-03-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD14700RD,AS/NZS 2442.1:1996,174,2.2154,2.0,Dry More,236.0,"Australia,New Zealand",Expired,33479,3.169,58.0,Condenser,,2012-04-13,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,7,False,Autosensing,Poland,,,Each individual model number listed above,WTE84101AU,AS/NZS 2442.1:1996,314,2.0264,2.0,Cottons Very Dry,181.0,"Australia,New Zealand",Approved,50082,5.534,,Condenser,,2015-05-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6.5,,Autosensing,Slovenia,,,single,KED500,AS/NZS 2442.1:1996,247,3.04,3.0,Hot cotton program,132.0,"Australia,New Zealand",Expired,19281,5.088,,Vented,,2010-03-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Timer,Sweden,595.0,850.0,Each individual model number listed above,T720,AS/NZS 2442.1:1996,234,1.76,1.5,120 Minutes,120.0,,Expired,3757,3.89,0.0,Condenser,595.0,2005-09-29,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,5,True,Autosensing,Italy,,,Each individual model number listed above,EWW14791W,AS/NZS 2442.1:1996,168,3.78,3.5,Cottons Extra Dry,180.0,"Australia,Fiji,New Zealand",Approved,49724,3.965,41.0,Condenser,,2015-03-11,,
AS/NZS 2442.2:2000/Amdt 2:2007,ASKO,5,,Timer,Sweden,595.0,850.0,Each individual model number listed above,TD 22,AS/NZS 2442.1:1996,234,1.76,1.5,120 minutes,120.0,,Expired,3788,3.89,0.0,Condenser,595.0,2006-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,SMEG,6,,Timer,,590.0,850.0,Each individual model number listed above,SD727,AS/NZS 2442.1:1996,294,1.483,1.0,Used Once A Week,120.0,New Zealand,Approved,15396,4.67,,Condenser,596.0,,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,3.5,True,Autosensing,Italy,,,single,EWD 1477,AS/NZS 2442.1:1996,126,3.38,3.0, Cottons-Dry Only-Extra Dry,115.0,Australia,Approved,38598,2.816,26.0,Condenser,,2013-11-05,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,8,False,Autosensing,Poland,,,Each individual model number listed above,WTE86302AU,AS/NZS 2442.1:1996,355,2.0929,2.0,Cottons Very Dry,1.0,"Australia,New Zealand",Approved,49562,6.348,,Condenser,,2015-04-05,,
AS/NZS 2442.2:2000/Amdt 2:2007,ACQUA,6,False,Autosensing,China,,,Each individual model number listed above,GY-ESD60W,AS/NZS 2442.1:1996,265,2.0,2.0,Extra Dry/Full Load,230.0,New Zealand,Approved,56709,4.702,,Vented,,,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,6,False,Timer,China,,,Each individual model number listed above,AWD60A,AS/NZS 2442.1:1996,334,0.69795,1.0,Extra Dry,180.0,"Australia,Fiji,New Zealand",Approved,56738,4.924,,Vented,,2016-04-27,,
AS/NZS 2442.2:2000/Amdt 2:2007,FISHER & PAYKEL,4.5,False,Timer,New Zealand,,,Each individual model number listed above,DE45F56AW1,AS/NZS 2442.1:1996,234,1.11,1.0,Regular,140.0,"Australia,New Zealand",Approved,36454,3.497,,Vented,,,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,10,,Autosensing,China,712.0,915.0,Each individual model number listed above,GDZ22-1,AS/NZS 2442.1:1996,443,2.1,2.0,AUTO MORE Dry,120.0,,Expired,3786,8.03,0.0,Vented,686.0,2006-08-29,,
AS/NZS 2442.2:2000/Amdt 2:2007,Galanz,6,False,Timer,China,600.0,860.0,single,DV-60Q3ME,AS/NZS 2442.1:1996,293,1.50381,1.5,cottons-heavy,240.0,Australia,Approved,48249,4.691,,Vented,600.0,2015-05-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,Galanz,6,False,Timer,China,600.0,860.0,single,DV-60Q2ME,AS/NZS 2442.1:1996,293,1.50381,1.5,cottons-heavy,240.0,Australia,Approved,48249,4.691,,Vented,600.0,2015-05-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,3.5,True,Manual,Italy,570.0,850.0,Each individual model number listed above,EWD1477,AS/NZS 2442.1:1996,140,2.73,2.5,"Cottons, dry only, timed dry program",112.0,"Australia,New Zealand",Expired,34408,2.742,25.4,Condenser,600.0,2012-05-31,,
AS/NZS 2442.2:2000/Amdt 2:2007,HELLER,6,False,Timer,China,560.0,825.0,single,CDH6,AS/NZS 2442.1:1996,315,1.058,1.0,200min,200.0,"Australia,New Zealand",Approved,38266,4.6697,,Vented,605.0,2013-08-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,SPEED QUEEN,9,False,Autosensing,United States,,,single,LTS97,AS/NZS 2442.1:1996,405,2.01,2.0,Delicate & (Regular / Perm Press),113.0,Australia,Expired,29181,7.13,,Vented,,2011-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,SPEED QUEEN,9,False,Autosensing,United States,,,single,LES37,AS/NZS 2442.1:1996,405,2.01,2.0,Delicate & (Regular / Perm Press),113.0,Australia,Expired,29181,7.13,,Vented,,2011-09-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,6,False,Autosensing,Thailand,,,Each individual model number listed above,EDV605G,AS/NZS 2442.1:1996,267,2.08,2.0,Normal Dry,151.0,"Australia,Fiji,New Zealand",Approved,46899,4.84,,Vented,,2014-12-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,6,False,Autosensing,Thailand,,,Each individual model number listed above,EDV605S,AS/NZS 2442.1:1996,267,2.08,2.0,Normal Dry,151.0,"Australia,Fiji,New Zealand",Approved,46899,4.84,,Vented,,2014-12-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,6,False,Autosensing,Thailand,,,Each individual model number listed above,EDV605,AS/NZS 2442.1:1996,267,2.08,2.0,Normal Dry,151.0,"Australia,Fiji,New Zealand",Approved,46899,4.84,,Vented,,2014-12-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,SAMSUNG ELECTRONICS,4,True,Timer,"""Korea, Republic of""",,,Each individual model number listed above,WD7704C8C.,AS/NZS 2442.1:1996,145,3.337,3.0,"Dry, 190 minutes",179.0,"Australia,New Zealand",Expired,38347,3.124,48.6,Condenser,,2013-05-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,GALANZ,6,False,Autosensing,China,,,single,DV-60Q3E,AS/NZS 2442.1:1996,266,2.09867,2.0,Tumble dryer,300.0,"Australia,New Zealand",Approved,47744,4.69,,Vented,,2015-01-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,GALANZ,6,False,Autosensing,China,,,single,DV-60Q1E,AS/NZS 2442.1:1996,266,2.09867,2.0,Tumble dryer,300.0,"Australia,New Zealand",Approved,47744,4.69,,Vented,,2015-01-21,,
AS/NZS 2442.2:2000/Amdt 2:2007,SPEED QUEEN,9,False,Autosensing,United States,,,single,LTSA7,AS/NZS 2442.1:1996,405,2.01,2.0,Delicate & (Regular / Perm Press),113.0,Australia,Expired,32377,7.13,,Vented,,2012-01-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,SPEED QUEEN,9,False,Autosensing,United States,,,single,LTSA9,AS/NZS 2442.1:1996,405,2.01,2.0,Delicate & (Regular / Perm Press),113.0,Australia,Expired,32377,7.13,,Vented,,2012-01-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,DEC,6,False,Timer,China,,,Each individual model number listed above,D6DR,AS/NZS 2442.1:1996,314,1.08,1.0,Cotton,160.0,"Australia,New Zealand",Expired,34874,4.6,,Vented,,2012-07-02,,
AS/NZS 2442.2:2000/Amdt 2:2007,AWARD,6,False,Autosensing,United Kingdom,,,Each individual model number listed above,T937C,AS/NZS 2442.1:1996,297,1.4204,1.0,Extra dry; High heat heat setting.,176.0,"Australia,New Zealand",Approved,38687,4.727,,Condenser,,2013-07-24,,
AS/NZS 2442.2:2000/Amdt 2:2007,SAMSUNG ELECTRONICS,6,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD8122CVW,AS/NZS 2442.1:1996,265,2.1218,2.0,Normal Dry,239.0,"Australia,New Zealand",Approved,38706,4.891,64.11,Condenser,,2013-06-22,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,6.5,,Autosensing,Germany,720.0,850.0,Each individual model number listed above,T1413,AS/NZS 2442.1:1996,265,2.623285,2.5,Cottons Normal,214.0,"Australia,New Zealand",Expired,22161,5.13,,Vented,600.0,2010-08-25,,
AS/NZS 2442.2:2000/Amdt 2:2007,V-ZUG,6,False,Autosensing,,600.0,850.0,single,296,AS/NZS 2442.1:1996,149,5.665,5.5,"Normal dry, Dryness setting 4",132.0,"Australia,New Zealand",Approved,43662,4.752,,Condenser,595.0,2014-08-03,,
AS/NZS 2442.2:2000/Amdt 2:2007,ELECTROLUX,7,False,Autosensing,Poland,,,Each individual model number listed above,EDC47130W,AS/NZS 2442.1:1996,337,1.59,1.5,Cotton Extra,208.0,"Australia,New Zealand",Approved,43603,5.587,,Condenser,,2014-04-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,6,,Autosensing,France,580.0,835.0,Each individual model number listed above,AWZ233,AS/NZS 2442.1:1996,256,2.33,2.0,Cupboard Dry,150.0,,Expired,3781,4.68,0.0,Vented,595.0,2006-07-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,WHIRLPOOL,5,,Timer,France,580.0,835.0,Each individual model number listed above,AWZ220,AS/NZS 2442.1:1996,230,1.87,1.5,135 Min,108.0,,Expired,3780,3.89,0.0,Vented,595.0,2006-07-17,,
AS/NZS 2442.2:2000/Amdt 2:2007,ARISTON,6,,Autosensing,United Kingdom,,,Each individual model number listed above,A46C,AS/NZS 2442.1:1996,288,1.6097,1.5,Cotton No. 1,150.0,"Australia,New Zealand",Expired,14420,4.73,,Condenser,,2009-02-03,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,10,,Autosensing,"""Korea, Republic of""",751.0,1084.0,single,TD-V1002E,AS/NZS 2442.1:1996,447,2.048,2.0,"Heavy Duty, Normal Dry",54.0,"Australia,New Zealand",Expired,13384,7.99,,Vented,686.0,2008-09-26,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,6.5,False,Autosensing,Slovenia,600.0,850.0,Each individual model number listed above,KED601,AS/NZS 2442.1:1996,289,2.08,2.0,Hot Cotton Program,167.0,"Australia,New Zealand",Expired,33972,5.093,,Condenser,600.0,2012-04-30,,
AS/NZS 2442.2:2000/Amdt 2:2007,RANK ARENA,3.5,False,Timer,China,,,single,RATD3,AS/NZS 2442.1:1996,155,2.1,2.0,Strong dry,180.0,"Australia,New Zealand",Expired,23375,2.71,,Vented,,2010-12-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,TECHNIKA,6,False,Timer,China,560.0,825.0,Each individual model number listed above,T60DM,AS/NZS 2442.1:1996,315,1.04,1.0,Extra Dry,190.0,"Australia,New Zealand",Expired,32835,4.68,,Vented,595.0,2012-02-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,MISTRAL,5,False,Timer,China,,,single,MTD5,AS/NZS 2442.1:1996,251,1.334,1.0,Cotton 150 min. ,150.0,"Australia,New Zealand",Expired,23381,3.902,,Vented,,2011-01-12,,
AS/NZS 2442.2:2000/Amdt 2:2007,MIELE,2.5,True,Autosensing,Germany,600.0,850.0,Each individual model number listed above,WT2670,AS/NZS 2442.1:1996,84,3.8036,3.5,Normal+,77.9,"Australia,New Zealand",Expired,22517,1.975,11.4,Condenser,600.0,2010-09-15,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1480 RD,AS/NZS 2442.1:1996,142,3.4659,3.0,Very Dry 1400 rpm,161.0,"Australia,New Zealand",Expired,15197,3.2,58.0,Condenser,,2009-05-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,PRIMA,4.5,False,Timer,China,595.0,860.0,Each individual model number listed above,PD45,AS/NZS 2442.1:1996,221,1.48,1.0,Cotton 150 min,150.0,Australia,Expired,23162,3.513,,Vented,580.0,2010-11-30,,
AS/NZS 2442.2:2000/Amdt 2:2007,HELLER,5,False,Autosensing,China,,,Each individual model number listed above,CD55,AS/NZS 2442.1:1996,225,1.9983,1.5,"Full heat, Extra dry",160.0,"Australia,New Zealand",Expired,32021,3.973,,Vented,,2011-12-11,,
AS/NZS 2442.2:2000/Amdt 2:2007,BLANCO,5,False,Timer,Turkey,,,Each individual model number listed above,BDVB5,AS/NZS 2442.1:1996,226,1.9795,1.5,Cotton 130 minutes,130.0,Australia,Expired,32749,3.907,,Vented,,2012-02-07,,
AS/NZS 2442.2:2000/Amdt 2:2007,Haier,2,True,Timer,China,550.0,850.0,Each individual model number listed above,XQG50-AB1100CTX,AS/NZS 2442.1:1996,115,0.5,1.0,120 minutes timer,120.0,,Expired,3791,1.56,39.0,Condenser,600.0,2006-11-06,,
AS/NZS 2442.2:2000/Amdt 2:2007,LG,5,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD-1290 RD,AS/NZS 2442.1:1996,210,2.4314,2.0,Very Dry,181.0,"Australia,New Zealand",Expired,15284,4.03,72.0,Condenser,,2009-05-18,,
AS/NZS 2442.2:2000/Amdt 2:2007,KLEENMAID,5,False,Timer,United Kingdom,,,Each individual model number listed above,KED300,AS/NZS 2442.1:1996,234,1.77,1.5,"High Heat, 140 Minutes",140.0,Australia,Expired,30562,3.88,,Vented,,2011-12-19,,
AS/NZS 2442.2:2000/Amdt 2:2007,MAYTAG,9,,Autosensing,United States,740.0,1180.0,Each individual model number listed above,MDE 8550 AGW,AS/NZS 2442.1:1996,418,1.812,1.5,"AutoDry, Regular, More Dry",117.0,,Expired,9482,7.274,0.0,Vented,770.0,2006-10-12,,
AS/NZS 2442.2:2000/Amdt 2:2007,MAYTAG,6.5,,Autosensing,United Kingdom,620.0,650.0,Each individual model number listed above,MDC1305AAW,AS/NZS 2442.1:1996,305,1.758,1.5,Extra Dry,171.0,"Australia,New Zealand",Expired,19679,5.15,,Condenser,850.0,2010-04-08,,
AS/NZS 2442.2:2000/Amdt 2:2007,NIGHTINGALE,4.5,,Timer,China,,,Each individual model number listed above,NDZ5,AS/NZS 2442.1:1996,221,1.478,1.0,Cotton 150 min,150.0,"Australia,New Zealand",Expired,16385,3.513,,Vented,,2009-08-31,,
AS/NZS 2442.2:2000/Amdt 2:2007,ARISTON,3.5,True,Timer,Italy,,,single,AML 125,AS/NZS 2442.1:1996,143,2.6177,2.5,150 Minutes Cotton,150.0,"Australia,New Zealand",Expired,22264,2.7223,31.5,Condenser,,2010-09-06,,
AS/NZS 2442.2:2000/Amdt 2:2007,SIGNATURE,6,False,Autosensing,China,,,Each individual model number listed above,SIG-60Q1E,AS/NZS 2442.1:1996,266,2.09867,2.0,Tumble dryer,300.0,"Australia,Fiji,New Zealand",Approved,48726,4.69,,Vented,,2015-02-09,,
AS/NZS 2442.2:2000/Amdt 2:2007,CENTREX,3.5,False,Timer,China,,,Each individual model number listed above,CTCD350,AS/NZS 2442.1:1996,157,2.043,2.0,High,200.0,"Australia,New Zealand",Expired,33672,2.716,,Vented,,2012-05-29,,
AS/NZS 2442.2:2000/Amdt 2:2007,V-ZUG,6,False,Autosensing,,600.0,850.0,Each individual model number listed above,959,AS/NZS 2442.1:1996,149,5.665,5.5,"Normal dry, Dryness setting 4",132.0,"Australia,New Zealand",Approved,51519,4.752,,Condenser,595.0,2015-07-14,,
AS/NZS 2442.2:2000/Amdt 2:2007,BOSCH,5,,Timer,United Kingdom,600.0,560.0,Each individual model number listed above,WTA3003AU,AS/NZS 2442.1:1996,238,1.6613,1.5,140 minutes,134.0,"Australia,New Zealand",Expired,15053,3.9,,Vented,600.0,2009-03-02,,
