Appliance,Brand,Model.No,Country,CEC,SRI,Star,TotWatCons,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Dish Washer,BOSCH,SBU69T05AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,BOSCH,SBI63M00AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,BOSCH,SMS68M02AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,BOSCH,SMU68M05AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,BOSCH,SBV69T00AU,Germany,245,4.03,4,12.8,15,Type,Built-in,Program Name,Normal 45,Program Time,145,Standby Power Usage,0.592
Dish Washer,BAUMATIC,BKD14IN,China,379,2.17,2,15.7,12,Type,Built-in,Program Name,normal,Program Time,136,Standby Power Usage,0.03
Dish Washer,AEG,F88080IM,Germany,231,3.56169,3.5,18,12,Type,Built-in,Program Name,Normal 50 C,Program Time,100,Standby Power Usage,0.806
Dish Washer,MIELE,G1173Vi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1173SCVi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SCi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SCu,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023u,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,OMEGA,OFI602XXA,China,379,2.1735,2,15.8,12,Type,Built-in,Program Name,Normal ,Program Time,137,Standby Power Usage,0.03
Dish Washer,OMEGA,OFI602A,China,379,2.1735,2,15.8,12,Type,Built-in,Program Name,Normal ,Program Time,137,Standby Power Usage,0.03
Dish Washer,LUMINA,MDW0380,China,319,2.65,2.5,15.7,12,Type,Freestanding,Program Name,normal,Program Time,124,Standby Power Usage,1.47
Dish Washer,ARISTON,LV 460,Italy,343,1.3166,1,15.8,8,Type,Built-in,Program Name,Eco Wash,Program Time,154,Standby Power Usage,0
Dish Washer,AEG,F60860,Germany,231,3.56169,3.5,18,12,Type,Built-in,Program Name,ENERGYSAVING,Program Time,100,Standby Power Usage,0.806
Dish Washer,AEG,F86070VI,Germany,231,3.56169,3.5,18,12,Type,Built-in,Program Name,ENERGYSAVING,Program Time,100,Standby Power Usage,0.806
Dish Washer,AEG,F86070IM,Germany,231,3.56169,3.5,18,12,Type,Built-in,Program Name,ENERGYSAVING,Program Time,100,Standby Power Usage,0.806
Dish Washer,AEG,F86080UM,Germany,231,3.56169,3.5,18,12,Type,Built-in,Program Name,ENERGYSAVING,Program Time,100,Standby Power Usage,0.806
Dish Washer,MIELE,G1022SC   &   G1022SCU  &   G1022SCi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1022 & G1022U  & G1022i,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1182Vi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1182SCVi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142i,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142U,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SCi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SCU,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,FRATELLI ONOFRI,DB012540,Poland,235,3.513555162,3.5,13.9,12,Type,Built-in,Program Name,ECO 40 deg C,Program Time,62.4,Standby Power Usage,0.77
Dish Washer,BRANDT,ElcoBrandt ACAV43,France,212,4.0267,4,15.1,13,Type,Freestanding,Program Name,Normal,Program Time,97.72,Standby Power Usage,0
Dish Washer,ASKO,Professional,Sweden,426,2.28,2,10.9,14,Type,Built-in,Program Name,Normal Eco 55c,Program Time,140,Standby Power Usage,0.1
Dish Washer,INDESIT,IDL 40,Italy,353,1.5742,1.5,15.5,9,Type,Freestanding,Program Name,Normal,Program Time,155.006,Standby Power Usage,0.084
Dish Washer,NOUVEAU,NVDB12SS,China,319,2.65,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,NOUVEAU,NVDB12WH,China,319,2.65,2.5,15.7,12,Type,Freestanding,Program Name,Normal ,Program Time,124,Standby Power Usage,1.47
Dish Washer,TEKA,LP7 640X,China,311,2.7279,2.5,12,12,Type,Built-in,Program Name,Normal,Program Time,115,Standby Power Usage,0
Dish Washer,ASKO,D3110,Sweden,363,2.73,2.5,13.93,14,Type,Built-in,Program Name,Normal Wash ECO (50c) ECO dry last rinse 60c,Program Time,94,Standby Power Usage,0.1
Dish Washer,ASKO,Professional,Sweden,363,2.73,2.5,13.93,14,Type,Built-in,Program Name,Normal Wash ECO (50c) ECO dry last rinse 60c,Program Time,94,Standby Power Usage,0.1
Dish Washer,ASKO,D3230,Sweden,363,2.73,2.5,13.93,14,Type,Built-in,Program Name,Normal Wash ECO (50c) ECO dry last rinse 60c,Program Time,94,Standby Power Usage,0.1
Dish Washer,ASKO,D3111,Sweden,363,2.73,2.5,13.93,14,Type,Built-in,Program Name,Normal Wash ECO (50c) ECO dry last rinse 60c,Program Time,94,Standby Power Usage,0.1
Dish Washer,EUROTAG,W60A1A401A,China,274,3.09,3,13.8,12,Type,Freestanding,Program Name,Normal,Program Time,117,Standby Power Usage,0.06
Dish Washer,FISHER & PAYKEL,DW60 DO X,Turkey,332,3,3,11.07,14,Type,Built-in,Program Name,Auto,Program Time,153,Standby Power Usage,0.056
Dish Washer,CANDY,TRIO 503/1,Italy,339,0.54289,1,11.4,6,Type,Freestanding,Program Name,Normal 65 oC,Program Time,79,Standby Power Usage,0
Dish Washer,IKEA,DWL 80W,Poland,250,3.340076748,3,13.7,12,Type,Built-in,Program Name,Eco 40 deg C,Program Time,60.19,Standby Power Usage,0.95
Dish Washer,MIELE,G1023i,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1173Vi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1173SCVi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SCi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SCu,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1143SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023u,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1023SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,Quanta Appliances,QADWSTM-001,China,274,3.083071903,3,13.793,12,Type,Freestanding,Program Name,Normal,Program Time,117.08,Standby Power Usage,0.057662
Dish Washer,FRANKE,TR60ECX,,366,2.2714,2,18.1,12,Type,Built-in,Program Name, No 3 & Eco,Program Time,76,Standby Power Usage,0.03
Dish Washer,DE DIETRICH,DVH744XA1,France,209,4.0667,4,11.7,13,Type,Freestanding,Program Name,Normal Eco,Program Time,100,Standby Power Usage,0.96
Dish Washer,Milano,537.23.000,China,311,2.727945175,2.5,12,12,Type,Freestanding,Program Name,NORMAL,Program Time,114,Standby Power Usage,0
Dish Washer,CONIA,CDWBT1005W,China,270,0.044,1,8.5,4,Type,Freestanding,Program Name,Normal ,Program Time,75,Standby Power Usage,0.2936
Dish Washer,MIELE,G2872SCVi,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2832SC,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2832SCU,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2832SCi,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2732SC,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2732SCU,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2732SCi,Germany,367,2.7,2.5,16.1,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,2.55
Dish Washer,MIELE,G2283SCVi,Germany,338,2.93,2.5,16.45,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,0.25
Dish Washer,MIELE,G2243SCi,Germany,338,2.93,2.5,16.45,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,0.25
Dish Washer,MIELE,G2243SCU,Germany,338,2.93,2.5,16.45,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,0.25
Dish Washer,MIELE,G2243SC,Germany,338,2.93,2.5,16.45,14,Type,Built-in,Program Name,Normal,Program Time,165,Standby Power Usage,0.25
Dish Washer,MIELE,G1283Vi,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1283SCVi,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243i,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243U,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243SCi,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243SCU,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1243SC,Germany,269,3.13,3,12.13,12,Type,Built-in,Program Name,Normal,Program Time,155,Standby Power Usage,0.3
Dish Washer,MIELE,G1182Vi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1182SCVi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142i,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142U,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SCi,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SCU,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,MIELE,G1142SC,Germany,277,3.05,3,14.1,12,Type,Built-in,Program Name,Normal,Program Time,130,Standby Power Usage,0.29
Dish Washer,SMEG,ST8605,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,PL8605TD,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,PL8605,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,SA8605TD,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,SA8605,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,ST693-1,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,SMEG,ST663-1,Italy,275,3.505,3.5,16.9,14,Type,Built-in,Program Name,Normal ECO,Program Time,123,Standby Power Usage,0.072
Dish Washer,Haier,HDW300**,China,382,2.1514,2,12.83,12,Type,Freestanding,Program Name,NORMAL WASH,Program Time,116,Standby Power Usage,2.12
Dish Washer,ELECTROLUX,ESL9163,,569,1.03,1,18.81,12,Type,Built-in,Program Name,Normal Eco,Program Time,129,Standby Power Usage,0.089
Dish Washer,MIELE,G1140SCU,Germany,270,3.12,3,19.8,12,Type,Freestanding,Program Name,Universal,Program Time,137,Standby Power Usage,0
Dish Washer,MIELE,G1140SC,Germany,270,3.12,3,19.8,12,Type,Freestanding,Program Name,Universal,Program Time,137,Standby Power Usage,0
Dish Washer,SMEG,SNZ414IS,Italy,336,3.25,3,12,10,Type,Freestanding,Program Name,Normal Eco,Program Time,67,Standby Power Usage,0.173
Dish Washer,SMEG,SNZ414,Italy,336,3.25,3,12,10,Type,Freestanding,Program Name,Normal Eco,Program Time,67,Standby Power Usage,0.173
Dish Washer,ELECTROLUX/GALLERY,ESL4143,,305,1.98,1.5,12.36,9,Type,Built-in,Program Name,Normal Eco,Program Time,172,Standby Power Usage,0.089
Dish Washer,ELECTROLUX/GALLERY,ESL6143,,206,3.9,3.5,16.25,12,Type,Built-in,Program Name,Normal Eco,Program Time,89,Standby Power Usage,0.089
Dish Washer,BRANDT,VH825JZ1,France,293,3.1195,3,13.4,13,Type,Freestanding,Program Name,Normal Eco,Program Time,120,Standby Power Usage,0.765
Dish Washer,ARISTON,LV 620,Italy,429,1.826,1.5,20.7,12,Type,Freestanding,Program Name,Eco,Program Time,139,Standby Power Usage,0
Dish Washer,THOR,WP5G,China,306,0,1,12,4,Type,On Bench,Program Name,Normal  60 degrees,Program Time,70,Standby Power Usage,0
Dish Washer,THOR,WP5D,China,306,0,1,12,4,Type,On Bench,Program Name,Normal  60 degrees,Program Time,70,Standby Power Usage,0
Dish Washer,MEZZO,MDW012,China,319,2.657,2.5,15.7,12,Type,Freestanding,Program Name,"Normal 2, cold at 20 and hot at 60 degree celsius",Program Time,124,Standby Power Usage,1.64
Dish Washer,LG,LD-1204M1,"""Korea, Republic of""",259,3.2409,3,15.2,12,Type,Freestanding,Program Name,ECO 50,Program Time,111,Standby Power Usage,1.1
Dish Washer,LG,LD-1204W1,"""Korea, Republic of""",259,3.2409,3,15.2,12,Type,Freestanding,Program Name,ECO 50,Program Time,111,Standby Power Usage,1.1
Dish Washer,TECHNIKA,TDW9SS,China,367,2.26374,2,11.5,12,Type,Freestanding,Program Name,NORMAL ,Program Time,116,Standby Power Usage,2.1
Dish Washer,EUROMAID,DW12S,China,387,2.114973099,2,14.6,12,Type,Freestanding,Program Name,Normal and Economy,Program Time,128,Standby Power Usage,0
Dish Washer,BLANCO,BFD4W,Turkey,406,2.4128,2,16,14,Type,Freestanding,Program Name,Eco 50å¡ (program 3),Program Time,140,Standby Power Usage,0.05
Dish Washer,BLANCO,BFD4X,Turkey,406,2.4128,2,16,14,Type,Freestanding,Program Name,Eco 50å¡ (program 3),Program Time,140,Standby Power Usage,0.05
Dish Washer,MIELE,G611SC Plus-3,Germany,247,2.57,2.5,16.92,9,Type,Freestanding,Program Name,UNIVERSAL,Program Time,112,Standby Power Usage,0.09
Dish Washer,MIELE,G1220i,Germany,274,3.09,3,15,12,Type,Freestanding,Program Name,UNIVERSAL,Program Time,130,Standby Power Usage,0.2
Dish Washer,MIELE,G1220SCU,Germany,274,3.09,3,15,12,Type,Freestanding,Program Name,UNIVERSAL,Program Time,130,Standby Power Usage,0.2
Dish Washer,MIELE,G1220SC,Germany,274,3.09,3,15,12,Type,Freestanding,Program Name,UNIVERSAL,Program Time,130,Standby Power Usage,0.2
Dish Washer,MIELE,G1220,Germany,274,3.09,3,15,12,Type,Freestanding,Program Name,UNIVERSAL,Program Time,130,Standby Power Usage,0.2
Dish Washer,MIELE,G1140SCU,Germany,277,3.05,3,19.8,12,Type,Freestanding,Program Name,Universal,Program Time,137,Standby Power Usage,0.27
Dish Washer,MIELE,G1140SC,Germany,277,3.05,3,19.8,12,Type,Freestanding,Program Name,Universal,Program Time,137,Standby Power Usage,0.27
Dish Washer,DELONGHI,ST9AU,Italy,437,1.7743,1.5,14.8,12,Type,Built-in,Program Name,"P3, Normal 60 å¡C",Program Time,146.3,Standby Power Usage,0.06
Dish Washer,ARISTON,LL42,Italy,353,1.5742,1.5,15.5,9,Type,Freestanding,Program Name,Normal,Program Time,155.006,Standby Power Usage,0.084
Dish Washer,ARISTON,LL43S,Italy,353,1.5742,1.5,15.5,9,Type,Freestanding,Program Name,Normal,Program Time,155.006,Standby Power Usage,0.084
Dish Washer,FISHER & PAYKEL,DD60*7,Mexico,134,3.577336523,3.5,6.65,7,Type,Built-in,Program Name,Normal Eco,Program Time,179,Standby Power Usage,0.8136
Dish Washer,BAUMATIC,BKD65W,China,319,2.65,2.5,15.6,12,Type,Freestanding,Program Name,NORMAL ,Program Time,124,Standby Power Usage,1.47
Dish Washer,BAUMATIC,BKD65SS,China,319,2.65,2.5,15.6,12,Type,Freestanding,Program Name,NORMAL ,Program Time,124,Standby Power Usage,1.47
Dish Washer,TEKA,LP 800 S,China,382,2.15,2,11.5,12,Type,Freestanding,Program Name,Normal,Program Time,93,Standby Power Usage,2.12
Dish Washer,TEKA,DW6 55 FI,China,382,2.15,2,11.5,12,Type,Freestanding,Program Name,Normal,Program Time,93,Standby Power Usage,2.12
Dish Washer,EURO,ED14GS,China,377,2.628,2.5,16.1,14,Type,Freestanding,Program Name,Normal,Program Time,124,Standby Power Usage,1.72
Dish Washer,GAGGENAU,DI461-131,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,GAGGENAU,DI460-131,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,GAGGENAU,DF461-161,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,GAGGENAU,DF460-161,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,GAGGENAU,DF241-161,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,GAGGENAU,DF240-161,Germany,437,1.7743,1.5,15.2,12,Type,Built-in,Program Name,Eco 50 C,Program Time,155,Standby Power Usage,0.05
Dish Washer,CONCEPT,CDL06X,China,340,2.47799012,2,18.63,12,Type,Built-in,Program Name,Normal,Program Time,112,Standby Power Usage,0.1
Dish Washer,CONCEPT,CDL06W,China,340,2.47799012,2,18.63,12,Type,Built-in,Program Name,Normal,Program Time,112,Standby Power Usage,0.1
Dish Washer,ANDI,ADI60X,China,340,2.47799012,2,18.63,12,Type,Built-in,Program Name,Normal,Program Time,112,Standby Power Usage,0.1
Dish Washer,ANDI,ADF60X,China,340,2.47799012,2,18.63,12,Type,Built-in,Program Name,Normal,Program Time,112,Standby Power Usage,0.1
Dish Washer,ANDI,ADF60W,China,340,2.47799012,2,18.63,12,Type,Built-in,Program Name,Normal,Program Time,112,Standby Power Usage,0.1
Dish Washer,Hafele,539.20.020,China,264,3.619497818,3.5,13,14,Type,Freestanding,Program Name,NORMAL,Program Time,162,Standby Power Usage,0.21
Dish Washer,V-ZUG,259,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,261,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,239,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,229,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,233,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,228,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,170,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,V-ZUG,168,Switzerland,209,4.066702988,4,11.4,13,Type,Built-in,Program Name,Economy,Program Time,125.65,Standby Power Usage,0
Dish Washer,HELLER,HDWE12SS,China,336,2.5112,2.5,15.573,12,Type,Freestanding,Program Name,Economic,Program Time,130,Standby Power Usage,0.2935
Dish Washer,HELLER,HDWE12,China,336,2.5112,2.5,15.573,12,Type,Freestanding,Program Name,Economic,Program Time,130,Standby Power Usage,0.2935
Dish Washer,LG,LD-14AT3,"""Korea, Republic of""",265,3.608897906,3.5,18,14,Type,Freestanding,Program Name,Economy with rinse+ option,Program Time,97,Standby Power Usage,1.1
Dish Washer,LG,LD-14AW3,"""Korea, Republic of""",265,3.608897906,3.5,18,14,Type,Freestanding,Program Name,Economy with rinse+ option,Program Time,97,Standby Power Usage,1.1
Dish Washer,ELBA,DW60CRX2EL,China,333,2.54,2.5,11.6,12,Type,Built-in,Program Name,Normal,Program Time,111,Standby Power Usage,0.592
Dish Washer,ELBA,DW60CRW2 EL,China,333,2.54,2.5,11.6,12,Type,Built-in,Program Name,Normal,Program Time,111,Standby Power Usage,0.592
Dish Washer,EUROMAID,DW11S,China,382,2.1514,2,11.5,12,Type,Freestanding,Program Name,Normal,Program Time,93,Standby Power Usage,2.12
Dish Washer,Gaggenau,DI461-132,Germany,410,2.177523725,2,10.4,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,135,Standby Power Usage,3.997
Dish Washer,Gaggenau,DF461-162,Germany,410,2.177523725,2,10.4,13,Type,Built-in,Program Name,Eco 50 degC,Program Time,135,Standby Power Usage,3.997
Dish Washer,WESTINGHOUSE,SB926SK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,WESTINGHOUSE,SB926WK,Italy,332,2.74,2.5,15.89,12,Type,Built-in,Program Name,Norm / Eco,Program Time,109,Standby Power Usage,0.089
Dish Washer,LG,LD-1415M,"""Korea, Republic of""",271,3.54612648,3.5,20,14,Type,Freestanding,Program Name,"Eco 50 , Triple Spray -Strong",Program Time,110,Standby Power Usage,1.2
Dish Washer,LG,LD-1416T,"""Korea, Republic of""",271,3.54612648,3.5,20,14,Type,Freestanding,Program Name,"Eco 50 , Triple Spray -Strong",Program Time,110,Standby Power Usage,1.2
Dish Washer,NEFF,S52M63X0EU,Germany,403,2.2258,2,12.2,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.08
Dish Washer,NEFF,S41M53N0EU,Germany,403,2.2258,2,12.2,13,Type,Built-in,Program Name,Eco 50 C,Program Time,140,Standby Power Usage,0.08
Dish Washer,AEG,F40760,Italy,233,3.54,3.5,15.9,12,Type,Built-in,Program Name,ECO 50 C,Program Time,99,Standby Power Usage,0.087
Dish Washer,AEG,F40860M,Italy,233,3.54,3.5,15.9,12,Type,Built-in,Program Name,ECO 50 C,Program Time,99,Standby Power Usage,0.087
Dish Washer,AEG,F44080IM,Italy,233,3.54,3.5,15.9,12,Type,Built-in,Program Name,ECO 50 C,Program Time,99,Standby Power Usage,0.087
Dish Washer,AEG,F60850VIM,Italy,233,3.54,3.5,15.9,12,Type,Built-in,Program Name,ECO 50 C,Program Time,99,Standby Power Usage,0.087
Dish Washer,SMEG,SA8200,Italy,256,3.2736,3,16.9,12,Type,Freestanding,Program Name,Normal ECO,Program Time,117,Standby Power Usage,0
Dish Washer,SMEG,PL823,Italy,256,3.2736,3,16.9,12,Type,Freestanding,Program Name,Normal ECO,Program Time,117,Standby Power Usage,0
Dish Washer,SMEG,SA823,Italy,256,3.2736,3,16.9,12,Type,Freestanding,Program Name,Normal ECO,Program Time,117,Standby Power Usage,0
Dish Washer,FISHER & PAYKEL,DS605 ZW,New Zealand,127,3.33,3,7.37,6,Type,Built-in,Program Name,Normal Eco,Program Time,128,Standby Power Usage,0.81
Dish Washer,FISHER & PAYKEL,DS605 I,New Zealand,127,3.33,3,7.37,6,Type,Built-in,Program Name,Normal Eco,Program Time,128,Standby Power Usage,0.81
Dish Washer,FISHER & PAYKEL,DS605 SS,New Zealand,127,3.33,3,7.37,6,Type,Built-in,Program Name,Normal Eco,Program Time,128,Standby Power Usage,0.81
Dish Washer,FISHER & PAYKEL,DS605 SM FD,New Zealand,127,3.33,3,7.37,6,Type,Built-in,Program Name,Normal Eco,Program Time,128,Standby Power Usage,0.81
Dish Washer,MIDEA,WQP12-9348,China,379,2.17,2,15.8,12,Type,Built-in,Program Name,Normal,Program Time,137,Standby Power Usage,0.03
