Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,,,
Refridgerator,OMEGA,OFS16XA,"""Korea, Republic of""",760,1.587416617,1.5,604,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,OMEGA,OFS6XA,"""Korea, Republic of""",650,2.249202684,2,618,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E402B,New Zealand,528,2.0692,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,H215,New Zealand,341,2.6543,2.5,215,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,FISHER & PAYKEL,E442BLE3,Thailand,525,2.278414505,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442BRE3,Thailand,525,2.278414505,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442BLX3,Thailand,525,2.278414505,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442BRX3,Thailand,525,2.278414505,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442BRXFD3,Thailand,525,2.278414505,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRT3,Thailand,480,2.570040483,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLT3,Thailand,480,2.570040483,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRE3,Thailand,480,2.570040483,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRX3,Thailand,480,2.570040483,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLX3,Thailand,480,2.570040483,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442BRXFDU3,Thailand,542,2.156486292,2,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E406BRE3,Thailand,520,2.157019947,2,404,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,FISHER & PAYKEL,E406BLE3,Thailand,520,2.157019947,2,404,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,FISHER & PAYKEL,E372BLT3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E372BRT3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E372BLX3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E372BRX3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E372BLE3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E372BRE3,Thailand,455,2.508369865,2.5,373,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E413TLE,Thailand,460,2.5849,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E413TRE,Thailand,460,2.5849,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E413TLT,Thailand,460,2.5849,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E413TRT,Thailand,460,2.5849,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,RF610ADUM,Thailand,663,2.0587,2,614,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,RF610ADUX,Thailand,663,2.0587,2,614,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLM,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRM,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLX,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRX,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLE,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRE,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TLT,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E440TRT,Thailand,488,2.5068,2.5,447,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BRMU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BLXU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BRXU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BRMFDU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BLXFDU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E522BRXFDU,Thailand,638,1.8645,1.5,519,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Changhong,CHRF420,China,505,2.232033932,2,400,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FTM419A01W,China,505,2.232033932,2,400,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FTM418A01S,China,505,2.232033932,2,400,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FCF300R02W,China,339,3.3058333,3,300,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FSR269R02W,China,325,1.401883065,1,248.4,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Changhong,FSF209R02W,China,274,3.212199774,3,184.2,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,telmann,HS-390CN,China,400,2.6728,2.5,300,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FSF198R02W,China,289,3.016097713,3,185,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FTM320A01W,China,435,2.191670388,2,300,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FSR121R02B,China,238,1.87655852,1.5,116.7,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",,FALSE
Refridgerator,Changhong,FSR120R02W,China,238,1.87655852,1.5,116.7,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",,FALSE
Refridgerator,Changhong,CHF208R,China,260,3.4386,3,186.7,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Changhong,CHF208,China,260,3.4386,3,186.7,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FTM240A01W,China,375,2.325248214,2,226.4,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ONIX,HS-195CN,China,280,2.7724,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FTM419A01W,China,505,2.27467355,2,407.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FTM418A01S,China,505,2.27467355,2,407.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Changhong,FCF200R02W,China,281,3.263213973,3,200,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Changhong,FCF150R02W,China,234,3.459106644,3,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,ONIX,TF-10Q,China,240,2.3909,2,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,TEMPO,TR-15Q,China,250,1.6817,1.5,117.1,Designation,Cooled appliance,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,TEMPO,TF-10Q,China,240,2.3909,2,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,telmann,TCS-14Q,China,305,2.4452,2,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,GVA,GVATCS14Q,China,305,2.4452,2,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Stirling,TR-15Q,China,250,1.6817,1.5,117.1,Designation,Cooled appliance,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,telmann,HD-496FW,China,456,2.6217,2.5,410,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ONIX,TR-15Q,China,250,1.6817,1.5,117.1,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,TCL,TR-115Q,China,250,1.6817,1.5,117.1,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,Coldstream,CSBF116,China,295,1.0365,1,116,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",,FALSE
Refridgerator,Coldstream,BD-300,China,368,3.0478,3,308.8,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,telmann,HS-241FN,China,360,2.1539,2,185,Designation,Freezer,Configuration,Upright,Compartments,"Freezer,Ice making",,FALSE
Refridgerator,telmann,HS-319LN,China,330,1.3278,1,245,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Husky,HUS-50*,China,260,0.8336,1,42,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Scholtes,RT 190 AAI,Italy,281,1.6834,1.5,190,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Scholtes,RT 19 AAI,Italy,281,1.6834,1.5,190,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Coldstream,CSVF175,China,365,2.0246,2,175,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Coldstream,CS-180F,China,334,2.509953953,2.5,190,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Coldstream,CS282W,China,392,2.5063686,2.5,290.6,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Coldstream,CS1-29,China,351,1.0636,1,239,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Coldstream,CS1-10.2,China,300,1.5549,1.5,82,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,telmann,HS-111FN,China,263,2.1454,2,87,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,telmann,HS-195CN,China,280,2.7724,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,telmann,TF-10Q,China,240,2.3909,2,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,DAEWOO,FRS-U20I**,"""Korea, Republic of""",650,2.2492,2,618,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,PRIMA,PFR85N,China,260,2.0846,2,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LEMAIR,CF-150M,China,280,2.7724,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,LEMAIR,RS-245S,China,310,1.5483,1.5,241,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HR6BF101S,China,234,1.7957,1.5,101,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HR6BF101,China,234,1.7957,1.5,101,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HR6VF72,China,254,2.0061,2,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HISENSE,HR6VFF255S,China,431,2.0742,2,254.8,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HISENSE,HR6VFF255,China,431,2.0742,2,254.8,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HISENSE,HR6AF351S,China,346,1.5831,1.5,351,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HR6AF351,China,346,1.5831,1.5,351,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,HR6VF176,China,328,2.4436,2,176,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,BEKO,CN151120X,Turkey,515,2.679217354,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,CN151120,Turkey,515,2.679217354,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN151120X,Turkey,465,3.014997782,3,510,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN151120,Turkey,465,3.014997782,3,510,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,GNE 134620 X,Turkey,650,2.075522883,2,584,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Freezer",,TRUE
Refridgerator,BEKO,DN 133020 X,Turkey,469,2.0426276,2,323,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN 133020,Turkey,469,2.0426276,2,323,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MIELE,KFN 14842 SD ed,Austria,352,3.7884,3.5,458,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,SS 137020 X,Turkey,233,3.036168039,3,335,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,BEKO,SS 137020,Turkey,233,3.036168039,3,335,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,BEKO,TSE 1283 X,Turkey,232,2.00134282,2,119,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Short term frozen food",,FALSE
Refridgerator,BEKO,TSE 1283,Turkey,232,2.00134282,2,119,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Short term frozen food",,FALSE
Refridgerator,BEKO,HSA 32520,Romania,350,3.247522144,3,310,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,TRUE
Refridgerator,BEKO,HSA 20520,Romania,277,3.17835823,3,185,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,BEKO,FN 126420 X,Turkey,393,2.501776767,2.5,265,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,BEKO,FN 126420,Turkey,393,2.501776767,2.5,265,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,BEKO,GNE V322 X,Turkey,592,2.543214157,2.5,604,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,BEKO,GNE V032 X,Turkey,596,2.546048014,2.5,614,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,GNE V032 W,Turkey,596,2.546048014,2.5,614,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DNE 25020 S,Turkey,414,2.042250088,2,253,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DNE 25020,Turkey,414,2.042250088,2,253,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN 143120 X,Turkey,411,3.047858127,3,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN 143120,Turkey,411,3.047858127,3,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,GNEV039PX,Turkey,596,2.546048014,2.5,614,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,DN143129,Turkey,411,3.047858127,3,415,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BEKO,GNE 60520 DX,Turkey,667,2.043280477,2,610,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,MIELE,F 9552 i,Germany,271,3.2908,3,188,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MIELE,FN 12827 S edt,Germany,310,3.6737,3.5,304,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MIELE,FN 12827 S,Germany,310,3.6737,3.5,304,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MIELE,KFN 14827 SDE ed,Germany,358,3.2603,3,321,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MIELE,K 14827 SD ed,Germany,252,3.0203,3,403,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",,FALSE
Refridgerator,MIELE,FN 9752 i,Germany,329,3.0564,3,248,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MIELE,KFN 9755 iDE,Germany,465,1.8051,1.5,278,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,PRIMA,PBD155,China,296,2.6158,2.5,155,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HOMEMAKER,HMBF112BWW,China,295,1.0322,1,116,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR365TSS,Thailand,450,2.5065,2.5,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR365MIS,Thailand,450,2.5065,2.5,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR364MW,Thailand,450,2.5065,2.5,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS813HDGT,"""Korea, Republic of""",710,2.5059,2.5,813,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRL321MIS,China,460,2.2132,2,324,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR390TSS,Thailand,460,2.5334,2.5,390,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRL208MW,China,338,2.5887,2.5,208,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRP332EW,"""Korea, Republic of""",267,2.5074,2.5,333,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SFP285EW,"""Korea, Republic of""",398,2.5995,2.5,286,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Ariston,UP 350 F I (FE),China,431,2.074208539,2,254.8,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Ariston,SD 350 I (FE),China,310,2.003467921,2,351,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR371IS,Thailand,452,2.5247,2.5,371,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR396IS,Thailand,472,2.4685,2,396,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR294IS,Thailand,404,2.4624,2,296,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR366NTS,Thailand,452,2.5247,2.5,371,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR295NP,Thailand,404,2.4624,2,296,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR296NW,Thailand,404,2.4624,2,296,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRF536DSIS,"""Korea, Republic of""",620,2.0821,2,536,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIMMONS,SMS20,China,340,2.560929203,2.5,203,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TECO,TCF200WMCDBC,China,340,2.560929203,2.5,203,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TECO,TCF150WMCDBC,China,305,2.445233706,2,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR227MW,"""Korea, Republic of""",280,3.405799694,3,228,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Panasonic,NR-BY552XWAU,Thailand,463,3.18558997,3,551,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Panasonic,NR-BY552XSAU,Thailand,463,3.18558997,3,551,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,HOMEMAKER,HMBF115BS,China,270,1.3746,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,PROSSIMO,539.10.800,China,280,2.7724,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,PROSSIMO,539.10.810,China,310,2.8874,2.5,200,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Panasonic,NR-BW465XSAU,Thailand,422,3.131094176,3,453,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,PRIMA,PBF115,China,270,1.3746,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,HOMEMAKER,HMBD155,China,295,2.5841,2.5,151,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TCL,TF-10Q,China,240,2.3909,2,81,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR328NW,Thailand,400,2.6987,2.5,328,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRL538NW,"""Korea, Republic of""",554,2.5185,2.5,539,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRL539NP,"""Korea, Republic of""",554,2.5185,2.5,539,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,PRIMA,PWS-103R,China,262,1.510240696,1.5,117.1,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
