ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class
AS/NZS 2040.2:2000 (Legacy),BENDIX,6.5,,287,N/A,77.0,,Dual,Italy,,,,,11.0,,Front,Drum,W1063B,AS/NZS 2040.1:2005/Amdt 3:2010,3.53,3.5,,,"Program 3, 40C, Intensive",,,4581,Expired,94.0,88.0,Drum,0.69,,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),BENDIX,5,,265,N/A,71.0,,Cold,Italy,,,,,0.0,,Top,Drum,TL843X,AS/NZS 2040.1:2005/Amdt 3:2010,3.12,3.0,,,"Program 3, 40C, 800 spin",,,4578,Expired,110.0,71.0,Drum,0.7,,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),BENDIX,6,,337,N/A,112.0,,Dual,Italy,,595.0,,850.0,1.0,,Front,Drum,B1053X,AS/NZS 2040.1:2005/Amdt 3:2010,3.06,3.0,,,"Program 4, 40C",,,4709,Expired,107.0,114.0,Drum,0.65,600.0,2006-12-16,,
AS/NZS 2040.2:2000 (Legacy),KLEENMAID ST GEORGE,5,,268,D-Warm Wash 40*C normal wash,63.0,,Dual,Slovenia,,570.0,,825.0,10.0,,Front,Drum,KFL805,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,,,D-Warm Wash 40*C normal wash,"Australia,New Zealand",,4524,Expired,80.0,73.0,Drum,0.76,598.0,2005-09-05,,
AS/NZS 2040.2:2000 (Legacy),KLEENMAID ST GEORGE,5,,268,D-Warm Wash 40*C normal wash,63.0,,Dual,Slovenia,,570.0,,825.0,10.0,,Front,Drum,KFL800N,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,,,D-Warm Wash 40*C normal wash,"Australia,New Zealand",,4524,Expired,80.0,73.0,Drum,0.76,598.0,2005-09-05,,
AS/NZS 2040.2:2000 (Legacy),KLEENMAID ST GEORGE,5,,268,D-Warm Wash 40*C normal wash,63.0,,Dual,Slovenia,,570.0,,825.0,10.0,,Front,Drum,KFL806,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,,,D-Warm Wash 40*C normal wash,"Australia,New Zealand",,4524,Expired,80.0,73.0,Drum,0.76,598.0,2005-09-05,,
AS/NZS 2040.2:2000 (Legacy),KLEENMAID ST GEORGE,5,,268,,63.0,,Dual,Slovenia,,,,,11.0,,Front,Drum,KFL800N,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,,,Program D - Warm Wash,,,4711,Expired,80.0,74.0,Drum,0.8,,2007-01-16,,
AS/NZS 2040.2:2000 (Legacy),KLEENMAID ST GEORGE,5,,268,,63.0,,Dual,Slovenia,,,,,11.0,,Front,Drum,KFL805,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,,,Program D - Warm Wash,,,4711,Expired,80.0,74.0,Drum,0.8,,2007-01-16,,
AS/NZS 2040.2:2000 (Legacy),THOR,6,,289,N/A,80.0,True,Dual,Italy,,,,,12.0,,Front,Drum,TWM806,AS/NZS 2040.1:2005/Amdt 3:2010,3.26,3.0,,,"Program 3,40C",,,4568,Expired,82.0,91.0,Drum,0.75,,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),THOR,6,,289,N/A,80.0,True,Dual,Italy,,,,,12.0,,Front,Drum,TWD1055,AS/NZS 2040.1:2005/Amdt 3:2010,3.26,3.0,,,"Program 3,40C",,,4568,Expired,82.0,91.0,Drum,0.75,,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),THOR,5,,229,N/A,62.0,,Dual,Italy,,,,,8.0,,Front,Drum,TWM805,AS/NZS 2040.1:2005/Amdt 3:2010,3.32,3.0,,,"4, Normal Wash 40C",,,4576,Expired,80.0,70.0,Drum,0.78,,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,8,108,690,"MAXI, ECO",75.0,,Dual,Australia,,,Non Drum,,33.0,,Top,Agitator,22S816K,AS/NZS 2040.1:2005/Amdt 3:2010,2.043,2.0,,,"MAXI , ECO","Australia,New Zealand",,12507,Expired,58.0,108.0,Non-Drum,0.64,,2008-05-25,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,365,,62.0,,Dual,Germany,,,,,9.0,,Front,Drum,W1030,AS/NZS 2040.1:2005/Amdt 3:2010,2.71,2.5,,,Cottons Main 50*,,,4514,Expired,119.0,72.0,Drum,0.77,,2005-08-29,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,5.5,71,321,60 C Cotton,62.1,,Dual,Italy,,,,,8.1,,Front,Drum,45S551D,AS/NZS 2040.1:2005/Amdt 3:2010,3.033,3.0,,,60 C Cotton,"Australia,New Zealand",,10816,Expired,127.0,70.1,Drum,0.61,,2007-10-15,,
AS/NZS 2040.2:2000 (Legacy),AEG,6.5,,219,,60.0,,Dual,Germany,,600.0,,850.0,0.0,,Front,Drum,76730,AS/NZS 2040.1:2005/Amdt 3:2010,4.29,4.0,,,Cotton 40*C,,,4660,Expired,131.0,61.0,Drum,0.57,600.0,2006-05-27,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,168,Cottons 40*C,64.13,,Cold,Germany,,603.0,,850.0,0.5,,Front,Drum,W1450,AS/NZS 2040.1:2005/Amdt 3:2010,4.63475,4.5,,,Cottons 40*C,"Australia,New Zealand",,12695,Expired,116.0,64.63,Drum,0.579,598.0,2008-06-12,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,253,,57.0,,Cold,Germany,,,,,0.0,,Front,Drum,74620,AS/NZS 2040.1:2005/Amdt 3:2010,3.79,3.5,,,Cottons 40*,,,4517,Expired,120.0,58.0,Drum,0.58,,2005-08-29,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,180,Main Wash 35*C,71.0,,Dual,Germany,,600.0,,850.0,0.0,,Front,Drum,W1230,AS/NZS 2040.1:2005/Amdt 3:2010,4.43,4.0,,,Main Wash 35*C,,,4669,Expired,124.0,72.0,Drum,0.61,600.0,2006-07-12,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,335,,58.0,,Dual,Germany,,,,,8.0,,Front,Drum,62310,AS/NZS 2040.1:2005/Amdt 3:2010,3.08,3.0,,,Cottons Main 50*,,,4515,Expired,113.0,67.0,Drum,0.64,,2005-08-29,,
AS/NZS 2040.2:2000 (Legacy),AEG,7,,257,Cottons 40*,74.9,,Cold,Germany,,640.0,,850.0,0.5,,Front,Drum,L76760,AS/NZS 2040.1:2005/Amdt 3:2010,4.162,4.0,,,Cottons 40*,"Australia,New Zealand",,14371,Expired,131.5,75.4,Drum,0.552,600.0,2009-01-18,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,169,,71.0,,Dual,Germany,,600.0,,850.0,0.0,,Front,Drum,W830,AS/NZS 2040.1:2005/Amdt 3:2010,4.33,4.0,,,Main Wash 35*C,,,4657,Expired,125.0,71.0,Drum,0.7,600.0,2006-05-27,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,7,,226,,83.4,,Cold,"""Korea, Republic of""",,,,,0.8,,Front,Drum,LF708C,AS/NZS 2040.1:2005/Amdt 3:2010,4.1116,4.0,,,Cotton 40°C spin 800rpm,"Australia,New Zealand",,10326,Expired,120.0,84.0,Drum,0.71,,2007-09-15,,
AS/NZS 2040.2:2000 (Legacy),AEG,6.5,,218,,62.0,,Dual,Germany,,600.0,,850.0,0.0,,Front,Drum,72630,AS/NZS 2040.1:2005/Amdt 3:2010,4.16,4.0,,,Cotton 40*C,,,4658,Expired,129.0,63.0,Drum,0.64,600.0,2006-05-27,,
AS/NZS 2040.2:2000 (Legacy),MEZZO,5,92,460,NORMAL COLD/COLD WASH LARGE WATER VOLUME,122.5,,Dual,China,,,,,21.2,,Top,Agitator,M5001T,AS/NZS 2040.1:2005/Amdt 3:2010,1.74,1.5,,,NORMAL WARM/COLD WASH LARGE WATER VOLUME,"Australia,New Zealand",,18580,Expired,86.0,144.7,Non-Drum,0.791,,2009-12-02,,
AS/NZS 2040.2:2000 (Legacy),DAEWOO,4.5,48,484,Fuzzy & Soak Cold ,118.0,,Dual,"""Korea, Republic of""",,,,,26.0,,Top,Impeller,DWF 450,AS/NZS 2040.1:2005/Amdt 3:2010,1.2976,1.0,,,Fuzzy & Soak Warm,"Australia,New Zealand",,18649,Expired,73.0,144.0,Non-Drum,0.857,,2009-12-16,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,206,,69.0,,Cold,Germany,,,,,0.0,,Front,Drum,W80,AS/NZS 2040.1:2005/Amdt 3:2010,3.87,3.5,,,Program 1 40*,,,4516,Expired,114.0,70.0,Drum,0.78,,2005-08-29,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,171,Cottons 40*C,60.26,,Cold,Germany,,603.0,,850.0,0.5,,Front,Drum,W1050,AS/NZS 2040.1:2005/Amdt 3:2010,4.45,4.0,,,Cottons 40*C,"Australia,New Zealand",,12918,Expired,112.0,60.76,Drum,0.646,600.0,2008-07-09,,
AS/NZS 2040.2:2000 (Legacy),DAEWOO,6.5,81,636,"Fuzzy, Cold",151.0,,Dual,"""Korea, Republic of""",,,,,33.0,,Top,Impeller,DWF 650,AS/NZS 2040.1:2005/Amdt 3:2010,1.5123,1.5,,,"Fuzzy, Warm","Australia,New Zealand",,18651,Expired,90.0,184.0,Non-Drum,0.879,,2009-12-21,,
AS/NZS 2040.2:2000 (Legacy),DAEWOO,7.5,83,786,"Fuzzy, Cold",186.0,,Dual,"""Korea, Republic of""",,,,,41.0,,Top,Impeller,DWF 750,AS/NZS 2040.1:2005/Amdt 3:2010,1.3723,1.0,,,"Fuzzy, Warm","Australia,New Zealand",,18652,Expired,93.0,227.0,Non-Drum,0.843,,2009-12-21,,
AS/NZS 2040.2:2000 (Legacy),HITACHI,6,60,709,Normal/Fuzzy Cold Wash,122.0,,Dual,"""Korea, Republic of""",,620.0,,928.0,38.0,,Top,Impeller,SF-6000PX,AS/NZS 2040.1:2005/Amdt 3:2010,1.09,1.0,,,Normal/Fuzzy Warm Wash,,,4562,Expired,55.0,161.0,Non-Drum,0.81,590.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,7.5,78,696,Heavy/Normal,152.0,,Dual,Australia,,,,,36.0,,Top,Agitator,22S750L,AS/NZS 2040.1:2005/Amdt 3:2010,1.81,1.5,,,Heavy/Normal,"Australia,New Zealand",,14345,Expired,61.0,188.0,Non-Drum,0.69,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),SAMSUNG,7,,297,"Cotton, 40 deg C.",52.0,,Cold,China,,,Drum,,0.5,,Front,Drum,J1045AV,AS/NZS 2040.1:2005/Amdt 3:2010,3.7175,3.5,,,-,"Australia,New Zealand",,19692,Expired,133.0,52.5,Drum,0.629,,2010-03-10,,
AS/NZS 2040.2:2000 (Legacy),HITACHI,6.5,61,734,Normal/Fuzzy Cold Wash,126.0,,Dual,"""Korea, Republic of""",,620.0,,928.0,40.0,,Top,Impeller,SF-6500PX,AS/NZS 2040.1:2005/Amdt 3:2010,1.2,1.0,,,Normal/Fuzzy Warm Wash,,,4559,Expired,55.0,166.0,Non-Drum,0.82,590.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),HITACHI,8,81,917,Normal/Fuzzy Cold Wash,140.0,,Dual,Japan,,677.0,,947.0,49.0,,Top,Agitator,SF-H800PX,AS/NZS 2040.1:2005/Amdt 3:2010,1.33,1.0,,,Normal/Fuzzy Warm Wash,,,4560,Expired,61.0,189.0,Non-Drum,0.6,625.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),HITACHI,3.5,81,429,"Normal Cold, 15 min Wash, 5 min Rinse, 5 min Spin",61.0,,Dual,Thailand,,425.0,,893.0,20.0,,Top,Impeller,PS-60AP,AS/NZS 2040.1:2005/Amdt 3:2010,1.22,1.0,,,"Normal, 15 min Wash, 5 min Rinse, 5 min Spin",,,4565,Expired,25.0,81.0,Non-Drum,0.5,712.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,262,,85.3,,Dual,China,,,Drum,,0.5,,Front,Drum,WD-8026C,AS/NZS 2040.1:2005/Amdt 3:2010,3.7286,3.5,,,Cottons 40 Intensive,"Australia,New Zealand",,18392,Expired,142.0,85.8,Drum,0.771,,2009-11-29,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,5.5,84,243,Cotton cold wash,55.9,,Cold,Italy,,,,,0.0,,Front,Drum,EW1055F,AS/NZS 2040.1:2005/Amdt 3:2010,3.634,3.5,,,60 C Cotton ,"Australia,New Zealand",,10812,Expired,136.0,55.9,Drum,0.63,,2007-10-15,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,6,133,327,,57.0,True,Dual,Italy,,,,,11.0,,Front,Drum,AL 128 D,AS/NZS 2040.1:2005/Amdt 3:2010,3.2,3.0,,,"No 2, 40 C",,,4725,Expired,122.0,68.0,Drum,0.6,,2007-04-16,,
AS/NZS 2040.2:2000 (Legacy),LG,6.5,58,729,ECOSAVE,44.9,,Dual,"""Korea, Republic of""",,606.0,,928.0,39.5,,Top,Impeller,WF-T655A,AS/NZS 2040.1:2005/Amdt 3:2010,1.25,1.0,,,ECOSAVE,"Australia,New Zealand",,15173,Expired,50.0,85.4,Non-Drum,0.757,590.0,2009-05-05,,
AS/NZS 2040.2:2000 (Legacy),Haier,8.5,,709,"Standard, Warm/Cold, Large",130.7,,Dual,China,,686.0,Non Drum,1115.0,35.2,,Top,Agitator,XQJ85-196,AS/NZS 2040.1:2005/Amdt 3:2010,2.0617,2.0,,,"Standard, Warm/Cold, Large","Australia,New Zealand",,15260,Expired,91.0,166.0,Non-Drum,0.71,686.0,2009-05-17,,
AS/NZS 2040.2:2000 (Legacy),LG,8.5,68,851,ECOSAVE,63.8,,Dual,"""Korea, Republic of""",,670.0,,1005.0,46.1,,Top,Impeller,WF-T855A,AS/NZS 2040.1:2005/Amdt 3:2010,1.63,1.5,,,ECOSAVE,"Australia,New Zealand",,15174,Expired,48.0,110.9,Non-Drum,0.677,632.0,2009-05-05,,
AS/NZS 2040.2:2000 (Legacy),LG,9.5,66,884,ECOSAVE,77.7,,Dual,"""Korea, Republic of""",,670.0,,1005.0,48.2,,Top,Impeller,WF-T955A,AS/NZS 2040.1:2005/Amdt 3:2010,1.61,1.5,,,ECOSAVE,"Australia,New Zealand",,15175,Expired,48.0,126.9,Non-Drum,0.905,632.0,2009-05-05,,
AS/NZS 2040.2:2000 (Legacy),LG,8,,256,,85.8,True,Dual,"""Korea, Republic of""",,677.0,Drum,990.0,0.5,,Front,Drum,WD-1480 RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.2493,4.0,,,Cotton 40 1400 rpm Spin,"Australia,New Zealand",,15196,Expired,144.0,86.0,Drum,0.65,686.0,2009-05-17,,
AS/NZS 2040.2:2000 (Legacy),MIELE,5.5,,200,NIL,47.9,,Cold,Germany,,600.0,Drum,850.0,0.5,,Front,Drum,W2888,AS/NZS 2040.1:2005/Amdt 3:2010,4.2739,4.0,,,COTTONS 40C INTENSIVE,"Australia,New Zealand",,15065,Expired,155.0,48.4,Drum,0.506,600.0,2009-03-31,,
AS/NZS 2040.2:2000 (Legacy),DEC,8.5,,709,"Standard, Warm/Cold, Large",130.7,,Dual,China,,686.0,Non Drum,1115.0,35.2,,Top,Agitator,D-85CWM,AS/NZS 2040.1:2005/Amdt 3:2010,2.0617,2.0,,,"Standard, Warm/Cold, Large","Australia,New Zealand",,15048,Expired,91.0,166.0,Non-Drum,0.71,686.0,2009-04-01,,
AS/NZS 2040.2:2000 (Legacy),MIELE,5.5,,203,NIL,49.0,,Cold,Germany,,600.0,Drum,850.0,1.0,,Front,Drum,W2653,AS/NZS 2040.1:2005/Amdt 3:2010,4.161,4.0,,,COTTONS 40C INTENSIVE,"Australia,New Zealand",,15064,Expired,127.0,50.0,Drum,0.547,600.0,2009-03-31,,
AS/NZS 2040.2:2000 (Legacy),Haier,8.5,119,824,REGULAR,139.0,,Dual,China,,,,,41.0,,Top,Agitator,XQJ85E,AS/NZS 2040.1:2005/Amdt 3:2010,1.61,1.5,,,REGULAR,"Australia,New Zealand",,13927,Expired,84.0,181.0,Non-Drum,0.786,,2008-12-01,,
AS/NZS 2040.2:2000 (Legacy),Haier,8.5,119,824,REGULAR,139.0,,Dual,China,,,,,41.0,,Top,Agitator,XQJ85-97,AS/NZS 2040.1:2005/Amdt 3:2010,1.61,1.5,,,REGULAR,"Australia,New Zealand",,13927,Expired,84.0,181.0,Non-Drum,0.786,,2008-12-01,,
AS/NZS 2040.2:2000 (Legacy),LG,7.5,,206,N/A,70.8,,Dual,,,850.0,Drum,600.0,0.5,,Front,Drum,WD-1223FB,AS/NZS 2040.1:2005/Amdt 3:2010,4.64,4.5,,,"Cotton 40degC, 1200rpm spin","Australia,New Zealand",,14296,Expired,141.0,71.0,Drum,0.6,600.0,2008-12-21,,
AS/NZS 2040.2:2000 (Legacy),GENERAL ELECTRIC,8.5,,1157,,106.0,,Dual,United States,,650.0,Non Drum,980.0,60.9,,Top,Agitator,WPRB9220,AS/NZS 2040.1:2005/Amdt 3:2010,0.81,1.0,,,"COLORS WARM, LOAD SIZE 5, SOIL LEVEL 4, WASH TEMP HOT, SPIN SPEED 5",Australia,,14513,Expired,82.3,166.9,Non-Drum,0.671,680.0,2009-02-03,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,209,,77.4,,Dual,"""Korea, Republic of""",,600.0,Drum,850.0,0.5,,Front,Drum,WD-1422FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.5137,4.5,,,"Cotton 40, 1400 rpm","Australia,New Zealand",,14508,Expired,160.0,78.0,Drum,0.58,600.0,2009-02-04,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,226,N/A,83.4,,Dual,"""Korea, Republic of""",,,,,0.8,,Front,Drum,WD-8015FB,AS/NZS 2040.1:2005/Amdt 3:2010,4.11,4.0,,,"Cotton 40degC, 800rpm spin","Australia,New Zealand",,12766,Expired,120.0,84.0,Drum,0.71,,2008-07-01,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7,108,392,,71.3,,Dual,Italy,,,,,13.1,,Front,Drum,AXD 120,AS/NZS 2040.1:2005/Amdt 3:2010,3.17,3.0,,,"No 3, 40 C","Australia,New Zealand",,12389,Expired,121.0,84.4,Drum,0.582,,2008-04-21,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,8,86,722,Maxi,157.0,,Dual,Australia,,,,,37.0,,Top,Agitator,800ELD,AS/NZS 2040.1:2005/Amdt 3:2010,1.91,1.5,,,Maxi,"Australia,New Zealand",,11843,Expired,59.0,194.0,Non-Drum,0.65,,2008-04-03,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,8,86,722,Maxi,157.0,,Dual,Australia,,,,,37.0,,Top,Agitator,800RLD,AS/NZS 2040.1:2005/Amdt 3:2010,1.91,1.5,,,Maxi,"Australia,New Zealand",,11843,Expired,59.0,194.0,Non-Drum,0.65,,2008-04-03,,
AS/NZS 2040.2:2000 (Legacy),LG,5.5,68,593,NORMAL/FUZZY COLD WASH PROGRAM,87.1,,Dual,China,,540.0,,910.0,31.0,,Top,Impeller,WF-T552C,AS/NZS 2040.1:2005/Amdt 3:2010,1.33,1.0,,,NORMAL/FUZZY  WARM PROGRAM,"Australia,New Zealand",,12026,Expired,56.0,119.0,Non-Drum,0.806,540.0,2008-04-06,,
AS/NZS 2040.2:2000 (Legacy),LG,5,68,608,NORMAL/FUZZY COLD WASH PROGRAM,129.6,,Dual,China,,540.0,,850.0,31.8,,Top,Impeller,WF-T502C,AS/NZS 2040.1:2005/Amdt 3:2010,1.03,1.0,,,NORMAL/FUZZY  WARM PROGRAM,"Australia,New Zealand",,12025,Expired,64.0,162.4,Non-Drum,0.797,540.0,2008-04-06,,
AS/NZS 2040.2:2000 (Legacy),Haier,6,184,348,"strong action, cotton, 40 degree C",63.0,,Dual,China,,880.0,,660.0,9.0,,Front,Drum,XQG60-QFQ1000,AS/NZS 2040.1:2005/Amdt 3:2010,3.04,3.0,,,"strong action, cotton, 40 degree C","Australia,New Zealand",,11661,Expired,133.0,72.0,Drum,0.6,613.0,2008-02-10,,
AS/NZS 2040.2:2000 (Legacy),Haier,5,218,420,"normal program, 50 degree C",83.0,,Dual,China,,880.0,,660.0,10.0,,Front,Drum,XQG50-HN800TX,AS/NZS 2040.1:2005/Amdt 3:2010,2.0,2.0,,,"normal program, 50 degree C","Australia,New Zealand",,11664,Expired,81.0,94.0,Drum,0.8,683.0,2008-02-10,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,257,,93.0,,Dual,"""Korea, Republic of""",,600.0,,850.0,0.5,,Front,Drum,WD-1610FD,AS/NZS 2040.1:2005/Amdt 3:2010,4.1795,4.0,,,"COLOUREDS 40C, 1400 SPIN WASH PROGRAM",Australia,,11386,Expired,144.0,94.0,Drum,0.542,600.0,2008-01-09,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,7,,382,-,56.9,,Dual,Italy,,,Drum,,14.2,Yes on the warm wash program only,Front,Drum,WIL102,AS/NZS 2040.1:2005/Amdt 3:2010,3.0691,3.0,,,"No 3, 60 deg C, 1000 rpm","Australia,New Zealand",,22289,Expired,99.0,71.1,Drum,0.696,,2010-09-05,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,8,85,722,Maxi,157.0,,Dual,Australia,,,,,37.0,,Top,Agitator,800RLC,AS/NZS 2040.1:2005/Amdt 3:2010,1.91,1.5,,,Maxi,,,4712,Expired,59.0,194.0,Non-Drum,0.65,,2007-01-31,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,8,85,722,Maxi,157.0,,Dual,Australia,,,,,37.0,,Top,Agitator,800ELC,AS/NZS 2040.1:2005/Amdt 3:2010,1.91,1.5,,,Maxi,,,4712,Expired,59.0,194.0,Non-Drum,0.65,,2007-01-31,,
AS/NZS 2040.2:2000 (Legacy),ASKO,6,,165,,59.7,,Cold,Sweden,,595.0,,850.0,0.0,,Front,Drum,W6441,AS/NZS 2040.1:2005/Amdt 3:2010,4.7318,4.5,,,Program 2 Normal Wash 40C,"Australia,New Zealand",,10195,Expired,107.0,59.7,Drum,0.556,595.0,2007-09-16,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7,,326,"Cotton, 40 deg C.",94.7,,Cold,Italy,,,Drum,,0.5,,Front,Drum,AVG16,AS/NZS 2040.1:2005/Amdt 3:2010,3.59362,3.5,,,-,"Australia,New Zealand",,18028,Expired,131.0,95.2,Drum,0.582,,2009-12-19,,
AS/NZS 2040.2:2000 (Legacy),EUROLEC,5,,291,,57.2,,Dual,Italy,,550.0,,850.0,4.8,,Front,Drum,EW 1000,AS/NZS 2040.1:2005/Amdt 3:2010,2.9492,2.5,,,"2, 40o, 1000rpm","Australia,New Zealand",,9478,Expired,103.0,62.0,Drum,0.68,600.0,2006-10-15,,
AS/NZS 2040.2:2000 (Legacy),MIELE,5.5,,184,Cottons40,52.52,,Dual,Germany,,600.0,,850.0,0.5,,Front,Drum,W463,AS/NZS 2040.1:2005/Amdt 3:2010,4.3452,4.0,,,N/A,"Australia,New Zealand",,9390,Expired,119.0,53.0,Drum,0.557,600.0,2007-06-11,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,7.5,,302,,71.2,,Cold,Italy,,590.0,Drum,850.0,0.5,,Front,Drum,MAF1375AAW,AS/NZS 2040.1:2005/Amdt 3:2010,3.7,3.5,,,"ECO, 40C, 1000rpm","Australia,New Zealand",,18841,Expired,173.0,71.7,Drum,0.725,600.0,2010-01-11,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,7.5,,302,,71.2,,Cold,Italy,,590.0,Drum,850.0,0.5,,Front,Drum,MAF1275AAW,AS/NZS 2040.1:2005/Amdt 3:2010,3.7,3.5,,,"ECO, 40C, 1000rpm","Australia,New Zealand",,18841,Expired,173.0,71.7,Drum,0.725,600.0,2010-01-11,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,220,,87.0,,Dual,"""Korea, Republic of""",,,,,0.8,,Front,Drum,WD-1015FB,AS/NZS 2040.1:2005/Amdt 3:2010,4.32,4.0,,,"Cotton 40degC, 1000rpm spin","Australia,New Zealand",,12765,Expired,123.0,88.0,Drum,0.63,,2008-07-01,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,3,,177,,49.0,,Cold,Sweden,,,,,0.0,,Front,Drum,EW1170C,AS/NZS 2040.1:2005/Amdt 3:2010,2.88,2.5,,,Progam C 40*C,,,4605,Expired,97.0,50.0,Drum,0.69,,2005-10-05,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,7.5,,767,N/A,97.0,,Dual,United States,,679.0,,1061.0,38.0,,Top,Agitator,LAT9306AGE,AS/NZS 2040.1:2005/Amdt 3:2010,1.36,1.0,,,Regular 16 minutes (Warm  Wash 35C min.),,,4596,Expired,37.0,135.0,Non-Drum,0.93,648.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,7.5,,767,N/A,97.0,,Dual,United States,,679.0,,1061.0,38.0,,Top,Agitator,LAT9606AGE,AS/NZS 2040.1:2005/Amdt 3:2010,1.36,1.0,,,Regular 16 minutes (Warm  Wash 35C min.),,,4596,Expired,37.0,135.0,Non-Drum,0.93,648.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,7.5,,767,N/A,97.0,,Dual,United States,,679.0,,1061.0,38.0,,Top,Agitator,LAT9806AGE,AS/NZS 2040.1:2005/Amdt 3:2010,1.36,1.0,,,Regular 16 minutes (Warm  Wash 35C min.),,,4596,Expired,37.0,135.0,Non-Drum,0.93,648.0,2005-09-28,,
AS/NZS 2040.2:2000 (Legacy),CANDY,8,,443,"Cotton, 60 deg C., 1000 RPM",64.4,,Cold,United Kingdom,,,Drum,,0.5,,Front,Drum,CBD 101.75-04 AUS,AS/NZS 2040.1:2005/Amdt 3:2010,3.1394,3.0,,,"Cotton, 60 deg C., 1000 RPM","Australia,New Zealand",,19073,Expired,144.0,64.9,Drum,0.622,,2010-03-16,,
AS/NZS 2040.2:2000 (Legacy),Haier,5,,460,NORMAL COLD/COLD WASH LARGE WATER VOLUME,122.5,,Dual,China,,,,,21.2,,Top,Agitator,HWM5TL,AS/NZS 2040.1:2005/Amdt 3:2010,1.74,1.5,,,NORMAL WARM/COLD WASH LARGE WATER VOLUME,"Australia,New Zealand",,13697,Expired,86.0,144.7,Non-Drum,0.791,,2008-10-13,,
AS/NZS 2040.2:2000 (Legacy),Haier,5,,460,NORMAL COLD/COLD WASH LARGE WATER VOLUME,122.5,,Dual,China,,,,,21.2,,Top,Agitator,XQJ50-31B,AS/NZS 2040.1:2005/Amdt 3:2010,1.74,1.5,,,NORMAL WARM/COLD WASH LARGE WATER VOLUME,"Australia,New Zealand",,13697,Expired,86.0,144.7,Non-Drum,0.791,,2008-10-13,,
AS/NZS 2040.2:2000 (Legacy),MAYTAG,8,138,804,Sturdy/Whites,96.4,,Dual,United States,,718.0,,1102.0,39.0,,Top,Agitator,MAV6451AGW,AS/NZS 2040.1:2005/Amdt 3:2010,1.501,1.5,,,Sturdy/Whites,"Australia,New Zealand",,15084,Expired,62.3,135.42,Non-Drum,0.812,686.0,2009-05-18,,
