Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Clothes Washer,WESTINGHOUSE,LG WD-8050FH,"""Korea, Republic of""",186,4.42,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,WESTINGHOUSE,LF708B,"""Korea, Republic of""",186,4.42,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,SW674ASP,Thailand,678,1.5031,1.5,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WD-1485RD,"""Korea, Republic of""",205,4.8829,4.5,8,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BENDIX,W1063B,Italy,287,3.53,3.5,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BENDIX,TL843X,Italy,265,3.12,3,5,Type,Drum,Loading,Top,Machine Action,Drum,,
Clothes Washer,BENDIX,B1053X,Italy,337,3.06,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID ST GEORGE,KFL805,Slovenia,268,3.02,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID ST GEORGE,KFL800N,Slovenia,268,3.02,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID ST GEORGE,KFL806,Slovenia,268,3.02,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID ST GEORGE,KFL800N,Slovenia,268,3.02,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID ST GEORGE,KFL805,Slovenia,268,3.02,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,TWM806,Italy,289,3.26,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,TWD1055,Italy,289,3.26,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,TWM805,Italy,229,3.32,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SIMPSON,22S816K,Australia,690,2.043,2,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,AEG,W1030,Germany,365,2.71,2.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SIMPSON,45S551D,Italy,321,3.033,3,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,76730,Germany,219,4.29,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,W1450,Germany,168,4.63475,4.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,74620,Germany,253,3.79,3.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,W1230,Germany,180,4.43,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,62310,Germany,335,3.08,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,L76760,Germany,257,4.162,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,W830,Germany,169,4.33,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,WESTINGHOUSE,LF708C,"""Korea, Republic of""",226,4.1116,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,72630,Germany,218,4.16,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MEZZO,M5001T,China,460,1.74,1.5,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,DAEWOO,DWF 450,"""Korea, Republic of""",484,1.2976,1,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,AEG,W80,Germany,206,3.87,3.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,W1050,Germany,171,4.45,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,DAEWOO,DWF 650,"""Korea, Republic of""",636,1.5123,1.5,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,DAEWOO,DWF 750,"""Korea, Republic of""",786,1.3723,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,HITACHI,SF-6000PX,"""Korea, Republic of""",709,1.09,1,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,SIMPSON,22S750L,Australia,696,1.81,1.5,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,SAMSUNG,J1045AV,China,297,3.7175,3.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HITACHI,SF-6500PX,"""Korea, Republic of""",734,1.2,1,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,HITACHI,SF-H800PX,Japan,917,1.33,1,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,HITACHI,PS-60AP,Thailand,429,1.22,1,3.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WD-8026C,China,262,3.7286,3.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ELECTROLUX,EW1055F,Italy,243,3.634,3.5,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ARISTON,AL 128 D,Italy,327,3.2,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WF-T655A,"""Korea, Republic of""",729,1.25,1,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,Haier,XQJ85-196,China,709,2.0617,2,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WF-T855A,"""Korea, Republic of""",851,1.63,1.5,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WF-T955A,"""Korea, Republic of""",884,1.61,1.5,9.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WD-1480 RD,"""Korea, Republic of""",256,4.2493,4,8,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MIELE,W2888,Germany,200,4.2739,4,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,DEC,D-85CWM,China,709,2.0617,2,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MIELE,W2653,Germany,203,4.161,4,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,Haier,XQJ85E,China,824,1.61,1.5,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,Haier,XQJ85-97,China,824,1.61,1.5,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WD-1223FB,,206,4.64,4.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,GENERAL ELECTRIC,WPRB9220,United States,1157,0.81,1,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WD-1422FD,"""Korea, Republic of""",209,4.5137,4.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-8015FB,"""Korea, Republic of""",226,4.11,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ARISTON,AXD 120,Italy,392,3.17,3,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HOOVER,800ELD,Australia,722,1.91,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,HOOVER,800RLD,Australia,722,1.91,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WF-T552C,China,593,1.33,1,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WF-T502C,China,608,1.03,1,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,Haier,XQG60-QFQ1000,China,348,3.04,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,Haier,XQG50-HN800TX,China,420,2,2,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-1610FD,"""Korea, Republic of""",257,4.1795,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,INDESIT,WIL102,Italy,382,3.0691,3,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HOOVER,800RLC,Australia,722,1.91,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,HOOVER,800ELC,Australia,722,1.91,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,ASKO,W6441,Sweden,165,4.7318,4.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ARISTON,AVG16,Italy,326,3.59362,3.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,EUROLEC,EW 1000,Italy,291,2.9492,2.5,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MIELE,W463,Germany,184,4.3452,4,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MAYTAG,MAF1375AAW,Italy,302,3.7,3.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MAYTAG,MAF1275AAW,Italy,302,3.7,3.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-1015FB,"""Korea, Republic of""",220,4.32,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ELECTROLUX,EW1170C,Sweden,177,2.88,2.5,3,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MAYTAG,LAT9306AGE,United States,767,1.36,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,LAT9606AGE,United States,767,1.36,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,LAT9806AGE,United States,767,1.36,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,CANDY,CBD 101.75-04 AUS,United Kingdom,443,3.1394,3,8,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,Haier,HWM5TL,China,460,1.74,1.5,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,Haier,XQJ50-31B,China,460,1.74,1.5,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAV6451AGW,United States,804,1.501,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAV9750AGW,United States,804,1.501,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,LG,WF-T802,"""Korea, Republic of""",804,1.51,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,MIELE,W918,Germany,204,3.89,3.5,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ANDI,WAH7212G,Turkey,352,3.08,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID,LTK95 & LTK96,United States,610,2.2,2,8,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SIMPSON,36S550L,Australia,457,2.052,2,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,THOR,TH1155LS,Spain,323,3.13697,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,FISHER & PAYKEL,IW512,"Australia,New Zealand",458,2.0557,2,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAV7750AGE,United States,845,1.19,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAV6300AGE,United States,845,1.19,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAV7600AGE,United States,845,1.19,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,FISHER & PAYKEL,GW612,"Australia,New Zealand",518,2.22,2,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,OMEGA,OCW600,Slovenia,256,3.1,3,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,SW51ASP,Thailand,451,1.6866,1.5,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,MAYTAG,PAV3300AGW,United States,728,1.73,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,MAF1200AAW,Italy,278,3.56,3.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MAYTAG,MAF1300AAW,,326,3.45,3,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,FISHER & PAYKEL,IW712,"Australia,New Zealand",321,3.5,3.5,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,Haier,XQJ85-96,China,880,1.49,1,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,ANDI,WMA7612L,Turkey,261,3.736,3.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,INDESIT,WIXL 125,Italy,324,3.635,3.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MAYTAG,LAT9606BGE,United States,695,1.45,1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,LAT9306BGE,United States,695,1.45,1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,MAYTAG,LAT9806BGE,United States,695,1.45,1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,SIMPSON,45S651D,Italy,323,3.412,3,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,KLEENMAID,KFL1600,Slovenia,155,5.1,5,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SIMPSON,22S805L,Australia,690,2.043,2,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,SIMPSON,22S800L,Australia,690,2.043,2,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,THOR,TWM605,Italy,272,3,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,ST100X,Italy,290,3.148783,3,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,Bendix  B1053X  / VCW0691,Italy,337,3.0727,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,ST120X,Italy,337,3.0727,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFR2830AU,Germany,200,4.5,4.5,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,WESTINGHOUSE,LT955S,Australia,804,2.032,2,9.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,BOSCH,WFL2000AU,Thailand,190,4.393,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2080AU,Thailand,190,4.393,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ARISTON,AVXL105,Italy,290,3.58,3.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,CENTREX,CTW45268,China,469,1.49,1,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,Haier,HWMP60TLF / QXB60-91BF,China,471,2.1,2,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WD-8003CH,Turkey,304,2.73,2.5,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,TELMANN,TEL5FL,China,414,2.04,2,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BENDIX,W1043N,Italy,287,3.08,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-1460FHD,"""Korea, Republic of""",257,4.17,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HITACHI,PS-40AP,Thailand,324,0.89,1,2.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WT-H555A,"""Korea, Republic of""",573,1.44,1,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,ARISTON,AVXL129,Italy,280,3.919,3.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,WHITE QUEEN,LM60,Italy,454,1.59,1.5,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,DAEWOO,NW-81R,"""Korea, Republic of""",702,1.85,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,DAEWOO,NW-892,"""Korea, Republic of""",702,1.85,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,ELECTROLUX,EWF1087,Thailand,378,3.22,3,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFB3200AU,China,142,4.28,4,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,J1255,China,331,3.6281,3.5,7.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HOOVER,700LE,Australia,696,1.59,1.5,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,AEG,W1255,Germany,179,4.44,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,AEG,W1250,Germany,179,4.44,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,J843,China,289,3.5695,3.5,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,B1245,China,193,4.1593,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,B1445AV,China,192,4.2977,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,B1245AV,China,193,4.1593,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WT-H555TH,Thailand,573,1.44,1,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,HITACHI,SF-H800PX,Japan,917,1.33,1,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,HITACHI,SF-P80CJ,Japan,917,1.33,1,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,ZEROWATT,Ambra Super 5,Italy,316,2.53,2.5,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2080AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2000AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,NIGHTINGALE,NFW60,China,414,2.47,2,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,MIELE,WT2670,Germany,199,4.2016,4,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ADMIRAL,ATL45,"""Korea, Republic of""",484,1.2976,1,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,FISHER & PAYKEL,AWF 70 MD,Italy,364,3.3421,3,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,FISHER & PAYKEL,GW612,"Australia,New Zealand",512,2.0156,2,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,FISHER & PAYKEL,GW512,"Australia,New Zealand",442,2.0063,2,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,NEC,NW-804 / NW-893A,"""Korea, Republic of""",767,1.6042,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,NEC,NW-8 Series,"""Korea, Republic of""",767,1.6042,1.5,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,Haier,XQG60-HA800TX,China,414,2.47,2,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFO2460AU,Thailand,209,4.19,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFO2060AU,Thailand,209,4.19,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,INDESIT,WD11,Italy,327,3.2,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,INDESIT,WE12,Italy,277,3.6,3.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,SW65ASP2,"""Korea, Republic of""",799,0.93,1,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,SAMSUNG,P1203J,China,149,4.6977,4.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,WHIRLPOOL,6ALSS5233***,United States,849,0.93,1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,WHIRLPOOL,6ALBR5233***,United States,643,0.98,1,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,WHIRLPOOL,6ALBR6245***,United States,679,1.07,1,6,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,HITACHI,SF-H800PX,Thailand,1013,1.31,1,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,HITACHI,SF-H900TPX,Thailand,1013,1.31,1,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,SAMSUNG,SWF-P12,"""Korea, Republic of""",162,4.38,4,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,SW55APP2,"""Korea, Republic of""",719,0.81,1,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,SAMSUNG,SWF-P10,"""Korea, Republic of""",137,4.66,4.5,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,SAMSUNG,SW80ASP,"""Korea, Republic of""",647,2.04,2,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,FISHER & PAYKEL,GW712,"Australia,New Zealand",611,2.21,2,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,BOSCH,WFL2080AU,Thailand,190,4.393,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2000AU,Thailand,190,4.393,4,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,Haier,XQJ50 31A,China,480,1.59,1.5,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,BOSCH,WFL2480AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2060AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,DAEWOO,DWD-F1021 DWD-F1222,"""Korea, Republic of""",281,3.588,3.5,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,DAEWOO,DWD-F1X2X,"""Korea, Republic of""",281,3.588,3.5,6.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,TH1155LS,Spain,323,3.13697,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,THOR,TH110F,Spain,323,3.13697,3,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2060AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,BOSCH,WFL2480AU,Germany,203,4.09,4,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,HITACHI,SF-6500PX,"""Korea, Republic of""",734,1.2,1,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WT-R851,"""Korea, Republic of""",652,2.2,2,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,ASKO,W6342,Sweden,175,4.53,4.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,ASKO,W6222,Sweden,175,4.53,4.5,6,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,FISHER & PAYKEL,IW710,"Australia,New Zealand",270,3.76,3.5,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,FISHER & PAYKEL,IWM10,"Australia,New Zealand",270,3.76,3.5,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator,,
Clothes Washer,OMEGA,Air Injection 8000,"""Korea, Republic of""",648,1.54,1.5,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,OMEGA,WD1052,Italy,237,3.46,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,OMEGA,CW1252,Italy,237,3.46,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,OMEGA,CW852,Italy,237,3.46,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,GENERAL ELECTRIC,WWH6604,United Kingdom,245,3.22,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,NEC,NW-752,"""Korea, Republic of""",786,1.37,1,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WF-T452,"""Korea, Republic of""",496,1.23,1,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller,,
Clothes Washer,LG,WD-1215FB,"""Korea, Republic of""",244,4.1831,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,Haier,HG 1000 TXV,China,284,3.04,3,5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,OMEGA,OCW1449,Slovenia,185,4.25,4,5.5,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-1253FHB,"""Korea, Republic of""",233,4.21,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
Clothes Washer,LG,WD-1253FH,"""Korea, Republic of""",233,4.21,4,7,Type,Drum,Loading,Front,Machine Action,Drum,,
