Appliance,Brand,Model.No,Country,CEC_,New.SRI,New.Star,Tot.Wat.Cons,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value
Clothes Washer,BOSCH,WFR3230AU,Germany,198,4.579,4.5,48.8,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,6AWM9150,Germany,418,3.7227,3.5,99.8,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,OCW1000,Slovenia,261,3.48,3,56.5,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,PROCW1,Slovenia,163,4.7,4.5,48.8,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,PAV2200AAW,United States,778,1.162,1,160.05,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,PAV2300AGW,United States,778,1.162,1,160.05,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,SAMSUNG,SW61ASP,Thailand,609,1.411342,1,137.77,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,HOOVER,600MD,Australia,485,2.09,2,120,6,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WD-1219BD,"""Korea, Republic of""",340,4.2302,4,122,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,WF810W,China,291,3.1407,3,72.6,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,WF810V,China,291,3.1407,3,72.6,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,WF810*,China,291,3.1407,3,72.6,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,HWF-800X,Thailand,174,4.405,4,64,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,AEG,86820,Germany,200,4.55,4.5,57,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM295,Germany,177,4.05,4,79,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM312,Germany,263,3.66,3.5,72,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFO2060AU,Thailand,209,4.19,4,63.3,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFO2460AU,Thailand,209,4.19,4,63.3,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,PS-99BSP,Thailand,670,2.2,2,157,8,Type,Non-Drum,Loading,Twin Tub,Machine Action,Impeller
Clothes Washer,CENTREX,CTW60518,China,533,1.81,1.5,163,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W6761,Sweden,182,4.6581,4.5,60.9,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM8121,Italy,303,3.74,3.5,59,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM6100,Italy,304,3.43,3,62,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IW711,"Australia,New Zealand",293,3.63,3.5,130,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WESTINGHOUSE,LF711C,"""Korea, Republic of""",220,4.3166,4,88,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW60ASP,"""Korea, Republic of""",609,1.41,1,137,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,SW50ASP,Thailand,451,1.68,1.5,105,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,WHIRLPOOL,WF665,China,211,3.3636,3,72,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM293,Germany,289,2.67,2.5,51,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,MW511,New Zealand,469,2.05,2,124,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,KLEENMAID OR ST GEORGE,LWK24,United States,695,1.55,1.5,172,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,KLEENMAID OR ST GEORGE,LWK/LWG74,United States,695,1.55,1.5,172,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,Haier,XQB70-A,China,515,2.4,2,166,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,XQB70-E,China,515,2.4,2,166,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MAYTAG,LAT5006AGE,United States,493,1.99,1.5,117,6,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,OMEGA,CW1252,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW852,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,WD1052,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1023C,China,231,4.3731,4,82.7,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IW609,"Australia,New Zealand",543,2.08,2,124,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,GW609,"Australia,New Zealand",543,2.08,2,124,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,Haier,XQG50-9,China,456,1.73,1.5,97,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1050FH,"""Korea, Republic of""",201,4.45,4,75,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SWT90C1P,"""Korea, Republic of""",615,1.59,1.5,134,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,WHIRLPOOL,AWM285,Germany,200,3.63,3.5,82,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IW709,New Zealand,632,2,2,150,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,GW709,New Zealand,632,2,2,150,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,6LSC9245***,United States,797,1.46,1,158,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,SAMSUNG,SWF-P8,"""Korea, Republic of""",133,4.64,4.5,60,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XQG50-AB1100CTX,China,359,2.58,2.5,100,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BENDIX,B1253X,Italy,454,2.81,2.5,118,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW-T65BIP,"""Korea, Republic of""",472,1.47,1,100,4.5,Type,Non-Drum,Loading,Twin Tub,Machine Action,Impeller
Clothes Washer,AEG,88830,Germany,200,4.57,4.5,77,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T752,"""Korea, Republic of""",727,1.56,1.5,156,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,SW-T65D2P,"""Korea, Republic of""",472,1.47,1,100,4.5,Type,Non-Drum,Loading,Twin Tub,Machine Action,Impeller
Clothes Washer,SAMSUNG,SW95ASP,"""Korea, Republic of""",795,1.89,1.5,188,9.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,FISHER & PAYKEL,GW611,"Australia,New Zealand",544,2.08,2,127,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,AWM8143,Germany,227,4.06,4,59,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W 6551,Sweden,184,4.55,4.5,59,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XQB45-L,China,346,1.96,1.5,112,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W 6661,Sweden,182,4.65,4.5,60,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2060AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL206KAU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W 6011,Sweden,192,4.27,4,64,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XPB90-99VGS,China,616,2.35,2,135,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,XQG60-QFQ800,China,396,2.73,2.5,103,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XQB45-62B2,China,350,1.94,1.5,112,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,FISHER & PAYKEL,GW711,"Australia,New Zealand",622,2.14,2,144,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,IW511,"Australia,New Zealand",458,2.05,2,105,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,GW511,"Australia,New Zealand",458,2.05,2,105,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,THOR,TWD1055,Italy,289,3.26,3,91,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,THOR,TWM806,Italy,289,3.26,3,91,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,WESTINGHOUSE LF700A,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,WD-1021WH,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,LG WD-1021W,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,LF700B,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,WESTINGHOUSE LF700B,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,WD-1021WH,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,LG WD-1021W,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,LF700A,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,SF-6000PX,"""Korea, Republic of""",709,1.09,1,161,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MAYTAG,MAH7550AAW,United States,423,3.17,3,95.35,8,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W1986,Germany,166,4.691146,4.5,63.42,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,GW512,"Australia,New Zealand",470,2.0566,2,75.91,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,SMEG,S750,Chile,380,2.92,2.5,137,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SMEG,S650,Chile,377,2.93,2.5,129,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-8030W,"""Korea, Republic of""",267,3.75,3.5,95,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,PAV2755***,United States,778,1.162,1,160.1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,PAV2300***,United States,778,1.162,1,160.1,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WD-8013F,"""Korea, Republic of""",231,3.9229,3.5,88,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IWC09,"Australia,New Zealand",453,2.09,2,105,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,GW509 / IW509,"Australia,New Zealand",453,2.09,2,105,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,MW512,"Australia,New Zealand",492,1.795,1.5,75.3,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,NEC,NW-452,"""Korea, Republic of""",484,1.29,1,144,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,HG 1400 TXV EME,China,344,3.16,3,56,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NIGHTINGALE,NW50,China,460,1.74,1.5,144.7,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,ASKO,W6231,Sweden,196,4.3667,4,65.4,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.4181,1,191.3,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T752A,"""Korea, Republic of""",727,1.56,1.5,156.3,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T752,"""Korea, Republic of""",727,1.56,1.5,156.3,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T752,"""Korea, Republic of""",727,1.56,1.5,156.3,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T752A,"""Korea, Republic of""",727,1.56,1.5,156.3,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T652A,"""Korea, Republic of""",732,1.1919,1,160.9,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T652,"""Korea, Republic of""",732,1.1919,1,160.9,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T652,"""Korea, Republic of""",732,1.1919,1,160.9,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T652A,"""Korea, Republic of""",732,1.1919,1,160.9,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WT-R852,"""Korea, Republic of""",652,2.2088,2,186.8,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T953A,"""Korea, Republic of""",858,1.76,1.5,184.4,9.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ALLENZI,*W 1000,Italy,287,3.0127,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ALLENZI,AW 1000,Italy,287,3.0127,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,LAT9806BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9606BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9306BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,MAV7750AGE,United States,845,1.19,1,145,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,MAV7600AGE,United States,845,1.19,1,145,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,MAV6300AGE,United States,845,1.19,1,145,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,BENDIX,W1062B,Italy,289,3.26,3,99,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-8013C,China,269,3.734,3.5,53,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W1926,Germany,172,4.61,4.5,85,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NEC,NW-4001,"""Korea, Republic of""",429,1.34,1,92,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W620,Sweden,193,4.08,4,58,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W600,Sweden,193,4.08,4,58,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BLANCO,BFWM7,Turkey,427,2.9321,2.5,46.6,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1019BD,"""Korea, Republic of""",301,4.3817,4,116,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1221BD,"""Korea, Republic of""",340,4.2302,4,122,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T502C,China,552,1.24,1,116.6,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1021BD,"""Korea, Republic of""",301,4.3817,4,116,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W640,Sweden,148,4.83,4.5,56,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-452C,China,529,1.09,1,114,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MAYTAG,PAV3200AAW,United States,796,1.53,1.5,168,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,BENDIX,W1062B,Italy,289,3.26,3,99,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BENDIX,WD1054B,Italy,289,3.26,3,99,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W660,Sweden,158,4.65,4.5,56,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,MAH3000AAW,United States,296,3.64,3.5,101,8,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W600,Sweden,193,4.08,4,59,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W620,Sweden,193,4.08,4,59,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W620,Sweden,193,4.08,4,59,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W600,Sweden,193,4.08,4,59,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,DAEWOO,DWT-4010R,"""Korea, Republic of""",429,1.34,1,92,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DAEWOO,DWF-6094R,"""Korea, Republic of""",662,1.16,1,193,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WT-R801,"""Korea, Republic of""",670,1.95,1.5,180,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DAEWOO,DWF-8094R,"""Korea, Republic of""",775,1.51,1.5,269,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,KLEENMAID ST GEORGE,KFL1500N,Slovenia,186,3.97,3.5,68,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,KLEENMAID ST GEORGE,KFL1506,Slovenia,186,3.97,3.5,68,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WT-R902,"""Korea, Republic of""",855,1.676,1.5,195.8,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,AEG,LL1620,Germany,253,4.2331,4,82,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,LAT9806AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9606AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9306AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,KLEENMAID ST GEORGE,TX728A,France,185,3.81,3.5,61,5,Type,Drum,Loading,Top,Machine Action,Drum
Clothes Washer,LG,WF-T552,"""Korea, Republic of""",559,1.4,1,112,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,KLEENMAID ST GEORGE,TX768A,France,173,4.07,4,62,5,Type,Drum,Loading,Top,Machine Action,Drum
Clothes Washer,SIGNATURE,SIG50-31B,China,460,1.74,1.5,144.7,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,IW812,"Australia,New Zealand",449,3.13,3,110,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,ADMIRAL,ATL65,"""Korea, Republic of""",636,1.5123,1.5,184,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1481RD,"""Korea, Republic of""",215,4.8247,4.5,86.1,8,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,GENERAL ELECTRIC,WWH8804WWW,"""Korea, Republic of""",409,2.69,2.5,60,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,GENERAL ELECTRIC,WWH6804WWW,"""Korea, Republic of""",407,2.62,2.5,60,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,WD1052,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW852,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW1252,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW66ASP,Thailand,799,0.938767,1,154,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,NEC,NW-691,"""Korea, Republic of""",656,1.23,1,190,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DAEWOO,NEC NW-491,"""Korea, Republic of""",485,0.99,1,145,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DAEWOO,DWF-4094R,"""Korea, Republic of""",485,0.99,1,145,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MAYTAG,PAV3855***,United States,728,1.73,1.5,150.9,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,PAV3300***,United States,728,1.73,1.5,150.9,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,NEC,NW-791,"""Korea, Republic of""",739,1.37,1,201,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,NEC,NW-491,"""Korea, Republic of""",485,0.99,1,145,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ADMIRAL,ATL80,"""Korea, Republic of""",775,1.5116,1.5,269,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,P1403J,"""Korea, Republic of""",135,4.91,4.5,59,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,P1003J,"""Korea, Republic of""",141,4.76,4.5,61,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,J1045A,China,297,3.7175,3.5,52.5,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NEC,NW-891,"""Korea, Republic of""",793,1.56,1.5,248,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,WHIRLPOOL,6ALSR7244***,United States,807,1.27,1,154,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,6ALSQ8000***,United States,807,1.27,1,154,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,6ALSC8255***,United States,807,1.27,1,154,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,AWM5100,Italy,256,3.5,3.5,50,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWM5080,Italy,238,3.36,3,49,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,TELMANN,TEL6TL,China,471,2.1,2,123.8,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-8013C,"""Korea, Republic of""",242,3.5994,3.5,81.7,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W487,Germany,160,4.61,4.5,56.2,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MALBER,6,Italy,231,3.84,3.5,57.2,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,THOR,WMB7610K,Turkey,385,2.95,2.5,57,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,DAEWOO,NW-892,"""Korea, Republic of""",702,1.85,1.5,246,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DAEWOO,NW-81R,"""Korea, Republic of""",702,1.85,1.5,246,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ELECTROLUX,EW880F,Italy,334,3.23,3,81,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,INDESIT,WI 82,Italy,300,3.228,3,69,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ARISTON,AVXL129,Italy,301,3.65,3.5,74.8,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1227RD,"""Korea, Republic of""",351,4.0674,4,114.68,10,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ARISTON,AVL95,Italy,280,3.356,3,65.9,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BENDIX,B1253X,Italy,454,2.8173,2.5,118,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BENDIX,WD1264X,Italy,454,2.8173,2.5,118,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ALLENZI,AZW 1000,Italy,265,3.9429,3.5,60,7,Type,Drum,Loading,Front,Machine Action,Drum
