Appliance,Brand,Model.No,Country,CEC_,New.SRI,New.Star,Tot.Wat.Cons,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value
Clothes Washer,HITACHI,SF-P80CJ,Japan,917,1.33,1,189,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ZEROWATT,Ambra Super 5,Italy,316,2.53,2.5,70,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2080AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2000AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NIGHTINGALE,NFW60,China,414,2.47,2,106.9,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,WT2670,Germany,199,4.2016,4,47.4,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ADMIRAL,ATL45,"""Korea, Republic of""",484,1.2976,1,144,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,FISHER & PAYKEL,AWF 70 MD,Italy,364,3.3421,3,61.8,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,GW612,"Australia,New Zealand",512,2.0156,2,90.19,6.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,GW512,"Australia,New Zealand",442,2.0063,2,74,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,NEC,NW-804 / NW-893A,"""Korea, Republic of""",767,1.6042,1.5,154.6,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,NEC,NW-8 Series,"""Korea, Republic of""",767,1.6042,1.5,154.6,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,XQG60-HA800TX,China,414,2.47,2,106.9,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFO2460AU,Thailand,209,4.19,4,63.3,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFO2060AU,Thailand,209,4.19,4,63.3,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,INDESIT,WD11,Italy,327,3.2,3,68,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,INDESIT,WE12,Italy,277,3.6,3.5,55,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW65ASP2,"""Korea, Republic of""",799,0.93,1,154,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,P1203J,China,149,4.6977,4.5,59.6,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,6ALSS5233***,United States,849,0.93,1,163,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,6ALBR5233***,United States,643,0.98,1,127,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,6ALBR6245***,United States,679,1.07,1,125,6,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,HITACHI,SF-H800PX,Thailand,1013,1.31,1,257,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,HITACHI,SF-H900TPX,Thailand,1013,1.31,1,257,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,SWF-P12,"""Korea, Republic of""",162,4.38,4,56,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW55APP2,"""Korea, Republic of""",719,0.81,1,161,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,SWF-P10,"""Korea, Republic of""",137,4.66,4.5,60,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW80ASP,"""Korea, Republic of""",647,2.04,2,164,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,FISHER & PAYKEL,GW712,"Australia,New Zealand",611,2.21,2,101,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,BOSCH,WFL2080AU,Thailand,190,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2000AU,Thailand,190,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XQJ50 31A,China,480,1.59,1.5,128.17,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,BOSCH,WFL2480AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2060AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,DAEWOO,DWD-F1021 DWD-F1222,"""Korea, Republic of""",281,3.588,3.5,47.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,DAEWOO,DWD-F1X2X,"""Korea, Republic of""",281,3.588,3.5,47.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,THOR,TH1155LS,Spain,323,3.13697,3,58,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,THOR,TH110F,Spain,323,3.13697,3,58,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2060AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2480AU,Germany,203,4.09,4,75,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,SF-6500PX,"""Korea, Republic of""",734,1.2,1,166,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WT-R851,"""Korea, Republic of""",652,2.2,2,186,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W6342,Sweden,175,4.53,4.5,49,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W6222,Sweden,175,4.53,4.5,49,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IW710,"Australia,New Zealand",270,3.76,3.5,96,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,IWM10,"Australia,New Zealand",270,3.76,3.5,96,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,OMEGA,Air Injection 8000,"""Korea, Republic of""",648,1.54,1.5,206,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,OMEGA,WD1052,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW1252,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW852,Italy,237,3.46,3,53,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,GENERAL ELECTRIC,WWH6604,United Kingdom,245,3.22,3,67,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NEC,NW-752,"""Korea, Republic of""",786,1.37,1,227,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T452,"""Korea, Republic of""",496,1.23,1,112,4.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1215FB,"""Korea, Republic of""",244,4.1831,4,89,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,HG 1000 TXV,China,284,3.04,3,72.6,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,OCW1449,Slovenia,185,4.25,4,71.5,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1253FHB,"""Korea, Republic of""",233,4.21,4,82,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1253FH,"""Korea, Republic of""",233,4.21,4,82,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2080AU,Thailand,190,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2000AU,Thailand,190,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL2400AU,Thailand,190,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL1800AU,Thailand,174,4.406,4,64,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL1660AU,Thailand,174,4.406,4,64,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFL1880AU,Thailand,174,4.406,4,64,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W2515,Germany,196,4.2015,4,53,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,P1003J,China,144,4.6839,4.5,60.7,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,INDESIT,WI 102,Italy,382,3.069,3,70.9,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,C1235,China,197,3.8347,3.5,60.4,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,C835,China,185,3.7718,3.5,59.1,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W502,Germany,155,4.58,4.5,58.3,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,J845,China,302,3.54926,3.5,53.1,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,Q1435V,"""Korea, Republic of""",266,4.3714,4,58.6,8,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-8016C,China,247,4.0594,4,86,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFO20**AU,Thailand,226,4.21,4,67.7,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,C1235AV,China,197,3.8347,3.5,60.4,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T655TH,Thailand,729,1.25,1,85.5,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,B1445,China,192,4.2977,4,47.1,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,Q1235V,"""Korea, Republic of""",278,4.2521,4,61.6,8,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW81ASP,Mexico,647,2.04,2,164,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T552C,China,559,1.4,1,112.7,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,INDESIT,W93,Italy,240,3.5,3.5,75,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,MW059,"Australia,New Zealand",632,2,2,130,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WF-T902,"""Korea, Republic of""",804,1.85,1.5,189,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,GENERAL ELECTRIC,WWH7804WWW,"""Korea, Republic of""",376,2.88,2.5,60,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W939,Germany,149,4.48,4,56,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-8074FHB,"""Korea, Republic of""",200,4.33,4,86,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,WT945,Germany,236,3.52,3.5,74,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MIELE,W828,Germany,151,4.44,4,56,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-402,"""Korea, Republic of""",495,0.89,1,122,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MIELE,W963,Germany,184,4.05,4,58,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T652,"""Korea, Republic of""",731,1.24,1,229,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,AEG,88840,Germany,239,4.24264,4,67.62,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,HWF-1200X,Thailand,191,4.393,4,73.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,Haier,XPB90-99VS,China,610,2.36,2,190.8,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MAYTAG,LAT9806BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9306BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9606BGE,United States,695,1.45,1,140,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WF-T853,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,LF700B,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WESTINGHOUSE LF700A,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1021W,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1021WH,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WESTINGHOUSE LF708B,"""Korea, Republic of""",186,4.42,4,76,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-8050FH,"""Korea, Republic of""",186,4.42,4,76,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1253FH,"""Korea, Republic of""",233,4.21,4,82,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1253FHB,"""Korea, Republic of""",233,4.21,4,82,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFB1606AU,China,142,4.28,4,86,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,LF700B,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WESTINGHOUSE LF700A,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1021WH,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1021W,"""Korea, Republic of""",283,3.65,3.5,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,PAV2200AAW,United States,778,1.16,1,160,7,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,BOSCH,WFB2005AU,China,131,4.59,4.5,76,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,PS-70AP,Thailand,566,1.83,1.5,112,6,Type,Non-Drum,Loading,Twin Tub,Machine Action,Impeller
Clothes Washer,BOSCH,WFK2891AU,Germany,196,4.16,4,118,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,MAYTAG,LAT9806AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9306AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,MAYTAG,LAT9606AGE,United States,767,1.36,1,135,7.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,NEC,NW-652,"""Korea, Republic of""",636,1.51,1.5,184,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,BOSCH,WFB1605AU,China,142,4.28,4,86,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ASKO,W 6431,Sweden,185,4.48,4,60,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T652,"""Korea, Republic of""",732,1.18,1,160,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W6021,Sweden,207,4.2042,4,62.2,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ZANUSSI,IZ16,Italy,274,3.51,3.5,55.9,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T852 & WF-853,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T854A,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,WHIRLPOOL,AWO3361,Italy,307,3.572,3.5,59,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ANDI,WMA6110XE,Turkey,237,3.56,3.5,65,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,ANDI,WA6110XE,Turkey,237,3.56,3.5,65,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,SW56APP,Thailand,719,0.815498,1,161,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,XQG50-HA800T,China,414,2.04,2,76.05,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,J1045,China,297,3.71748,3.5,52.5,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,CW-85SR,"""Korea, Republic of""",940,1.09,1,261,8,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T853 & WF-T854,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T851,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T852A,"""Korea, Republic of""",876,1.41,1,191,8.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,WHIRLPOOL,AWM600,China,282,2.8104,2.5,62,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SIGNATURE,SIG100-97,China,824,1.61,1.5,181,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,FISHER & PAYKEL,MW512,"Australia,New Zealand",470,1.5242,1.5,73,5.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,WHIRLPOOL,AWO3561,Italy,326,3.7287,3.5,59,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WHIRLPOOL,AWO5761,Italy,425,3.08,3,58,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,PRIMA,PWM5,China,460,1.74,1.5,144.7,5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,SAMSUNG,J1055,China,323,3.6836,3.5,57.2,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T502,"""Korea, Republic of""",552,1.24,1,116,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,J1455,China,329,3.6875,3.5,59.8,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,J1455AV,China,329,3.6875,3.5,59.8,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,SAMSUNG,J1255AV,China,331,3.6281,3.5,55.6,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,OMEGA,NEC NW-752,"""Korea, Republic of""",786,1.37,1,227,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,OMEGA,CW-75WR,"""Korea, Republic of""",786,1.37,1,227,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T652A,"""Korea, Republic of""",732,1.18,1,160,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,NIGHTINGALE,NW85E,China,824,1.61,1.5,181,8.5,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WF-T702,"""Korea, Republic of""",736,1.38,1,162,7,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T502A,"""Korea, Republic of""",552,1.24,1,116,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T902A,"""Korea, Republic of""",804,1.85,1.5,189,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T752A,"""Korea, Republic of""",727,1.56,1.5,156,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T552A,"""Korea, Republic of""",559,1.4,1,112,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,DOMETIC,WMD1050,Sweden,211,2.4217,2,48.7,3,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,CONIA,CWM5001T,China,411,2.01,2,109.5,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,CENTREX,CTW60928T,China,328,2.9,2.5,86,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,MIELE,W1213,Germany,237,4.13,4,55.8,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WFB4001AU,China,131,4.59,4.5,76,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WT-H655TH,Thailand,747,1.23,1,84.4,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WT-H755TH,Thailand,743,1.53,1.5,97.5,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,SAMSUNG,B1045,China,202,4.127,4,48,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NEC,NFL-1065 NFL-1265,"""Korea, Republic of""",281,3.588,3.5,47.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,NEC,NFL-1X65,"""Korea, Republic of""",281,3.588,3.5,47.1,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,TEKA,TKX 100,Italy,189,3.8817,3.5,49,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1274FHB,"""Korea, Republic of""",214,4.46,4,87,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1074FHB,"""Korea, Republic of""",215,4.4,4,84,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T502TH,Thailand,543,1.33,1,66.1,5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WF-T552TH,Thailand,547,1.57,1.5,65.8,5.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1412RD,"""Korea, Republic of""",280,3.68,3.5,115,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,BOSCH,WBB24750AU,United States,314,4.2859,4,93.5,9,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T755TH,Thailand,716,1.71,1.5,82.7,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WT-H655A,"""Korea, Republic of""",747,1.23,1,84.4,6.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,CENTREX,CTW60560,China,530,1.82,1.5,166.2,6,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1236 TD,"""Korea, Republic of""",214,4.2687,4,83.62,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1433 RD,"""Korea, Republic of""",233,4.3775,4,82.8,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-402A,"""Korea, Republic of""",495,0.89,1,122,4,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,Haier,B1000TX,China,416,2.17,2,83,5,Type,Drum,Loading,Top,Machine Action,Drum
Clothes Washer,MIELE,W 310,Germany,144,4.83,4.5,55,5.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,CONIA,CWM6001F,China,414,2.47,2,106.9,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,WESTINGHOUSE,LF652D,Italy,334,3.31,3,81,6.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,HITACHI,SF-H900TPX,Thailand,1013,1.31,1,257,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,HITACHI,SF-P90CJ,Thailand,1013,1.31,1,257,9,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,ASKO,W 6221,Sweden,207,4.2,4,62,6,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD 8016 F,"""Korea, Republic of""",224,4.3477,4,79.7,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1025FB,"""Korea, Republic of""",200,4.66,4.5,77,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,FISHER & PAYKEL,IW811,"Australia,New Zealand",308,3.8,3.5,152,8,Type,Non-Drum,Loading,Top,Machine Action,Agitator
Clothes Washer,LG,WT-H755A,"""Korea, Republic of""",743,1.53,1.5,97.5,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-1470FD,"""Korea, Republic of""",209,4.51,4.5,78,7,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WF-T755A,"""Korea, Republic of""",736,1.61,1.5,101.3,7.5,Type,Non-Drum,Loading,Top,Machine Action,Impeller
Clothes Washer,LG,WD-8023FB,,199,4.42,4,74,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,LG,WD-1023FB,,200,4.66,4.5,77,7.5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,DEC,LB-110,Italy,290,2.9582,2.5,62,5,Type,Drum,Loading,Front,Machine Action,Drum
Clothes Washer,AEG,W1250,Germany,179,4.44,4,64.23,6,Type,Drum,Loading,Front,Machine Action,Drum
