Submit_ID,Brand_Reg,Model_No,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class
54315,Kogan,LC-26A51(DVB-T+DVD),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A50(DVB-T),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A50(DVB-T+DVD),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A31(DVB-T ),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A31(DVB-T+DVD),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A40(DVB-T CI),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A40(DVB-T ),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,LC-26A40(DVB-T+DVD),Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
54315,Kogan,KGN1080PPRO26VDA,Australia,China,66.053,1863.8,LCD,0.341,0.0,0.0,64.05,4.0,4.067,236.0,Approved,2015-12-02,,
47847,Metz,Linus 42 FHDTV 100,"Australia,New Zealand",Germany,107.0,4863.9,LCD,1.3,45.0,0.5,165.0,3.0,3.233,617.0,Approved,2014-12-22,,
47381,EPOCH,DW3209LHD,Australia,China,80.0,2740.2,LCD,0.19,0.19,0.5,106.5,3.0,3.134,390.0,Approved,2015-01-17,,
47482,DGTEC,DG-FV32LCDVD,Australia,China,80.04,2737.1,LCD,0.48,0.0,0.0,83.7,4.0,4.188,308.0,Approved,2015-01-21,,
47838,CHANGHONG,LED4607C,Australia,China,116.0,5823.0,LCD (LED),4.0,0.0,0.0,0.0,4.5,4.601,533.0,Approved,2014-12-22,,
47838,CHANGHONG,LED4607B,Australia,China,116.0,5823.0,LCD (LED),4.0,0.0,0.0,0.0,4.5,4.601,533.0,Approved,2014-12-22,,
47838,CHANGHONG,LED4607W,Australia,China,116.0,5823.0,LCD (LED),4.0,0.0,0.0,0.0,4.5,4.601,533.0,Approved,2014-12-22,,
50279,TECOVISION,LL420TTHD10,"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Approved,2015-05-04,,
50279,TECOVISION,EA42P2PM**(*=0~9;A~Z),"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Approved,2015-05-04,,
50279,TECOVISION,EA42P2PM,"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Approved,2015-05-04,,
47688,CELESTIAL,CT3401S,Australia,China,35.0,620.6,CRT,3.55,0.0,0.0,59.5,1.0,1.094,236.0,Approved,2014-12-20,,
46921,Palsonic,TFTV605FHD,Australia,China,60.0,1528.5,LCD,0.5901,0.0,0.0,50.27,4.0,4.482,187.0,Approved,2015-03-10,,
46156,CHANGHONG,CHL1943AWH,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943AC,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943AB,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943AA,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943AF,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943AS,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46156,CHANGHONG,CHL1943A,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Approved,2014-12-01,,
46147,CELESTIAL,LT2211DVB,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2211DVA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2211DVF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DVH,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DVC,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DVB,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DVA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DVF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46147,CELESTIAL,LT2299DV,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
54414,Metz,Sirius 37 LED 100 twin R,"Australia,New Zealand",Germany,94.0,3772.0,LCD (LED),0.9,45.0,0.5,118.0,3.5,3.728,444.0,Approved,2015-10-12,,
46183,CELESTIAL,PT5079NTC,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
46183,CELESTIAL,PT5079NTB,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
46183,CELESTIAL,PT5079NTA,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
46183,CELESTIAL,PT5079NTF,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
46183,CELESTIAL,PT5079NTS,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
46183,CELESTIAL,PT5079NT,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2014-11-01,,
48982,CONIA,CL3201HDVD,Australia,China,80.0,2825.8,LCD,0.8662,0.0,0.0,103.73,3.0,3.313,384.0,Approved,2015-02-14,,
57743,WINTAL,22LCD11FHD,Australia,China,54.686,1277.9,LCD,0.595,0.0,0.0,48.75,4.0,4.069,182.0,Approved,2016-07-19,,
57781,WINTAL,42LCD11FHD,Australia,China,106.731,4867.6,LCD,0.595,0.0,0.0,121.25,4.5,4.69,446.0,Approved,2016-07-19,,
46160,CHANGHONG,CHL2655BC,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2655BB,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2655BA,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2655B,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2643AC,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2643AB,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2643AA,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
46160,CHANGHONG,CHL2643A,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-11-01,,
48978,CONIA,CL3201HD,Australia,China,80.0,2825.8,LCD,0.8662,0.0,0.0,94.06,3.5,3.755,348.0,Approved,2015-02-14,,
50328,CONIA,CL4701FHD,Australia,China,119.38,5533.5,LCD,0.7,0.0,0.0,242.7,2.0,2.1,890.0,Approved,2015-05-26,,
57736,WINTAL,DVBT702HD,Australia,China,17.67,133.4,LCD (LED),0.804,0.0,0.0,6.96,8.0,8.275,30.0,Approved,2016-05-12,,
49023,CONIA,CL2401FHDVD,Australia,China,60.0,1528.5,LCD,0.6122,0.0,0.0,57.95,3.5,3.857,215.0,Approved,2015-02-14,,
46143,CELESTIAL,LT2273FDB,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-18,,
46143,CELESTIAL,LT2273FDA,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-18,,
46143,CELESTIAL,LT2273FDF,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-18,,
46143,CELESTIAL,LT2273FDS,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-18,,
46143,CELESTIAL,LT2273FD,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-18,,
49354,Metz,Axio pro 42 FHDTV 100 CT Z,"Australia,New Zealand",Germany,106.7,4863.9,LCD,0.9,45.0,0.5,156.0,3.0,3.494,582.0,Approved,2015-03-22,,
55555,Metz,Primus 55 LED 200 twin R,"Australia,New Zealand",Germany,140.0,8343.3,LCD (LED),0.9,45.0,0.5,233.0,3.5,3.9,864.0,Approved,2016-02-06,,
56054,CONIA,CL4001FHDR,Australia,China,101.6,4412.1,LCD,0.84,0.0,0.0,183.0,2.0,2.464,673.0,Approved,2016-03-02,,
48975,CONIA,CL2202FHDVD,Australia,China,55.0,1402.8,LCD,0.6662,0.0,0.0,39.26,5.0,5.3,147.0,Approved,2015-02-14,,
52070,Kogan,KGNFHD42HVAA,Australia,China,106.7,4986.1,LCD,1.05,0.0,0.0,193.86,2.5,2.682,713.0,Approved,2015-08-09,,
46146,CHANGHONG,CHL2255BWH,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255BC,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255BB,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255BA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255BF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255BS,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46146,CHANGHONG,CHL2255B,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-29,,
46225,RANK ARENA,RALD81HDA,"Australia,New Zealand",China,80.0,2743.66,LCD,1.1,1.1,0.167,95.02,3.0,3.435,365.0,Approved,2014-09-05,,
47327,VOXSON,VLCD26RDB,Australia,China,66.0,1879.0,LCD,1.82,0.0,0.0,81.87,2.5,2.886,309.0,Approved,2014-12-14,,
50234,SHERWOOD,LM-22ITC7,"Australia,New Zealand","""Korea, Republic of""",56.0,1401.3,LCD,1.0,0.0,0.0,58.7088,3.0,3.49,220.0,Approved,2015-06-29,,
52538,Kogan,LC-46A58,Australia,China,116.809152,5830.2,LCD,0.701,0.701,0.0,211.1,2.5,2.928,775.0,Approved,2015-08-17,,
52538,Kogan,KGN1080P46VAB,Australia,China,116.809152,5830.2,LCD,0.701,0.701,0.0,211.1,2.5,2.928,775.0,Approved,2015-08-17,,
52538,Kogan,KGN1080P46VAA,Australia,China,116.809152,5830.2,LCD,0.701,0.701,0.0,211.1,2.5,2.928,775.0,Approved,2015-08-17,,
54409,Kogan,KGNFHDLED24VDA,Australia,China,60.7,1526.5,LCD (LED),0.83,0.0,0.0,32.6,6.0,6.319,124.0,Approved,2015-10-28,,
54409,Kogan,KGNFHDLED24VCA,Australia,China,60.7,1526.5,LCD (LED),0.83,0.0,0.0,32.6,6.0,6.319,124.0,Approved,2015-10-28,,
54409,Kogan,KGNFHDLED24VBA,Australia,China,60.7,1526.5,LCD (LED),0.83,0.0,0.0,32.6,6.0,6.319,124.0,Approved,2015-10-28,,
55146,Kogan,KGN1080PPRO32VDA,Australia,China,80.0,2765.0,LCD,0.66,0.0,0.0,102.43,3.0,3.306,378.0,Approved,2016-03-09,,
55146,Kogan,KGN1080PPRO32VCA,Australia,China,80.0,2765.0,LCD,0.66,0.0,0.0,102.43,3.0,3.306,378.0,Approved,2016-03-09,,
55146,Kogan,KGN1080PPRO32VBA,Australia,China,80.0,2765.0,LCD,0.66,0.0,0.0,102.43,3.0,3.306,378.0,Approved,2016-03-09,,
55146,Kogan,KGN1080PPRO32VAA,Australia,China,80.0,2765.0,LCD,0.66,0.0,0.0,102.43,3.0,3.306,378.0,Approved,2016-03-09,,
55154,Kogan,KGNFHDLED26VDA,Australia,China,66.0,1914.0,LCD (LED),0.76,0.0,0.0,59.5,4.0,4.428,222.0,Approved,2016-03-09,,
55154,Kogan,KGNFHDLED26VCA,Australia,China,66.0,1914.0,LCD (LED),0.76,0.0,0.0,59.5,4.0,4.428,222.0,Approved,2016-03-09,,
55154,Kogan,KGNFHDLED26VBA,Australia,China,66.0,1914.0,LCD (LED),0.76,0.0,0.0,59.5,4.0,4.428,222.0,Approved,2016-03-09,,
55154,Kogan,KGNFHDLED26VAA,Australia,China,66.0,1914.0,LCD (LED),0.76,0.0,0.0,59.5,4.0,4.428,222.0,Approved,2016-03-09,,
53459,AWA,LC-16A51(DVB-T),"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
53459,AWA,LC-16A50(DVB-T),"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
53459,AWA,LC-16A58(DVB-T),"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
53459,AWA,LC-16A40(DVB-T),"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
53459,AWA,LC-16G78(DVB-T),"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
53459,AWA,LC-16G78,"Australia,New Zealand",China,39.49,666.0,LCD,0.604,0.0,0.0,30.78,4.0,4.39,117.0,Approved,2015-11-08,,
46936,TEAC,LCDV2655HDW,Australia,China,66.0,1868.8,LCD,0.72,0.0,0.0,70.6,3.5,3.607,262.0,Approved,2015-01-19,,
46936,TEAC,LCDV2655HD,Australia,China,66.0,1868.8,LCD,0.72,0.0,0.0,70.6,3.5,3.607,262.0,Approved,2015-01-19,,
47038,TEAC,LCDV2255HDW,Australia,China,54.8,1348.5,LCD,0.94,0.0,0.0,41.07,4.5,4.946,155.0,Approved,2015-01-21,,
47038,TEAC,LCDV2255HD,Australia,China,54.8,1348.5,LCD,0.94,0.0,0.0,41.07,4.5,4.946,155.0,Approved,2015-01-21,,
49356,Metz,Primus 55 FHDTV-200 twin R,"Australia,New Zealand",Germany,140.0,8343.3,LCD (LED),0.9,45.0,0.5,233.0,3.5,3.9,864.0,Approved,2015-03-25,,
54416,Metz,Linus 32 LED 100 twin Z,"Australia,New Zealand",Germany,80.0,2743.1,LCD (LED),0.9,45.0,0.5,106.0,3.0,3.024,400.0,Approved,2015-10-12,,
51072,TEAC,LE2478FHD,Australia,China,60.0,1528.5,LCD (LED),0.7,0.0,0.0,39.4,5.5,5.53,148.0,Approved,2015-07-19,,
55554,Metz,Sirius 42 LED 200 twin R,"Australia,New Zealand",Germany,107.0,4863.9,LCD (LED),0.9,45.0,0.5,136.0,4.0,4.086,510.0,Approved,2016-02-06,,
60038,WINTAL,26LCD11FHD,Australia,China,66.08,1866.2,LCD,0.6,0.0,0.0,54.0,4.5,4.594,210.0,Approved,2016-08-15,,
58800,kinezo,KNZ22FHDLEDDVD,Australia,China,54.6862,1277.9,LCD (LED),0.51,0.0,0.0,31.61,5.5,5.973,119.0,Approved,2016-07-20,,
54616,LG,72LZ9700-TA,"Australia,New Zealand",Indonesia,183.05,14318.7,LCD,0.15,0.0,0.0,261.7,5.0,5.296,1051.0,Approved,2015-11-02,,
58184,LG,26LD320H-TB,"Australia,New Zealand",Indonesia,66.05,1863.9,LCD,0.5,0.0,0.0,54.65,4.0,4.382,220.0,Approved,2016-06-05,,
55848,LG,26LK330-TB,"Australia,New Zealand",Indonesia,66.05,1863.9,LCD,0.24,0.0,0.0,52.5,4.5,4.527,213.0,Approved,2016-02-01,,
52799,LG,60PX950-AA,"Australia,New Zealand","""Korea, Republic of""",152.07,9882.8,Plasma,0.12,0.0,0.0,254.0,4.0,4.156,955.0,Approved,2015-08-29,,
57967,LG,42LK455H-TA,"Australia,New Zealand",Indonesia,106.73,4867.7,LCD,0.4,0.0,0.0,122.4,4.0,4.268,490.0,Approved,2016-06-05,,
57965,LG,47LK455C-TA,"Australia,New Zealand",Indonesia,119.29,6080.2,LCD,0.26,0.0,0.0,143.3,4.0,4.435,575.0,Approved,2016-06-05,,
47842,Metz,Primus 42 FHDTV 100 R,"Australia,New Zealand",Germany,107.0,4863.9,LCD,1.3,45.0,0.5,168.0,3.0,3.153,628.0,Approved,2014-12-22,,
47849,Metz,Axio pro 32 FHDTV 100 CT,"Australia,New Zealand",Germany,80.0,2743.1,LCD,1.3,45.0,0.5,123.0,2.0,2.359,464.0,Approved,2014-12-22,,
46949,RANK ARENA,RALD66COMBO,"Australia,New Zealand",China,66.0,1866.2,LCD,0.98,0.0,0.0,85.56,2.5,2.735,318.0,Approved,2016-05-17,,
56381,Metz,Linus 37 LED 100 twin Z,"Australia,New Zealand",Germany,94.0,3772.0,LCD (LED),0.9,45.0,0.5,117.0,3.5,3.769,440.0,Approved,2016-04-27,,
54410,Metz,Caleo 47 LED 100 twin R,"Australia,New Zealand",Germany,119.0,6084.0,LCD (LED),0.9,45.0,0.5,130.0,5.0,5.172,488.0,Approved,2015-10-12,,
52047,Kogan,KGNPRO16VDA,Australia,China,40.5,672.8,LCD,0.64,0.0,0.0,27.81,4.5,4.897,105.0,Approved,2015-09-08,,
52047,Kogan,KGNPRO16VCA,Australia,China,40.5,672.8,LCD,0.64,0.0,0.0,27.81,4.5,4.897,105.0,Approved,2015-09-08,,
52047,Kogan,KGNPRO16VBA,Australia,China,40.5,672.8,LCD,0.64,0.0,0.0,27.81,4.5,4.897,105.0,Approved,2015-09-08,,
52047,Kogan,KGNPRO16VAA,Australia,China,40.5,672.8,LCD,0.64,0.0,0.0,27.81,4.5,4.897,105.0,Approved,2015-09-08,,
59697,Metz,Linus 42 LED 200 CTS2 Z,"Australia,New Zealand",Germany,107.0,4863.9,LCD (LED),0.29,26.0,0.5,80.0,6.0,6.479,299.0,Approved,2016-07-21,,
45736,LG,60PS40FD-AA,"Australia,New Zealand","""Korea, Republic of""",152.0,9882.76,Plasma,0.44,0.0,0.0,269.8,3.5,3.689,1060.0,Approved,2014-09-30,,
45736,LG,60PS60FD-AA,"Australia,New Zealand","""Korea, Republic of""",152.0,9882.76,Plasma,0.44,0.0,0.0,269.8,3.5,3.689,1060.0,Approved,2014-09-30,,
46161,CELESTIAL,LT1599DVH,Australia,China,39.0,665.85,LCD,0.97,0.0,0.0,31.45,4.0,4.276,120.0,Approved,2014-11-01,,
46161,CELESTIAL,LT1599DVC,Australia,China,39.0,665.85,LCD,0.97,0.0,0.0,31.45,4.0,4.276,120.0,Approved,2014-11-01,,
46161,CELESTIAL,LT1599DVB,Australia,China,39.0,665.85,LCD,0.97,0.0,0.0,31.45,4.0,4.276,120.0,Approved,2014-11-01,,
46161,CELESTIAL,LT1599DVA,Australia,China,39.0,665.85,LCD,0.97,0.0,0.0,31.45,4.0,4.276,120.0,Approved,2014-11-01,,
46161,CELESTIAL,LT1599DVF,Australia,China,39.0,665.85,LCD,0.97,0.0,0.0,31.45,4.0,4.276,120.0,Approved,2014-11-01,,
53309,SHARP,LC-40L550X,"Australia,New Zealand",Malaysia,101.0,4407.3,LCD,0.6,22.5,0.5,138.8,3.5,3.667,514.0,Approved,2015-09-09,,
48787,CHANGHONG,CHP5010E,Australia,China,127.0,7211.3,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2015-02-08,,
48787,CHANGHONG,CHP5010D,Australia,China,127.0,7211.3,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2015-02-08,,
48787,CHANGHONG,CHP5010C,Australia,China,127.0,7211.3,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2015-02-08,,
48787,CHANGHONG,CHP5010B,Australia,China,127.0,7211.3,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2015-02-08,,
48787,CHANGHONG,CHP5010A,Australia,China,127.0,7211.3,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Approved,2015-02-08,,
48844,CONIA,CL4002FHD,Australia,China,102.0,4397.1,LCD,0.85,0.0,0.0,183.18,2.0,2.451,673.0,Approved,2015-02-14,,
55753,WINTAL,PD1200HD,Australia,China,30.48,396.8,LCD,0.545,0.0,0.0,20.26,5.0,5.281,77.0,Approved,2016-07-03,,
49025,CONIA,CL1902HD,Australia,China,48.0,1041.6,LCD,0.6122,0.0,0.0,30.36,5.5,5.595,114.0,Approved,2015-02-14,,
56064,CONIA,CE1901HDR,Australia,China,46.99,944.2,LCD (LED),0.7,0.0,0.0,25.9,5.5,5.969,99.0,Approved,2016-03-16,,
56062,CONIA,CE2201FHDR,Australia,China,54.61,1312.1,LCD (LED),0.71,0.0,0.0,35.9,5.0,5.484,135.0,Approved,2016-03-02,,
56055,CONIA,CL4201FHDR,Australia,China,106.68,4867.6,LCD,0.79,0.0,0.0,208.1,2.0,2.278,764.0,Approved,2016-03-02,,
53308,SHARP,LC-40L500X,"Australia,New Zealand",Malaysia,101.0,4407.3,LCD,0.5,23.8,0.5,136.0,3.5,3.755,504.0,Approved,2015-09-09,,
47239,LG,26LH220C-TA,"Australia,New Zealand","""Korea, Republic of""",66.04,1863.83,LCD,0.45,0.0,0.0,64.14,3.5,3.992,240.0,Approved,2014-12-15,,
57335,LG,37LV3730-TD,"Australia,New Zealand",Indonesia,94.01,3776.6,LCD,0.07,0.0,0.0,58.44,6.0,6.452,242.0,Approved,2016-04-17,,
47326,VOXSON,VLCD40XTP,Australia,China,101.6,4422.75,LCD,0.92,0.0,0.0,170.3,2.5,2.79,627.0,Approved,2014-12-14,,
45721,LG,42LH35FD-AA,"Australia,New Zealand",Indonesia,107.0,4867.57,LCD,0.39,0.0,0.0,97.56,5.0,5.246,394.0,Approved,2014-09-30,,
48268,LG,60PK550-AA,"Australia,New Zealand","""Korea, Republic of""",152.4,9882.8,Plasma,0.1,0.0,0.0,244.9,4.0,4.432,898.0,Approved,2015-01-28,,
46568,SHARP,LC-46D77X,Australia,Malaysia,116.8,5829.78,LCD,0.3,30.1,0.5,162.7,4.0,4.068,601.0,Approved,2014-11-02,,
52995,VOXSON,VLCD22XPD,Australia,China,55.0,1277.9,LCD,0.889,0.889,0.0,54.03,3.0,3.427,210.0,Approved,2015-08-30,,
56166,LG,47LV5500-TA,"Australia,New Zealand",Indonesia,119.29,6080.2,LCD,0.07,0.0,0.0,83.34,6.0,6.659,350.0,Approved,2016-02-08,,
51194,pangoo,LC-32A90,Australia,China,80.13,2744.0,LCD,0.626,0.626,0.0,108.2,3.0,3.025,400.0,Approved,2013-06-15,,
51194,pangoo,LT-32S500FA,Australia,China,80.13,2744.0,LCD,0.626,0.626,0.0,108.2,3.0,3.025,400.0,Approved,2013-06-15,,
51194,pangoo,LC-32S500,Australia,China,80.13,2744.0,LCD,0.626,0.626,0.0,108.2,3.0,3.025,400.0,Approved,2013-06-15,,
50912,SONIQ,iV220TV2,Australia,China,58.2,1488.0,LCD,1.12,0.0,0.0,41.25,5.0,5.183,157.0,Approved,2013-06-15,,
46149,CELESTIAL,LT2611DVA,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2611DV,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2699DVB,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2699DVA,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2699DVF,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2668HDB,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2668HDA,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2668HDM,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46149,CELESTIAL,LT2668HD,Australia,China,66.0,1868.75,LCD,0.75,0.0,0.0,70.0,3.5,3.642,260.0,Approved,2014-10-29,,
46150,CELESTIAL,LT3211DVB,Australia,China,81.0,2751.0,LCD,1.0,0.0,0.0,97.9,3.0,3.469,363.0,Approved,2014-10-29,,
46150,CELESTIAL,LT3211DVA,Australia,China,81.0,2751.0,LCD,1.0,0.0,0.0,97.9,3.0,3.469,363.0,Approved,2014-10-29,,
46150,CELESTIAL,LT3211DVF,Australia,China,81.0,2751.0,LCD,1.0,0.0,0.0,97.9,3.0,3.469,363.0,Approved,2014-10-29,,
46150,CELESTIAL,LT3299DVB,Australia,China,81.0,2751.0,LCD,1.0,0.0,0.0,97.9,3.0,3.469,363.0,Approved,2014-10-29,,
