Submit_ID,Brand_Reg,Model_No,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class
50711,KONKA,KDL32FS65,"Australia,Fiji,New Zealand",China,80.03,2736.6,LCD,0.97,107.68,0.0,107.68,3.0,3.038,398.0,Approved,2015-05-23,,
69755,LG,39LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",97.971,4101.2817,LCD (LED),0.22,0.0,0.0,48.12,8.0,8.04311811743,182.0,Approved,2018-01-17,,
69943,LG,42LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",106.465,4843.638,LCD (LED),0.23,0.0,0.0,47.17,8.0,8.26475742125,200.0,Approved,2018-01-18,,
70124,LG,24LN4500,"Australia,New Zealand","""Korea, Republic of"",Indonesia",59.827,1529.038,LCD (LED),0.22,0.0,0.0,26.0,7.0,7.47104554585,96.0,Approved,2018-01-16,,
70125,LG,26LN4500,"Australia,New Zealand","Indonesia,""Korea, Republic of""",66.055,1863.8646,LCD (LED),0.23,0.0,0.0,30.9,7.0,7.32806749675,114.0,Approved,2018-01-16,,
46570,BUSH,IDLCD3205HDV,Australia,China,81.28,2744.0,LCD,0.79,117.01,0.25,118.07,2.5,2.537,446.0,Approved,2014-11-11,,
50636,KONKA,KDL55JS88A,"Australia,Fiji,New Zealand",China,138.78,8230.1,LCD,0.308,0.97,0.0,177.27,5.0,5.126,649.0,Approved,2015-05-19,,
69947,LG,55LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",138.783,8230.1184,LCD (LED),0.21,0.0,0.0,78.19,8.0,8.15721858254,330.0,Approved,2018-01-18,,
69946,LG,50LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",125.727,6754.5112,LCD (LED),0.21,0.0,0.0,69.24,8.0,8.08413906598,280.0,Approved,2018-01-18,,
69944,LG,47LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",119.288,6080.1656,LCD (LED),0.2,0.0,0.0,60.15,8.0,8.09595873648,254.0,Approved,2018-01-18,,
46253,AWA,MHDV4203-F4,Australia,China,106.0,4863.9,LCD,0.74,171.38,0.25,172.43,2.5,2.51,725.0,Approved,2014-11-23,,
69993,SONIQ,E23Z13A-AU,"Australia,New Zealand,Other",China,58.413,1458.0624,LCD (LED),0.54,0.0,0.0,32.04,6.0,6.32602983739,120.0,Approved,2018-01-30,,
69942,LG,32LN5400-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",80.133,2744.0136,LCD (LED),0.2,0.0,0.0,38.32,7.0,7.0758707355,162.0,Approved,2018-01-18,,
69941,LG,42LS345H-TA,"Australia,New Zealand","Indonesia,""Korea, Republic of""",106.729,4867.7366,LCD (LED),0.3,0.0,0.0,51.12,7.0,7.7563609964,225.0,Approved,2018-01-18,,
69940,LG,32LS345H-TA,"Australia,New Zealand","Indonesia,""Korea, Republic of""",80.043,2737.0771,LCD (LED),0.27,0.0,0.0,34.24,7.0,7.41173047785,150.0,Approved,2018-01-18,,
69939,LG,26LT365H-TA,"Australia,New Zealand","Indonesia,""Korea, Republic of""",66.065,1865.0162,LCD (LED),0.44,0.0,0.0,31.5,6.0,6.40939918584,140.0,Approved,2018-01-18,,
69937,LG,22LT365H-TA,"Australia,New Zealand","""Korea, Republic of"",Indonesia",54.768,1281.3416,LCD (LED),0.32,0.0,0.0,19.5,7.0,7.38430390209,87.0,Approved,2018-01-18,,
69223,WINTAL,15LED12HD,Australia,China,39.486,666.027,LCD (LED),0.73,0.0,0.0,20.0,6.0,6.26500215194,77.0,Approved,2018-01-18,,
70187,Panasonic,TH-L32XV6A,Australia,Malaysia,80.039,2736.6498,LCD (LED),0.25,0.15,5.7,35.0,8.0,8.05246830926,130.0,Approved,2018-01-23,,
70190,Panasonic,TH-L39B6A,Australia,Malaysia,97.974,4101.633936,LCD (LED),0.2,0.15,6.5,54.0,7.0,7.64326440487,199.0,Approved,2018-01-23,,
51487,AWA,LE-32G90G,Australia,China,81.0,2736.2,LCD (LED),0.55,0.0,0.0,111.37,2.5,2.537,445.0,Approved,2015-07-04,,
53145,KOGAN,KGNFHDLED46VAA,"Australia,Fiji,New Zealand",China,116.81,5830.7,LCD,0.49,0.0,0.0,95.4,6.0,6.478,351.0,Approved,2015-09-19,,
46343,GRUNDIG,GLCD2206HDV,Australia,China,55.0,1402.8,LCD,1.44,0.0,0.0,33.1,5.5,5.886,129.0,Approved,2014-10-01,,
46343,GRUNDIG,GLCD2206HDVW,Australia,China,55.0,1402.8,LCD,1.44,0.0,0.0,33.1,5.5,5.886,129.0,Approved,2014-10-01,,
46343,GRUNDIG,GLCD2206HDVB,Australia,China,55.0,1402.8,LCD,1.44,0.0,0.0,33.1,5.5,5.886,129.0,Approved,2014-10-01,,
46343,GRUNDIG,GLCD2206HDVR,Australia,China,55.0,1402.8,LCD,1.44,0.0,0.0,33.1,5.5,5.886,129.0,Approved,2014-10-01,,
46343,GRUNDIG,GLCD2206HDVS,Australia,China,55.0,1402.8,LCD,1.44,0.0,0.0,33.1,5.5,5.886,129.0,Approved,2014-10-01,,
70218,TCL,L39E3000F,Australia,China,97.965,4099.2,LCD (LED),0.233,0.0,0.0,51.9,7.0,7.01172383842,229.0,Approved,2018-01-29,,
53583,SONIQ,E46Z10A,"Australia,Fiji,New Zealand",China,116.81,5830.7,LCD,0.49,0.0,0.0,95.4,6.0,6.478,351.0,Approved,2015-09-26,,
52294,tecovision,ELK-42099,"Australia,New Zealand","China,Hong Kong",106.68,4867.7,LCD (LED),0.865,106.67,0.05,110.74,5.0,5.056,411.0,Approved,2015-10-20,,
52294,tecovision,ELE-42011,"Australia,New Zealand","China,Hong Kong",106.68,4867.7,LCD (LED),0.865,106.67,0.05,110.74,5.0,5.056,411.0,Approved,2015-10-20,,
52294,tecovision,LED42FNE1,"Australia,New Zealand","China,Hong Kong",106.68,4867.7,LCD (LED),0.865,106.67,0.05,110.74,5.0,5.056,411.0,Approved,2015-10-20,,
70126,LG,29MN33D,"Australia,New Zealand","""Korea, Republic of"",Indonesia",72.4,2239.1428,LCD (LED),0.21,0.0,0.0,25.2,8.0,8.22422540682,107.0,Approved,2018-02-11,,
70419,LG,55LA6620-TD,"Australia,New Zealand","Indonesia,""Korea, Republic of""",138.783,8230.1184,LCD (LED),0.22,0.0,0.0,68.4,9.0,9.38351310783,251.0,Approved,2018-02-11,,
70417,LG,50LA6230-TB,"Australia,New Zealand","Indonesia,""Korea, Republic of""",125.727,6754.5112,LCD (LED),0.19,0.0,0.0,74.66,8.0,8.18121333344,274.0,Approved,2018-02-11,,
70414,LG,42LA6620-TD,"Australia,New Zealand","Indonesia,""Korea, Republic of""",106.465,4843.638,LCD (LED),0.22,0.0,0.0,56.4,8.0,8.11059017548,207.0,Approved,2018-02-11,,
46497,BUSH,IDLCD2604HD,Australia,China,66.0,1863.86,LCD,0.8,85.6,0.25,80.21,2.5,2.918,305.0,Approved,2014-10-01,,
69479,KOGAN,KDL55MS30AD,"Australia,Fiji,New Zealand",China,139.045,8250.5304,LCD (LED),0.31,0.0,0.0,119.0,6.0,6.50700312151,478.0,Approved,2018-01-22,,
69479,KOGAN,KALED553DXZA,"Australia,Fiji,New Zealand",China,139.045,8250.5304,LCD (LED),0.31,0.0,0.0,119.0,6.0,6.50700312151,478.0,Approved,2018-01-22,,
46346,GRUNDIG,GLCD3206HDV,Australia,China,81.0,2736.65,LCD,1.24,0.0,0.0,105.4,3.0,3.106,392.0,Approved,2014-10-01,,
46346,GRUNDIG,GLCD3206HDVW,Australia,China,81.0,2736.65,LCD,1.24,0.0,0.0,105.4,3.0,3.106,392.0,Approved,2014-10-01,,
46346,GRUNDIG,GLCD3206HDVS,Australia,China,81.0,2736.65,LCD,1.24,0.0,0.0,105.4,3.0,3.106,392.0,Approved,2014-10-01,,
46361,BUSH,IDLCD1904HD,Australia,China,48.0,1040.4,LCD,0.44,42.0,0.25,42.37,4.0,4.045,161.0,Approved,2014-10-01,,
70189,Panasonic,TH-L39EM6A,Australia,Malaysia,97.974,4101.633936,LCD (LED),0.2,0.15,6.5,38.0,9.0,9.18731500511,141.0,Approved,2018-01-23,,
51945,BUSH,IDLED1901,Australia,China,47.5,951.2,LCD (LED),0.84,0.0,0.0,23.54,6.0,6.366,91.0,Approved,2015-07-29,,
46356,BUSH,IDLCD2204HD,Australia,China,54.0,1283.13,LCD,0.45,42.5,0.25,42.82,4.5,4.575,163.0,Approved,2014-10-01,,
54529,AWA,MHDV4211-O3,Australia,China,106.7,4863.9,LCD,0.523,0.0,0.0,157.49,3.0,3.034,645.0,Approved,2015-12-15,,
70227,TCL,L39E330F,Australia,China,97.878,4094.4,LCD,0.325,0.0,0.0,92.9,4.5,4.97992550761,360.0,Approved,2018-01-23,,
54061,KOGAN,KGNFHD42KVAA,"Australia,Fiji,New Zealand",China,107.87,4986.1,LCD,0.593,0.0,0.0,148.79,3.5,3.87,547.0,Approved,2015-09-14,,
70214,LG,55LA7400-TC,"Australia,New Zealand","""Korea, Republic of"",Indonesia",138.783,8230.1184,LCD (LED),0.22,0.0,0.0,73.32,9.0,9.07313693938,269.0,Approved,2018-01-29,,
54528,AWA,MSDV2611-O3,Australia,China,66.0,1866.2,LCD,0.673,0.0,0.0,57.545,4.0,4.09,235.0,Approved,2015-12-15,,
70197,Viano,LEDTV19DHD,Australia,China,47.049,941.19,LCD (LED),,,,16.1,8.0,8.05840418496,62.0,Approved,2018-01-29,,
69298,SHARP,LC-60LE631X,"Australia,Fiji,New Zealand,Other",Malaysia,152.493,9936.3516,LCD (LED),0.28,0.5,23.58,126.64,7.0,7.37508634734,468.0,Approved,2018-02-12,,
69298,SHARP,LC-60LE631X-WH,"Australia,Fiji,New Zealand,Other",Malaysia,152.493,9936.3516,LCD (LED),0.28,0.5,23.58,126.64,7.0,7.37508634734,468.0,Approved,2018-02-12,,
69303,SHARP,LC-60LE640X,"Australia,Fiji,New Zealand",Malaysia,152.493,9936.3516,LCD (LED),0.18,0.5,25.83,99.24,8.0,8.45235412556,368.0,Approved,2018-02-12,,
70262,Panasonic,TH-L50EM6A,Australia,Malaysia,125.731,6754.867344,LCD (LED),0.2,0.15,6.6,60.0,9.0,9.14477772101,221.0,Approved,2018-01-25,,
51654,tecovision,ELK-32099,"Australia,New Zealand","Hong Kong,China",81.28,2737.1,LCD (LED),0.761,54.0,0.05,55.92,5.5,5.904,210.0,Approved,2015-08-16,,
51654,tecovision,ELE-32011,"Australia,New Zealand","Hong Kong,China",81.28,2737.1,LCD (LED),0.761,54.0,0.05,55.92,5.5,5.904,210.0,Approved,2015-08-16,,
51654,tecovision,LED32HNE1,"Australia,New Zealand","Hong Kong,China",81.28,2737.1,LCD (LED),0.761,54.0,0.05,55.92,5.5,5.904,210.0,Approved,2015-08-16,,
54474,AWA,MHDV3211-O3,Australia,China,80.0,2737.1,LCD,0.72,0.0,0.0,119.21,2.0,2.016,500.0,Approved,2015-11-07,,
54062,KOGAN,KGNFHD32KVAA,"Australia,Fiji,New Zealand",China,80.13,2743.7,LCD,0.615,0.0,0.0,100.84,3.0,3.35,372.0,Approved,2015-09-14,,
54067,TEAC,LCD3265HD,"Australia,Fiji,New Zealand",China,80.03,2736.6,LCD,0.97,107.68,0.0,107.68,3.0,3.038,398.0,Approved,2015-09-14,,
69733,Polaroid,I0311,"Australia,New Zealand",China,54.849,1285.82,LCD (LED),0.26,0.0,0.0,26.48,6.0,6.86086675471,98.0,Approved,2018-01-29,,
70316,KOGAN,KALED473DXZA,"Australia,New Zealand,Other",China,119.265,6058.62,LCD (LED),0.22,0.0,0.0,75.4,6.0,6.89508644593,331.0,Approved,2018-02-04,,
70215,LG,60LA6230-TB,"Australia,New Zealand","Indonesia,""Korea, Republic of""",151.338,9786.98,LCD (LED),0.25,0.0,0.0,79.62,9.0,9.0716759976,316.0,Approved,2018-01-29,,
51738,GRUNDIG,GLCD2208HDV,Australia,China,55.0,1402.8,LCD,0.738,26.7812,0.1667,31.5138,6.0,6.173,121.0,Approved,2015-06-29,,
51738,GRUNDIG,GLCD2208HDVW,Australia,China,55.0,1402.8,LCD,0.738,26.7812,0.1667,31.5138,6.0,6.173,121.0,Approved,2015-06-29,,
51735,GRUNDIG,GLCD1908HDV,Australia,China,47.5,1041.6,LCD,0.7272,28.2491,0.1667,33.7332,5.0,5.041,129.0,Approved,2015-06-29,,
52343,BUSH,IDLED2401,Australia,China,59.0,1526.5,LCD (LED),1.013,0.0,0.0,34.253,6.0,6.073,131.0,Approved,2015-07-29,,
52343,BUSH,IDLED2402DVD,Australia,China,59.0,1526.5,LCD (LED),1.013,0.0,0.0,34.253,6.0,6.073,131.0,Approved,2015-07-29,,
52312,GRUNDIG,GLED2207HDB,"Australia,Fiji",China,53.75,1277.9,LCD (LED),0.6978,24.5076,0.1667,25.1628,6.0,6.889,97.0,Approved,2015-07-29,,
52312,GRUNDIG,GLED2207HDC,"Australia,Fiji",China,53.75,1277.9,LCD (LED),0.6978,24.5076,0.1667,25.1628,6.0,6.889,97.0,Approved,2015-07-29,,
59025,Dick Smith,GE6801,Australia,China,39.49,666.0,LCD (LED),0.42,0.0,0.0,22.31,5.5,5.566,90.0,Approved,2016-07-18,,
46288,GRUNDIG,GLD1906HDV,Australia,China,48.0,1041.62,LCD,1.14,0.0,0.0,44.03,3.5,3.884,167.0,Approved,2014-10-01,,
46288,GRUNDIG,GLCD1906HDVW,Australia,China,48.0,1041.62,LCD,1.14,0.0,0.0,44.03,3.5,3.884,167.0,Approved,2014-10-01,,
46288,GRUNDIG,GLCD1906HDVB,Australia,China,48.0,1041.62,LCD,1.14,0.0,0.0,44.03,3.5,3.884,167.0,Approved,2014-10-01,,
46288,GRUNDIG,GLCD1906HDVR,Australia,China,48.0,1041.62,LCD,1.14,0.0,0.0,44.03,3.5,3.884,167.0,Approved,2014-10-01,,
45797,BUSH,IDLCD2210HD,Australia,China,55.0,1281.0,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Approved,2014-10-01,,
45794,BUSH,IDLCD2211HDV,Australia,China,55.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Approved,2014-10-01,,
47014,TOSHIBA,46XV600A,Australia,Indonesia,117.1,5865.0,LCD,0.42,17.0,0.01,157.9,4.0,4.259,579.0,Approved,2015-01-24,,
55738,SONIQ,E16Z11A-AU,"Australia,New Zealand",China,40.64,666.2,LCD,0.64,0.0,0.0,22.3,5.5,5.823,85.0,Approved,2016-01-26,,
47020,TOSHIBA,37AV600A,Australia,China,94.0,3785.8,LCD,0.33,0.0,0.0,84.95,5.0,5.323,312.0,Approved,2015-01-24,,
47015,TOSHIBA,42XV600A,Australia,Indonesia,107.2,4908.8,LCD,0.56,16.25,0.01,107.075,5.0,5.279,394.0,Approved,2015-01-24,,
47009,TOSHIBA,55ZV600A,Australia,Indonesia,138.5,8288.5,LCD,0.7,17.0,0.0,178.15,5.0,5.121,654.0,Approved,2014-12-17,,
70541,Panasonic,TH-P50ST60A,Australia,Thailand,126.803,6873.1,Plasma,0.3,0.15,11.0,122.0,6.0,6.04858611788,448.0,Approved,2018-02-17,,
46811,TOSHIBA,42RV600A,Australia,Indonesia,106.7,4908.8,LCD,0.58,17.3,0.07,97.15,5.5,5.708,358.0,Approved,2015-01-24,,
46776,TOSHIBA,22AV600A,Australia,China,56.0,1282.5,LCD,0.32,0.0,0.0,28.32,6.0,6.544,105.0,Approved,2014-12-09,,
59675,SENZU,4200SE-D111,"Australia,New Zealand",China,106.68,4867.6,LCD (LED),0.54,0.0,0.0,91.5,5.5,5.946,337.0,Approved,2016-10-12,,
51357,tecovision,ELK-23699,"Australia,New Zealand","Hong Kong,China",60.96,1528.5,LCD (LED),0.779,34.45,0.17,35.85,5.5,5.876,137.0,Approved,2015-07-04,,
51357,tecovision,ELE-23611,"Australia,New Zealand","Hong Kong,China",60.96,1528.5,LCD (LED),0.779,34.45,0.17,35.85,5.5,5.876,137.0,Approved,2015-07-04,,
51357,tecovision,LED24FNE1,"Australia,New Zealand","Hong Kong,China",60.96,1528.5,LCD (LED),0.779,34.45,0.17,35.85,5.5,5.876,137.0,Approved,2015-07-04,,
62301,Sony,KDL-32BX350,"Australia,New Zealand",China,80.054,2736.16,LCD,0.3,0.03,9.1,78.0,4.5,4.50277891282,287.0,Approved,2016-11-28,,
62319,Sony,KDL-26EX550,"Australia,New Zealand",Malaysia,66.087,1866.24,LCD (LED),0.25,0.08,11.1,35.03,6.0,6.74364577253,130.0,Approved,2017-01-18,,
62304,Sony,KDL-40BX450,"Australia,New Zealand",China,101.637,4412.28,LCD,0.3,0.03,9.9,112.8,4.5,4.6412868894,414.0,Approved,2016-11-28,,
57488,SONIQ,L32V11A-AU,"Australia,New Zealand",China,81.28,2743.7,LCD,0.73,0.0,0.0,97.8,3.0,3.485,361.0,Approved,2016-04-27,,
70594,Panasonic,TH-L55ET60A,Australia,"Japan,China,Malaysia",138.783,8230.1184,LCD (LED),0.2,0.15,21.0,70.9,9.0,9.20843536993,261.0,Approved,2018-02-19,,
54870,SENZU,3201SL-C101,"Australia,New Zealand",China,81.28,2737.1,LCD,0.7,0.0,0.0,95.1,3.5,3.602,351.0,Approved,2015-12-23,,
56661,SONIQ,E19Z11A-AU,"Australia,New Zealand",China,48.26,944.2,LCD (LED),0.67,0.0,0.0,26.8,5.5,5.836,102.0,Approved,2016-03-20,,
54874,SONIQ,E42Z10B-AU,"Australia,New Zealand",China,106.68,4867.6,LCD (LED),0.74,0.0,0.0,99.06,5.5,5.576,366.0,Approved,2015-12-23,,
57461,SONIQ,E26Z11A-AU,"Australia,New Zealand",China,66.04,1863.8,LCD (LED),0.65,0.0,0.0,39.12,6.0,6.189,147.0,Approved,2016-04-27,,
53797,OKANO,LTV3202,"Australia,New Zealand",China,81.28,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2015-10-11,,
53525,SENZU,5000SP-X101,"Australia,New Zealand",China,127.0,6883.1,Plasma,0.83,0.0,0.0,291.24,2.0,2.161,1068.0,Approved,2015-09-20,,
53524,SONIQ,QSL322TV13-AU,"Australia,New Zealand",China,81.28,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2015-09-20,,
52985,SONIQ,QSP550TV2-AU,"Australia,New Zealand",China,127.0,6883.1,LCD,0.83,0.0,0.0,291.24,2.0,2.161,1068.0,Approved,2015-09-14,,
52257,SONIQ,QSL322TV11,"Australia,New Zealand",China,81.28,2736.8,LCD,0.78,0.0,0.0,111.918,2.5,2.873,413.0,Approved,2015-08-08,,
50891,SONIQ,L47S10A-AU,"Australia,New Zealand",China,119.38,6080.3,LCD,0.76,0.0,0.0,192.0,3.5,3.521,705.0,Approved,2015-06-20,,
48664,SONIQ,QSP550TV2,"Australia,New Zealand",China,127.0,6883.1,LCD,0.2,0.0,0.0,210.6,3.5,3.627,770.0,Approved,2015-01-24,,
46404,SONIQ,QSL322TV9,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV8,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV7,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV6,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV5,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV4,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
46404,SONIQ,QSL322TV3,"Australia,New Zealand",China,80.01,2736.8,LCD,0.78,0.0,0.0,95.04,3.5,3.601,351.0,Approved,2014-11-11,,
52515,TOSHIBA,46XV700A,"Australia,New Zealand",Indonesia,117.0,5833.1,LCD,0.14,19.45,0.0069,145.58,4.5,4.608,533.0,Approved,2015-08-03,,
69239,VISION,VS32LEDDVDP4,"Australia,Fiji,New Zealand",China,80.131,2743.6644,LCD (LED),0.275,0.0,0.0,63.22,5.0,5.44667950563,233.0,Approved,2018-03-01,,
70593,Panasonic,TH-L50ET60A,Australia,"Malaysia,China,Japan",125.731,6754.867344,LCD (LED),0.2,0.15,21.0,64.0,8.0,8.77516712129,240.0,Approved,2018-02-19,,
70657,Polaroid,I0317,"Australia,New Zealand",China,125.638,6745.2,LCD (LED),0.35,0.0,0.0,107.8,6.0,6.52516747156,396.0,Approved,2018-02-22,,
70589,Panasonic,TH-L42ET60A,Australia,"Malaysia,China,Japan",106.467,4843.475624,LCD (LED),0.2,0.15,15.0,55.1,8.0,8.19790402868,203.0,Approved,2018-02-20,,
70592,Panasonic,TH-L50E6A,Australia,"Japan,China,Malaysia",125.731,6754.867344,LCD (LED),0.2,0.15,17.0,58.3,9.0,9.26812734607,215.0,Approved,2018-02-20,,
51353,tecovision,ELK-21599,"Australia,New Zealand","Hong Kong,China",55.88,1272.6,LCD (LED),0.781,29.38,0.17,30.71,5.5,5.999,118.0,Approved,2015-07-04,,
51353,tecovision,ELE-21511,"Australia,New Zealand","Hong Kong,China",55.88,1272.6,LCD (LED),0.781,29.38,0.17,30.71,5.5,5.999,118.0,Approved,2015-07-04,,
51353,tecovision,LED22FNE1,"Australia,New Zealand","Hong Kong,China",55.88,1272.6,LCD (LED),0.781,29.38,0.17,30.71,5.5,5.999,118.0,Approved,2015-07-04,,
70659,Polaroid,I0312,"Australia,New Zealand",China,47.332,959.96,LCD (LED),0.31,0.0,0.0,22.2,6.0,6.80210838849,83.0,Approved,2018-02-22,,
67763,AWA,MSDV3268-O5-D0,Australia,"China,China",79.782,2714.4,LCD (LED),0.32,0.0,0.0,43.8,7.0,7.03717029679,162.0,Approved,2017-10-09,,
51343,tecovision,ELK-18599,"Australia,New Zealand","Hong Kong,China",48.26,944.2,LCD (LED),0.848,22.98,0.17,24.7,6.0,6.107,96.0,Approved,2015-07-04,,
51343,tecovision,ELE-18511,"Australia,New Zealand","Hong Kong,China",48.26,944.2,LCD (LED),0.848,22.98,0.17,24.7,6.0,6.107,96.0,Approved,2015-07-04,,
51343,tecovision,LED19HNE1,"Australia,New Zealand","Hong Kong,China",48.26,944.2,LCD (LED),0.848,22.98,0.17,24.7,6.0,6.107,96.0,Approved,2015-07-04,,
67598,Dick Smith,GE6831,Australia,China,72.711,2257.04,LCD (LED),0.32,0.0,0.0,38.0,7.0,7.01486819916,141.0,Approved,2017-09-18,,
59032,Dick Smith,GE6802,Australia,China,66.58,1896.6,LCD (LED),0.48,0.0,0.0,38.198,6.0,6.008,155.0,Approved,2016-07-18,,
61703,AWA,TV3245-D7,Australia,China,80.075,2739.9554,LCD (LED),0.41,0.0,0.0,47.3,6.0,6.01559957022,205.0,Approved,2016-11-06,,
61701,AWA,MHDV4601-O3,Australia,China,116.917,5853.5,LCD (LED),0.38,0.0,0.0,98.1,6.0,6.0218914478,390.0,Approved,2016-11-06,,
60605,AWA,MSDV1636-O3,Australia,China,39.4442644753,663.92,LCD,0.67,0.0,0.0,18.3,6.0,6.08679923008,80.0,Approved,2017-01-01,,
59051,Dick Smith,GE6803,Australia,China,66.58,1896.6,LCD (LED),0.48,0.0,0.0,38.198,6.0,6.008,155.0,Approved,2016-07-18,,
58475,Dick Smith,ge6807,Australia,China,66.09,1866.2,LCD,0.673,0.0,0.0,57.545,4.0,4.09,235.0,Approved,2016-06-15,,
58345,GRUNDIG,G24FLED,Australia,China,59.0,1526.5,LCD (LED),1.013,0.0,0.0,34.253,6.0,6.073,131.0,Approved,2016-05-16,,
66302,TOSHIBA,55VL900A*,"Australia,New Zealand",China,138.783,8230.1184,LCD (LED),0.3,0.17,23.0,83.8,8.0,8.45187812872,309.0,Approved,2017-07-11,,
47172,AWA,T270B,Australia,China,17.674,133.4,LCD,5.8,10.55,1.0,12.5,3.5,3.608,85.0,Approved,2014-11-25,,
65516,TOSHIBA,23DL900A,Australia,China,58.385,1455.74,LCD (LED),0.25,0.0,0.0,32.3,6.0,6.17425958626,124.0,Approved,2017-05-20,,
66301,TOSHIBA,47VL900A*,"Australia,New Zealand",China,119.287,6080.256576,LCD (LED),0.3,0.17,22.0,73.9,7.0,7.77274029763,273.0,Approved,2017-07-11,,
65999,TOSHIBA,46TL900A*,"Australia,New Zealand",China,116.809,5830.238736,LCD (LED),0.3,0.17,18.0,63.2,8.0,8.2951808402,234.0,Approved,2017-06-25,,
65997,TOSHIBA,40RL900A*,"Australia,New Zealand",China,101.609,4411.6164,LCD (LED),0.3,0.17,16.0,48.5,8.0,8.37332084023,180.0,Approved,2017-06-25,,
47069,TOSHIBA,32RV600A,Australia,Indonesia,80.4,2765.0,LCD,0.4,17.55,0.0069,77.334,4.5,4.572,285.0,Approved,2014-12-17,,
47068,TOSHIBA,40CV550A,Australia,China,101.6,4425.0,LCD,0.45,0.0,0.0,106.068,4.5,4.84,397.0,Approved,2015-04-12,,
47066,TOSHIBA,22DV615Y,"Australia,Fiji",China,55.1,1296.0,LCD,0.52,0.0,0.0,36.47,5.0,5.415,136.0,Approved,2015-01-24,,
47065,TOSHIBA,19DV615Y,Australia,China,47.0,943.0,LCD,0.5,0.0,0.0,24.7,6.0,6.246,93.0,Approved,2015-01-24,,
47060,TOSHIBA,26AV600A,Australia,China,66.0,1868.8,LCD,0.32,0.0,0.0,50.23,5.0,5.167,185.0,Approved,2015-01-24,,
47023,TOSHIBA,32AV600A,Australia,China,80.0,2744.0,LCD,0.32,0.0,0.0,70.47,4.5,4.973,259.0,Approved,2015-01-24,,
55873,AWA,MHDV3245-O3,Australia,China,80.0,2743.1,LCD (LED),0.549,0.0,0.0,62.862,5.0,5.042,255.0,Approved,2016-01-26,,
70461,SAMSUNG ELECTRONICS,PS43F4500AM,"Australia,Fiji,New Zealand",Malaysia,109.337,5153.07,Plasma,0.22,0.0,0.0,101.0,5.5,5.75126200626,370.0,Approved,2018-02-21,,
70461,SAMSUNG ELECTRONICS,PS43F4500AMXXY,"Australia,Fiji,New Zealand",Malaysia,109.337,5153.07,Plasma,0.22,0.0,0.0,101.0,5.5,5.75126200626,370.0,Approved,2018-02-21,,
70461,SAMSUNG ELECTRONICS,PS43F4500AMXRD,"Australia,Fiji,New Zealand",Malaysia,109.337,5153.07,Plasma,0.22,0.0,0.0,101.0,5.5,5.75126200626,370.0,Approved,2018-02-21,,
70578,SAMSUNG ELECTRONICS,UA55F6400AM,"Australia,Fiji,New Zealand",Malaysia,138.798,8228.0,LCD (LED),0.05,0.0,0.0,78.0,8.0,8.81314713387,285.0,Approved,2018-02-25,,
70578,SAMSUNG ELECTRONICS,UA55F6400AMXXY,"Australia,Fiji,New Zealand",Malaysia,138.798,8228.0,LCD (LED),0.05,0.0,0.0,78.0,8.0,8.81314713387,285.0,Approved,2018-02-25,,
70578,SAMSUNG ELECTRONICS,UA55F6400AMXRD,"Australia,Fiji,New Zealand",Malaysia,138.798,8228.0,LCD (LED),0.05,0.0,0.0,78.0,8.0,8.81314713387,285.0,Approved,2018-02-25,,
70563,SAMSUNG ELECTRONICS,UA32F5000AM,"Australia,Fiji,New Zealand",Malaysia,80.054,2736.16,LCD (LED),0.23,0.0,0.0,39.0,7.0,7.59347506837,144.0,Approved,2018-02-25,,
