Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Refridgerator,MITSUBISHI ELECTRIC,MR-420R-ST-A,495,2.404,2,420,2.5,3,6.95,
Refridgerator,MITSUBISHI ELECTRIC,MR-420R-W-A,495,2.404,2,420,2.5,3,6.95,
Refridgerator,MITSUBISHI ELECTRIC,MR-420R****,495,2.404,2,420,2.5,3,6.95,
Refridgerator,MITSUBISHI ELECTRIC,MR-G57N,795,1.2217,1,613,3.5,3,8.95,
Refridgerator,GENERAL ELECTRIC,PSP29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29NHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29NHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSP29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29NHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSP29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSG29NHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,PSP29SHMC**,883,1.7745,1.5,852,5,3,10.33,
Refridgerator,GENERAL ELECTRIC,GSG20IEPF**,808,1.857,1.5,725.4,4,3,9.58,
Refridgerator,GENERAL ELECTRIC,GSA20IEPF**,808,1.857,1.5,725.4,4,3,9.58,
Refridgerator,GENERAL ELECTRIC,GSA20IEPF**,808,1.857,1.5,725.4,4,3,9.58,
Refridgerator,SAMSUNG ELECTRONICS,SRS705GDSS,725,2.0834,2,705,4,3,9.25,
Refridgerator,SAMSUNG ELECTRONICS,SRS702GDHSS,827,1.5721,1.5,702,4,3,9.77,
Refridgerator,GENERAL ELECTRIC,GIG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21YEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,PIG23MIMF**,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,GIG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21YEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21YEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GCG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,GIG21IEMF**,841,1.379,1,653,3.5,3,9.41,
Refridgerator,GENERAL ELECTRIC,PCG23SHMF**,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PCG23NHMF**,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PCG23NHMF**,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PCG23SHMF**,864,1.3592,1,680,4,3,9.64,
Refridgerator,LG,GM-B208STS,650,2.1016,2,590.4,3.5,3,8.5,
Refridgerator,GENERAL ELECTRIC,PSG25SGMC**,729,2.2604,2,761,4.5,3,9.29,
Refridgerator,MISTRAL,MBF140SS (H),313,0.8092,1,115,0.5,3,4.13,
Refridgerator,MISTRAL,MBF140RH (H),313,0.8092,1,115,0.5,3,4.13,
Refridgerator,GENERAL ELECTRIC,PIG23IBM***   PIG23IBK***,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PIG23IBS***,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PIG23IBS***   PIG23IBK***,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PIG23IBM***,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PIG23IBS***   PIG23IBM,864,1.3592,1,680,4,3,9.64,
Refridgerator,GENERAL ELECTRIC,PIG23IBK***,864,1.3592,1,680,4,3,9.64,
Refridgerator,GVA,GVAV170,338,2.3584,2,179,1,3,5.38,
Refridgerator,ELECTROLUX,ETE5200S,402,3.5462,3.5,517,3,3,7.52,
Refridgerator,ELECTROLUX,EBE5100S,420,3.41,3,505,3,3,7.2,
Refridgerator,ACQUA,GY-NE300CF,400,2.6377,2.5,294.6,1.5,3,6.5,
Refridgerator,CELESTIAL,MRF-310W,420,2.3259,2,300,1.5,3,6.2,
Refridgerator,CELESTIAL,MRF-420W,486,2.4224,2,407.7,2.5,3,6.86,
Refridgerator,ELECTROLUX,ETM4407S,369,3.5514,3.5,442,2.5,3,7.19,
Refridgerator,ELECTROLUX,EBE4300S,406,3.2091,3,431,2.5,3,7.06,
Refridgerator,FISHER & PAYKEL,FAU50,279,0.7309,1,56,0.5,3,3.79,
Refridgerator,HELLER,CFH20,334,2.6302,2.5,203.4,1,3,5.84,
Refridgerator,FISHER & PAYKEL,FAU80,252,1.2409,1,68,0.5,3,3.52,
Refridgerator,GAGGENAU,RS495300,796,1.4834,1,625,3.5,3,8.96,
Refridgerator,LG,GC-L197NFS,738,1.5673,1.5,567,3,3,8.88,
Refridgerator,HELLER,FDH32SS,457,2.3127,2,350.5,2,3,6.57,
Refridgerator,HELLER,FDH32,457,2.3127,2,350.5,2,3,6.57,
Refridgerator,Midea,BCD-380W,437,2.788,2.5,410,2.5,3,6.87,
Refridgerator,HELLER,FDH42SS,493,2.3677,2,407.7,2.5,3,6.93,
Refridgerator,HELLER,FDH42,493,2.3677,2,407.7,2.5,3,6.93,
Refridgerator,TURBO LINE,BFRV208,345,2.5493,2.5,202.5,1,3,5.95,
Refridgerator,GENERAL ELECTRIC,GCE21SITAFSS,790,1.5969,1.5,648,3.5,3,9.4,
Refridgerator,GENERAL ELECTRIC,ZSGW420DM*,773,1.9673,1.5,748,4,3,9.23,
Refridgerator,GENERAL ELECTRIC,ZSGB420DM*,773,1.9673,1.5,748,4,3,9.23,
Refridgerator,GENERAL ELECTRIC,ZSGS420DM*,773,1.9673,1.5,748,4,3,9.23,
Refridgerator,ELECTROLUX,EFM3607SC,403,2.9868,2.5,357,2,3,6.53,
Refridgerator,SAMSUNG ELECTRONICS,SRL550DW,604,2.2397,2,551,3,3,8.04,
Refridgerator,HELLER,BFH12SS,292,1.0049,1,108.41,0.5,3,3.92,
Refridgerator,HELLER,BFH12B,292,1.0049,1,108.41,0.5,3,3.92,
Refridgerator,LG,GR-349STQ,485,1.936,1.5,305,1.5,3,6.35,
Refridgerator,ELECTROLUX,N420SE,482,2.4222,2,416,2.5,3,6.82,
Refridgerator,WESTINGHOUSE,WBM3700S,495,2.1473,2,365,2,3,6.95,
Refridgerator,WESTINGHOUSE,WBM3700W,495,2.1473,2,365,2,3,6.95,
Refridgerator,SAMSUNG ELECTRONICS,SRF752DSS,875,1.4849,1,752,4,3,9.75,
Refridgerator,Haier,HBM295W,525,1.5427,1.5,286,1.5,3,6.75,
Refridgerator,LG,GN-303SFA,435,2.2342,2,303,1.5,3,6.35,
Refridgerator,LG,GR-G227TVS,679,2.0421,2,608,3.5,3,8.79,
Refridgerator,LG,GR-P257STB,872,1.4496,1,716,4,3,9.72,
Refridgerator,JNC,JRE-M330W,430,2.1914,2,286,1.5,3,6.3,
Refridgerator,LG,GR-L218STB,750,1.6294,1.5,615,3.5,3,9,
Refridgerator,ELECTROLUX,ESE6107S,676,2.0789,2,606,3.5,3,8.76,
Refridgerator,ELECTROLUX,ESE6108S,676,2.0789,2,606,3.5,3,8.76,
Refridgerator,ELECTROLUX,ESE6108W,676,2.0789,2,606,3.5,3,8.76,
Refridgerator,Haier,HFSS635WES,650,2.271,2,624,3.5,3,8.5,
Refridgerator,Haier,HFSS635WEW,650,2.271,2,624,3.5,3,8.5,
Refridgerator,MISTRAL,MBF120SSB,282,1.2036,1,116,0.5,3,3.82,
Refridgerator,MISTRAL,MBF120SS,282,1.2036,1,116,0.5,3,3.82,
Refridgerator,MISTRAL,MBF120W,282,1.2036,1,116,0.5,3,3.82,
Refridgerator,GENERAL ELECTRIC,GCE21LGTBFNS,790,1.5969,1.5,648,3.5,3,9.4,
Refridgerator,GENERAL ELECTRIC,GCE21LGTBFSS,790,1.5969,1.5,648,3.5,3,9.4,
Refridgerator,SAMSUNG,SRS617DW,687,2.0222,2,618,3.5,3,8.87,
Refridgerator,LIEBHERR,GIP1923,286,2.9976,2.5,179,1,3,5.36,
Refridgerator,SAMSUNG,SRL317NP,465,2.1378,2,316,2,3,6.65,
Refridgerator,LG,GR-L207NIS,710,1.8154,1.5,594,3.5,3,8.6,
Refridgerator,Haier,HR-135,308,0.9268,1,123,0.5,3,4.08,
Refridgerator,Haier,HBF80,279,0.9088,1,74,0.5,3,3.79,
Refridgerator,WESTINGHOUSE,RP432,390,1.4088,1,434,2.5,3,4.9,
Refridgerator,HAIER,HCF524C,549,2.5704,2.5,519,3,3,7.99,
Refridgerator,HAIER,HCF524B,549,2.5704,2.5,519,3,3,7.99,
Refridgerator,HAIER,HCF524A,549,2.5704,2.5,519,3,3,7.99,
Refridgerator,HAIER,HCF524,549,2.5704,2.5,519,3,3,7.99,
Refridgerator,HAIER,BD-519H,549,2.5704,2.5,519,3,3,7.99,
Refridgerator,WESTINGHOUSE,WSE6070P,829,1.2526,1,596,3.5,3,9.29,
Refridgerator,WESTINGHOUSE,WTB3100P,434,2.2922,2,308,1.5,3,6.34,
Refridgerator,WESTINGHOUSE,WTB3100W,434,2.2922,2,308,1.5,3,6.34,
Refridgerator,TELMANN,TEL148G,272,2.8143,2.5,144,1,3,5.22,
Refridgerator,HITACHI,R-487ET5,529,2.4439,2,479,2.5,3,7.29,
Refridgerator,SAMSUNG ELECTRONICS,SRL551DP,604,2.2397,2,551,3,3,8.04,
Refridgerator,SAMSUNG ELECTRONICS,SRS537NW,674,1.8428,1.5,539,3,3,8.24,
Refridgerator,SAMSUNG ELECTRONICS,SRS538NP,674,1.8428,1.5,539,3,3,8.24,
Refridgerator,SAMSUNG ELECTRONICS,SRS540HP,756,1.4067,1,540,3,3,8.56,
Refridgerator,WHIRLPOOL,WRI24SW,385,2.2462,2,241,1.5,3,5.85,
Refridgerator,WHIRLPOOL,WRI24SG,385,2.2462,2,241,1.5,3,5.85,
Refridgerator,WHIRLPOOL,WRI24S*,385,2.2462,2,241,1.5,3,5.85,
Refridgerator,GENERAL ELECTRIC,PSE25SGTC**,797,1.894,1.5,755,4,3,9.47,
Refridgerator,GENERAL ELECTRIC,PSE25NGTC**,797,1.894,1.5,755,4,3,9.47,
Refridgerator,GENERAL ELECTRIC,PJE25PGTF***,735,2.0937,2,720,4,3,9.35,
Refridgerator,GENERAL ELECTRIC,PJE25MGTF***,735,2.0937,2,720,4,3,9.35,
Refridgerator,GENERAL ELECTRIC,PHE25PGTF***,735,2.0937,2,720,4,3,9.35,
Refridgerator,GENERAL ELECTRIC,PHE25MGTF***,735,2.0937,2,720,4,3,9.35,
Refridgerator,HUSKY,SC-110,307,0.8251,1,110,0.5,3,4.07,
Refridgerator,LG,GR-298STQ,485,1.936,1.5,305,1.5,3,6.35,
Refridgerator,SAMSUNG ELECTRONICS,SRS625HNW,719,1.8888,1.5,626,3.5,3,8.69,
Refridgerator,SAMSUNG ELECTRONICS,SRS626HNSS,719,1.8888,1.5,626,3.5,3,8.69,
Refridgerator,SAMSUNG ELECTRONICS,SRS609HDW,708,1.8786,1.5,611,3.5,3,8.58,
Refridgerator,LG,GN-S303GCA,430,2.2785,2,303,1.5,3,6.3,
Refridgerator,SIMPSON,STB2800W,424,2.1501,2,276,1.5,3,6.24,
Refridgerator,TURBO LINE,BRF 268,348,1.1476,1,251,1.5,3,4.48,
Refridgerator,WESTINGHOUSE,WSE6070P,769,1.5401,1.5,596,3.5,3,9.19,
Refridgerator,WESTINGHOUSE,WSE6070S,769,1.5401,1.5,596,3.5,3,9.19,
Refridgerator,WESTINGHOUSE,WSE6070W,769,1.5401,1.5,596,3.5,3,9.19,
Refridgerator,SIMPSON,SBM3800W,527,1.9579,1.5,381,2,3,6.77,
Refridgerator,SIMPSON,SBM4300W,565,1.9446,1.5,431,2.5,3,7.15,
Refridgerator,JENN-AIR,JFBJ-19***,628,2.079,2,551.2,3,3,8.28,
Refridgerator,MAYTAG,G32526PEKB/W,796,1.7704,1.5,734.51,4,3,9.46,
Refridgerator,MAYTAG,G32526P***,796,1.7704,1.5,734.51,4,3,9.46,
Refridgerator,GENERAL ELECTRIC,GCG21******,842,1.3776,1,653,3.5,3,9.42,
Refridgerator,GENERAL ELECTRIC,GCG21,842,1.3776,1,653,3.5,3,9.42,
Refridgerator,SHARP,SJ-F65PC-SL,805,1.5125,1.5,653,3.5,3,9.55,
Refridgerator,SHARP,SJ65PS-SL,805,1.5125,1.5,653,3.5,3,9.55,
Refridgerator,SHARP,SJ-F65PS-WH,805,1.5125,1.5,653,3.5,3,9.55,
Refridgerator,SHARP,SJ-F65P*-**,805,1.5125,1.5,653,3.5,3,9.55,
Refridgerator,CONIA,CF138,275,1.3741,1,128,0.5,3,3.75,
Refridgerator,SHARP,SJ-244S-SL,395,2.2296,2,245,1.5,3,5.95,
Refridgerator,LG,GN-234CW,409,2.0082,2,234,1.5,3,6.09,
Refridgerator,GE,GBU20KBRWW,572,2.5802,2.5,588,3.5,3,8.22,
Refridgerator,GE,PDU20MFSWW,572,2.5802,2.5,588,3.5,3,8.22,
Refridgerator,GE,PDU20SFSSS,572,2.5802,2.5,588,3.5,3,8.22,
Refridgerator,SIMPSON,STM5200W,508,2.6507,2.5,517,3,3,7.58,
Refridgerator,ELECTROLUX,ESE6977SC,555,3.0459,3,690,4,3,8.55,
Refridgerator,SHARP,SJ-PD508S-HS,465,2.9941,2.5,508,3,3,7.15,
Refridgerator,SHARP,SJ-PD596S-HS,530,2.8328,2.5,596,3.5,3,7.8,
Refridgerator,NEC,NTM260RSS,414,2.1587,2,255.7,1.5,3,6.14,
Refridgerator,NEC,NTM260RWH,414,2.1587,2,255.7,1.5,3,6.14,
Refridgerator,NEC,NTM260R**,414,2.1587,2,255.7,1.5,3,6.14,
Refridgerator,NUTEC,NBF115S,313,0.8092,1,115,0.5,3,4.13,
Refridgerator,NUTEC,NBF115,313,0.8092,1,115,0.5,3,4.13,
Refridgerator,TURBO 3000,BFRV130,249,3.0567,3,143.1,1,3,5.49,
Refridgerator,TURBO 3000,BFRV208,345,2.5493,2.5,202.5,1,3,5.95,
Refridgerator,HOMEMAKER,SEBCD-300W,440,2.3523,2,322,2,3,6.4,
Refridgerator,HOMEMAKER,HMBCD-300W,440,2.3523,2,322,2,3,6.4,
Refridgerator,MAYTAG,GC2225PEK*,732,1.8522,1.5,634.76,3.5,3,8.82,
Refridgerator,MAYTAG,GC2225P****,732,1.8522,1.5,634.76,3.5,3,8.82,
Refridgerator,MAYTAG,MC1824PALZ,602,2.2568,2,535,3,3,8.02,
Refridgerator,MAYTAG,MC1824PALW,602,2.2568,2,535,3,3,8.02,
Refridgerator,MAYTAG,MC2126HALB; MC2126HALS,687,2.0222,2,618,3.5,3,8.87,
Refridgerator,MAYTAG,MC2126HALW,687,2.0222,2,618,3.5,3,8.87,
Refridgerator,GENERAL ELECTRIC,PSG22****** & GSG22******,854,1.2569,1,650,3.5,3,9.54,
Refridgerator,GENERAL ELECTRIC,PSG22/GSG22,854,1.2569,1,650,3.5,3,9.54,
Refridgerator,Haier,HFC210A,340,2.6225,2.5,210,1,3,5.9,
Refridgerator,SIMPSON,STM3600W,448,2.4383,2,364,2,3,6.48,
Refridgerator,Sub-Zero,ICB736TCI,738,1.8155,1.5,644,3.5,3,8.88,
Refridgerator,Sub-Zero,ICB700TCI,738,1.8155,1.5,644,3.5,3,8.88,
Refridgerator,HOMEMAKER,HMUF183P,345,2.5006,2.5,202.5,1,3,5.95,
Refridgerator,LG,GN-346FW,456,2.3133,2,346,2,3,6.56,
Refridgerator,HOMEMAKER,HMC210,347,2.5271,2.5,208,1,3,5.97,
Refridgerator,HOMEMAKER,HMC150,272,2.8512,2.5,146.5,1,3,5.22,
Refridgerator,WESTINGHOUSE,WFM1800WC,297,2.8234,2.5,176,1,3,5.47,
Refridgerator,HISENSE,HBF 50A,225,1.4105,1,44,0.5,3,3.25,
Refridgerator,HISENSE,HCF 150A,261,2.9723,2.5,144,1,3,5.11,
Refridgerator,SIMPSON,STM4200W,468,2.535,2.5,416,2.5,3,7.18,
Refridgerator,Haier,HBM330W,550,1.5982,1.5,332,2,3,7,
Refridgerator,MIDEA,MHD-300RWN,511,1.355,1,248,1.5,3,6.11,
Refridgerator,WESTINGHOUSE,WCM1500W,300,2.4511,2,145,1,3,5,
Refridgerator,WESTINGHOUSE,WFM3000P,540,1.518,1.5,299,1.5,3,6.9,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415TL-ST-A,620,1.2242,1,415,2.5,3,7.2,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415T-ST-A,620,1.2242,1,415,2.5,3,7.2,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415TL-W-A,620,1.2242,1,415,2.5,3,7.2,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU415T-W-A,620,1.2242,1,415,2.5,3,7.2,
Refridgerator,WESTINGHOUSE,WRM3700P,359,1.5035,1.5,368,2,3,5.09,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375TL-ST-A,590,1.2249,1,376,2,3,6.9,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375T-ST-A,590,1.2249,1,376,2,3,6.9,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375TL-W-A,590,1.2249,1,376,2,3,6.9,
Refridgerator,MITSUBISHI ELECTRIC,MR-CU375T-W-A,590,1.2249,1,376,2,3,6.9,
Refridgerator,GENERAL ELECTRIC,GCE21IETBFSS,790,1.5969,1.5,648,3.5,3,9.4,
Refridgerator,WESTINGHOUSE,WTB2000P,372,2.064,2,196,1,3,5.72,
Refridgerator,WESTINGHOUSE,WTB2000W,372,2.064,2,196,1,3,5.72,
Refridgerator,ELECTROLUX,ETM4407S,486,2.4977,2,442,2.5,3,6.86,
Refridgerator,WHIRLPOOL,WRE26SR**,800,1.8744,1.5,750,4,3,9.5,
Refridgerator,LG,GC-B197STS,680,1.9477,1.5,581,3.5,3,8.3,
Refridgerator,LG,GC-B197SFS,680,1.9477,1.5,581,3.5,3,8.3,
Refridgerator,TURBO LINE,BRF-268A,288,1.8717,1.5,251,1.5,3,4.38,
Refridgerator,TURBO LINE,WB-120D,270,1.4375,1,122,0.5,3,3.7,
Refridgerator,WESTINGHOUSE,WTB2300P,411,1.8991,1.5,226,1.5,3,5.61,
Refridgerator,WESTINGHOUSE,WTB2300W,411,1.8991,1.5,226,1.5,3,5.61,
Refridgerator,WESTINGHOUSE,RA122T,293,1.0887,1,119,0.5,3,3.93,
Refridgerator,BRILCON,GT 640 STK,529,2.6816,2.5,551,3,3,7.79,
Refridgerator,HUALING,HD-238FW,369,2.1504,2,204,1,3,5.69,
Refridgerator,EUROART,RTD-202W,352,2.2958,2,202.8,1,3,5.52,
Refridgerator,TOSHIBA,GR-E125,234,1.9099,1.5,119.8,0.5,3,3.84,
Refridgerator,SAMSUNG,SRS767DGB,731,2.2689,2,768,4.5,3,9.31,
Refridgerator,SAMSUNG,SRS752QDUS,866,1.627,1.5,752,4,3,10.16,
Refridgerator,Haier,HFM185D,326,2.4682,2,185,1,3,5.26,
Refridgerator,Haier,LW-185GTA,326,2.4682,2,185,1,3,5.26,
Refridgerator,ATD,KFM 440,442,2.4404,2,350.5,2,3,6.42,
Refridgerator,HOMEMAKER,HMBD155,295,2.5799,2.5,151,1,3,5.45,
Refridgerator,CENTREX,CTBF50,285,0.5745,1,50,0.5,3,3.85,
Refridgerator,SAMSUNG ELECTRONICS,SRS582HDW,699,1.8381,1.5,585,3.5,3,8.49,
Refridgerator,OMEGA,TM405*#,495,2.3296,2,405,2.5,3,6.95,
Refridgerator,SAMSUNG,RSE8KPAS,863,1.0925,1,592,3.5,3,9.63,
Refridgerator,HOMEMAKER,HMWD-150,296,2.5598,2.5,150,1,3,5.46,
Refridgerator,AVITA,900248,280,0.6198,1,48,0.5,3,3.8,
Refridgerator,TOSHIBA,GR-M55AD,552,2.5168,2.5,531.45,3,3,8.02,
Refridgerator,MISTRAL,MURF80SS,314,1.3603,1,80.88,0.5,3,4.14,
Refridgerator,MISTRAL,MURF80,314,1.3603,1,80.88,0.5,3,4.14,
Refridgerator,GAF,GF85,249,2.3356,2,85,0.5,3,4.49,
Refridgerator,WHIRLPOOL,6GD5SHGXSS,740,2.1126,2,740,4,3,9.4,
Refridgerator,WHIRLPOOL,6*D5**GX***,740,2.1126,2,740,4,3,9.4,
Refridgerator,WHIRLPOOL,6ED2FHKXSQ,645,2.3132,2,640,3.5,3,8.45,
Refridgerator,WHIRLPOOL,6ED2FHKXRL,645,2.3132,2,640,3.5,3,8.45,
Refridgerator,WHIRLPOOL,6*D2**KX***,645,2.3132,2,640,3.5,3,8.45,
Refridgerator,PRIMA,PCF150,296,2.5598,2.5,150,1,3,5.46,
Refridgerator,NEC,NBR110RSS,292,1.0049,1,108.41,0.5,3,3.92,
Refridgerator,NEC,NBR110RWH,292,1.0049,1,108.41,0.5,3,3.92,
Refridgerator,NEC,NBR110R**,292,1.0049,1,108.41,0.5,3,3.92,
Refridgerator,PACINI,PAR57401,506,2.9887,2.5,574,3,3,7.56,
Refridgerator,HOMESTAR,HOR57401,506,2.9887,2.5,574,3,3,7.56,
Refridgerator,HELLER,BFH120SS,270,1.4029,1,122,0.5,3,3.7,
Refridgerator,HELLER,BFH120B,270,1.4029,1,122,0.5,3,3.7,
Refridgerator,HELLER,BFH120,270,1.4029,1,122,0.5,3,3.7,
Refridgerator,TOSHIBA,GR-H55TAA2,557,2.4823,2,531.45,3,3,7.57,
Refridgerator,PRIMA,PBF50,183,2.2694,2,49,0.5,3,3.83,
Refridgerator,WHIRLPOOL,6GS2SHQXRQ,670,2.1366,2,636,3.5,3,8.7,
Refridgerator,WESTINGHOUSE,WCM7000WC,679,2.3712,2,692,4,3,8.79,
Refridgerator,PRIMA,PFR85,248,2.3358,2,85,0.5,3,4.48,
Refridgerator,KELVINATOR,KCM1500WC,269,2.8684,2.5,145,1,3,5.19,
Refridgerator,KELVINATOR,KCM2100WC,322,2.8307,2.5,210,1,3,5.72,
Refridgerator,TOSHIBA,GR-H66TA2,596,2.4775,2,613.86,3.5,3,7.96,
Refridgerator,WESTINGHOUSE,WTM3300PB,437,2.3078,2,328,2,3,6.37,
Refridgerator,WESTINGHOUSE,WTM3300WB,437,2.3078,2,328,2,3,6.37,
Refridgerator,HELLER,CFH55,284,2.8015,2.5,157.8,1,3,5.34,
Refridgerator,WHIRLPOOL,WRED58SL,800,1.3441,1,580,3.5,3,9,
Refridgerator,NEC,NBM301RSS,480,1.8062,1.5,278,1.5,3,6.3,
Refridgerator,NEC,NBM301RWH,480,1.8062,1.5,278,1.5,3,6.3,
Refridgerator,MAYTAG,6XC259KAWY,758,1.9543,1.5,705.14,4,3,9.08,
Refridgerator,ELECTROLUX,EFM3001WC,370,2.9646,2.5,299,1.5,3,6.2,
Refridgerator,ELECTROLUX,ERM3701WC,257,2.7824,2.5,368,2,3,5.07,
Refridgerator,GENERAL ELECTRIC,PFIE1NFWABV,693,2.0058,2,636,3.5,3,8.93,
Refridgerator,GENERAL ELECTRIC,PFIE1NFWAKB,693,2.0058,2,636,3.5,3,8.93,
Refridgerator,MISTRAL,MURF80SS,245,2.3737,2,84.5,0.5,3,4.45,
Refridgerator,MISTRAL,MURF80W,245,2.3737,2,84.5,0.5,3,4.45,
Refridgerator,TEMPOI,DD1-21,350,2.1851,2,280,1.5,3,5.5,
Refridgerator,DAEWOO,DFT-246/DFT-246S,390,2.2643,2,246,1.5,3,5.9,
Refridgerator,LG,GR-L257STS,872,1.4496,1,721,4,3,9.72,
Refridgerator,LG,GR-P257STS,872,1.4496,1,721,4,3,9.72,
Refridgerator,NEC,NVF85RSS,281,1.7852,1.5,80.88,0.5,3,4.31,
Refridgerator,NEC,NVF85RWH,281,1.7852,1.5,80.88,0.5,3,4.31,
Refridgerator,LG,GN-205VW,395,1.8928,1.5,205,1,3,5.45,
Refridgerator,WANBAO,WB-130,290,1.0955,1,115.22,0.5,3,3.9,
Refridgerator,LG,GR-B227STS,700,2.0467,2,641,3.5,3,9,
Refridgerator,MITSUBISHI ELECTRIC,MR-260T-ST-A(NZ),431,1.9772,1.5,260,1.5,3,5.81,
Refridgerator,MITSUBISHI ELECTRIC,MR-260T-W-A(NZ),431,1.9772,1.5,260,1.5,3,5.81,
Refridgerator,MITSUBISHI ELECTRIC,MR-260T-ST-A,431,1.9772,1.5,260,1.5,3,5.81,
Refridgerator,MITSUBISHI ELECTRIC,MR-260T-W-A,431,1.9772,1.5,260,1.5,3,5.81,
Refridgerator,MITSUBISHI ELECTRIC,MR-455T-W-A(NZ),525,2.3132,2,454,2.5,3,7.25,
Refridgerator,MITSUBISHI ELECTRIC,MR-455T-ST-A(NZ),525,2.3132,2,454,2.5,3,7.25,
Refridgerator,MITSUBISHI ELECTRIC,MR-455TL-W-A,525,2.3132,2,454,2.5,3,7.25,
Refridgerator,MITSUBISHI ELECTRIC,MR-455TL-ST-A,525,2.3132,2,454,2.5,3,7.25,
Refridgerator,MITSUBISHI ELECTRIC,MR-455T-W-A,525,2.3132,2,454,2.5,3,7.25,
Refridgerator,MITSUBISHI ELECTRIC,MR-455T-ST-A,525,2.3132,2,454,2.5,3,7.25,
Refridgerator,LG,GR-G227TVS,679,2.058,2,613,3.5,3,8.79,
Refridgerator,HELLER,CFH10,262,2.4157,2,103,0.5,3,4.62,
Refridgerator,LG,GN-205SQA,395,1.8928,1.5,205,1,3,5.45,
Refridgerator,LG,GR-L227STG,783,1.5195,1.5,616,3.5,3,9.33,
Refridgerator,WESTINGHOUSE,WBM4000W,550,1.8807,1.5,396,2,3,7,
Refridgerator,WHIRLPOOL,S26S5DF,855,1.6111,1.5,740,4,3,10.05,
Refridgerator,WHIRLPOOL,S26S4DF,855,1.6111,1.5,740,4,3,10.05,
Refridgerator,WHIRLPOOL,S26W3DF,855,1.6111,1.5,740,4,3,10.05,
Refridgerator,MAYTAG,GS2325GE***,730,1.8828,1.5,654,3.5,3,8.8,
Refridgerator,BOSCH,KSU405916W,501,2.3498,2,411,2.5,3,7.01,
Refridgerator,BOSCH,KSU405216W,501,2.3498,2,411,2.5,3,7.01,
Refridgerator,ELECTROLUX,EFM3600W,579,1.6003,1.5,357,2,3,7.29,
Refridgerator,FRIGIDAIRE,FT527S,508,2.6507,2.5,517,3,3,7.58,
Refridgerator,ELECTROLUX,ETE4200S,482,2.4222,2,416,2.5,3,6.82,
Refridgerator,FRIGIDAIRE,FT447S,486,2.4977,2,442,2.5,3,6.86,
Refridgerator,CONIA,CF332,430,2.1914,2,286,1.5,3,6.3,
Refridgerator,LG,GR-F218NID,678,2.0277,2,622,3.5,3,8.78,
